epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
120,"[6.02753345e-11 3.14924648e-10 7.69824718e-10 1.01938227e-09
 9.55199486e-10]",[0.03959253 0.03679197 0.03483302 0.03063265 0.03167928],[1.12468814 2.19353611 2.89504139 3.1697515  2.91365406],[0.5148509  0.51351742 0.51349778 0.50425291 0.50198392],[0.13865926 0.12530361 0.11691313 0.09990986 0.10379164],[0.12862082 0.11714506 0.10942679 0.09338767 0.09741212],[2.16282953 2.06473037 2.01187469 1.934309   2.05227899]
121,"[6.05117299e-11 2.80708097e-10 6.45307732e-10 7.94974702e-10
 8.27739472e-10]",[0.04248317 0.0410195  0.03982083 0.03638239 0.0375272 ],[1.11681953 2.08147258 2.66259008 2.81024852 2.54976031],[0.5104447  0.51223623 0.51199972 0.50906145 0.49670235],[0.15264752 0.1447167  0.13902723 0.12419996 0.12850056],[0.14592536 0.13905788 0.13395427 0.12070417 0.12395423],[2.29032112 2.22224788 2.19719292 2.18449473 2.27715145]
122,"[5.61176805e-11 2.57521385e-10 5.87707125e-10 6.95999607e-10
 6.96124368e-10]",[0.0418479  0.04115037 0.04028953 0.03738654 0.03847425],[1.13234037 2.10367603 2.69146307 2.80673999 2.56383467],[0.51708765 0.51242556 0.51118953 0.51023071 0.50477693],[0.14942897 0.14475336 0.14071625 0.1280911  0.1324542 ],[0.14132584 0.13673578 0.13247112 0.11924601 0.12374463],[2.28003431 2.24129012 2.21616511 2.13627434 2.19028718]
123,"[5.62758677e-11 2.81848502e-10 6.75882853e-10 8.73594107e-10
 8.38126715e-10]",[0.04281024 0.04091202 0.03926238 0.03542772 0.03630196],[1.11395471 2.13052318 2.76348365 2.96133709 2.72061153],[0.51666802 0.51618412 0.51529974 0.51232334 0.50673235],[0.15358947 0.14334378 0.13558014 0.11930525 0.12283658],[0.14145322 0.13414008 0.12733164 0.11063304 0.1097395 ],[2.3553911  2.27650958 2.23586097 2.18830343 2.28572265]
124,"[5.38442266e-11 2.67880233e-10 6.43237044e-10 8.47017665e-10
 8.31121073e-10]",[0.04328239 0.04091014 0.03907883 0.03501353 0.03597446],[1.08719281 2.08898979 2.7351814  2.99743984 2.76254808],[0.51827356 0.51563875 0.5143349  0.50706793 0.50288306],[0.15576499 0.14341085 0.13524779 0.11797265 0.12150063],[0.14473788 0.13447553 0.12734479 0.11131595 0.11370412],[2.28920374 2.22898339 2.20206645 2.16993031 2.25358965]
125,"[6.11824840e-11 3.34760344e-10 8.38861907e-10 1.11850168e-09
 1.02105321e-09]",[0.03997559 0.03631721 0.03394248 0.02982907 0.03105476],[1.15041547 2.2803469  3.0271561  3.30551881 3.03779817],[0.51618127 0.51362298 0.51104365 0.50427868 0.50016655],[0.1406243  0.1233493  0.11339628 0.09744448 0.10174852],[0.13560299 0.1191014  0.10857968 0.09251404 0.09615337],[2.23865808 2.12089007 2.05929532 1.98909612 2.08066704]
126,"[5.88850507e-11 2.99754586e-10 7.28488616e-10 9.67986655e-10
 9.47849337e-10]",[0.04189073 0.03848463 0.03637421 0.03311759 0.03585483],[1.13982296 2.22370774 2.92409487 3.0835092  2.72029947],[0.51254275 0.51230304 0.50903227 0.50359708 0.49702448],[0.14977888 0.13316757 0.12375762 0.1102314  0.12110414],[0.14183157 0.12863697 0.11985602 0.10643029 0.11478117],[2.27502171 2.19495965 2.14450516 2.06303561 2.14212809]
127,"[6.41432211e-11 2.73633715e-10 5.99671721e-10 6.95275309e-10
 7.64597192e-10]",[0.03910453 0.03886519 0.03834311 0.03652678 0.03762146],[1.15841728 2.12021361 2.70921526 2.75368986 2.50613803],[0.51446344 0.51143833 0.51380882 0.50535312 0.49466036],[0.13727908 0.13530939 0.13295162 0.12515575 0.12940115],[0.13106326 0.13049852 0.12878514 0.12130894 0.12335407],[2.17388229 2.15590582 2.14048181 2.09663175 2.16203422]
128,"[5.99056485e-11 2.93989877e-10 6.94887399e-10 8.90052221e-10
 8.70460984e-10]",[0.03979323 0.03816735 0.03689519 0.03367625 0.03472765],[1.11194039 2.14234184 2.78630967 2.92088447 2.61646953],[0.51057097 0.50946384 0.50973157 0.49767479 0.49229315],[0.13982568 0.13129032 0.12587885 0.11279595 0.11703933],[0.13016884 0.124021   0.11986941 0.10880726 0.11110216],[2.12142093 2.04895371 2.0126832  1.96342958 2.08373736]
129,"[6.31069022e-11 3.14011823e-10 7.36837528e-10 8.94907449e-10
 8.55309364e-10]",[0.04038044 0.03848371 0.03712742 0.0339132  0.03506946],[1.15556067 2.21269303 2.86255065 3.03524355 2.77037319],[0.51278117 0.51054065 0.50817166 0.50605986 0.50366504],[0.14245343 0.13289488 0.12699145 0.113645   0.11774885],[0.13198962 0.12290192 0.11752668 0.10668356 0.1116366 ],[2.16291102 2.11173942 2.08621416 2.04326054 2.10707869]
130,"[7.52437243e-11 3.58888415e-10 8.47919834e-10 1.12100699e-09
 1.09331263e-09]",[0.03583142 0.03439715 0.03312568 0.02990852 0.03090385],[1.2374873  2.35423787 3.07198837 3.28666122 2.95925136],[0.51197828 0.51016582 0.5093272  0.50470331 0.49776225],[0.12283077 0.11579223 0.11070008 0.0981409  0.10140067],[0.11992461 0.11287809 0.10820523 0.09668603 0.09835972],[2.16508729 2.12200688 2.08527614 1.98916347 2.0237117 ]
131,"[6.54910123e-11 3.04072182e-10 6.94620327e-10 8.29868692e-10
 8.26088292e-10]",[0.03929383 0.03833564 0.03733736 0.03452266 0.03543773],[1.18160062 2.19861613 2.8170781  2.93415268 2.71830567],[0.50853167 0.50854386 0.50555301 0.50169723 0.49866509],[0.13781967 0.13216393 0.12782418 0.11621945 0.11982475],[0.13184145 0.12757072 0.1240003  0.1130029  0.11422523],[2.27351686 2.21816664 2.18566411 2.13381395 2.23695031]
132,"[5.59065260e-11 2.80708523e-10 6.69747107e-10 8.27247727e-10
 7.68395203e-10]",[0.04202724 0.03911735 0.03737124 0.034367   0.03742395],[1.08303295 2.08525562 2.71227835 2.8343518  2.505171  ],[0.5109495  0.50719313 0.50418244 0.50298654 0.49849782],[0.15007884 0.13555048 0.12780814 0.11522339 0.12808431],[0.14262589 0.12921141 0.12200773 0.11003965 0.11933926],[2.20545835 2.09234604 2.04155276 2.00174446 2.1668916 ]
133,"[5.43033418e-11 2.57088185e-10 6.05068223e-10 7.91895460e-10
 7.78828336e-10]",[0.04604575 0.04450955 0.04264329 0.0374291  0.03811658],[1.06537276 1.99142944 2.57086053 2.78178742 2.51631637],[0.51386283 0.51166551 0.5083719  0.50437936 0.49808354],[0.16912037 0.15999949 0.15081538 0.12769544 0.13090362],[0.15299437 0.14572031 0.13867591 0.1217109  0.12334514],[2.3480661  2.27576646 2.22737883 2.15080728 2.24082263]
134,"[5.21712473e-11 2.54262498e-10 6.17962448e-10 8.62621825e-10
 8.74590882e-10]",[0.04245552 0.04000016 0.03798646 0.03401711 0.03540775],[1.05390654 2.02078179 2.66782311 2.8954874  2.67352459],[0.51383923 0.51204438 0.50694959 0.50281918 0.49693425],[0.15259498 0.13990426 0.13092513 0.11433423 0.11991027],[0.1474368  0.13633786 0.12736291 0.11045172 0.1145328 ],[2.21384814 2.14189892 2.1020083  2.05265939 2.11041502]
135,"[6.24292696e-11 3.20803469e-10 8.05467562e-10 1.17923166e-09
 1.10927566e-09]",[0.03660041 0.03315517 0.03096398 0.02745685 0.03135601],[1.18622883 2.39644635 3.26003355 3.53594323 2.94969024],[0.51221653 0.51723757 0.5135093  0.50388198 0.50016874],[0.12633675 0.11098922 0.10219472 0.0886438  0.102553  ],[0.12197349 0.10890543 0.10038592 0.08765251 0.09874135],[2.16952322 2.05783539 1.99674784 1.92156004 2.10694096]
136,"[6.19964603e-11 3.07168784e-10 7.25666001e-10 9.17573144e-10
 8.26748591e-10]",[0.03943431 0.03767912 0.03631283 0.03289705 0.03495363],[1.19085473 2.28578686 2.9744199  3.17185436 2.77125943],[0.51399679 0.51263954 0.50996496 0.508087   0.50411261],[0.13846013 0.12965662 0.12368457 0.10983892 0.11780912],[0.13288772 0.12408312 0.11854296 0.10655617 0.1135444 ],[2.23639591 2.14913286 2.10596467 2.05588381 2.18842945]
137,"[5.49611341e-11 2.44863281e-10 5.54090392e-10 6.81547025e-10
 7.14091384e-10]",[0.04468575 0.04459552 0.04390585 0.04144    0.04152708],[1.09206447 1.97800999 2.50078742 2.6047096  2.45759412],[0.51665994 0.5153011  0.51388846 0.50718923 0.50441973],[0.16288929 0.16086004 0.1576665  0.14608872 0.14625295],[0.15526369 0.15214924 0.14899871 0.13710481 0.13568339],[2.31819322 2.27855365 2.25932998 2.23120116 2.3033707 ]
138,"[5.72008254e-11 2.52675574e-10 5.77400308e-10 7.51889152e-10
 8.29472592e-10]",[0.04078487 0.04101745 0.04013891 0.03621957 0.03612496],[1.1578272  2.12280249 2.72806516 2.93719804 2.73305027],[0.51730342 0.51913551 0.5157293  0.50883697 0.50343458],[0.14426685 0.14385817 0.13992696 0.12315562 0.12249034],[0.13514366 0.13571513 0.13302198 0.11648436 0.11296744],[2.28353888 2.25188805 2.22301471 2.14803912 2.22870926]
139,"[6.82850976e-11 3.70274852e-10 9.41776225e-10 1.36282613e-09
 1.26353435e-09]",[0.03678611 0.03328858 0.03087988 0.02611348 0.02760792],[1.22224796 2.46642562 3.33899326 3.80076911 3.39361988],[0.51169433 0.50878121 0.50961497 0.50256721 0.4995173 ],[0.12675634 0.11091351 0.10119889 0.08336359 0.08904206],[0.12299914 0.106942   0.09724521 0.08010863 0.08737333],[2.20585227 2.09117675 2.02362313 1.93059642 2.07206941]
140,"[7.68334410e-11 4.15243419e-10 1.04021838e-09 1.43838159e-09
 1.23620197e-09]",[0.03552511 0.03190014 0.0297806  0.02649949 0.03042733],[1.28313042 2.58652775 3.46133143 3.74371931 3.15574591],[0.51460691 0.51364668 0.50991143 0.50556032 0.50137985],[0.12082769 0.10529456 0.09708277 0.08458517 0.09883847],[0.11509793 0.10099333 0.09364883 0.08256883 0.09561664],[2.14366562 2.01646312 1.95728998 1.92351161 2.12824864]
141,"[5.74526402e-11 2.68925033e-10 6.31175069e-10 8.16905460e-10
 8.23576401e-10]",[0.04084987 0.03907578 0.03774611 0.03504465 0.03747503],[1.14106005 2.17563488 2.83956851 2.99013915 2.63958859],[0.51961067 0.51957244 0.51717032 0.50895893 0.50249431],[0.14447549 0.13508537 0.129229   0.11803404 0.12801098],[0.13499434 0.12764341 0.12239619 0.11243653 0.11939507],[2.28987119 2.23118969 2.20229738 2.18073378 2.26556633]
142,"[6.60745695e-11 2.98620977e-10 6.96768029e-10 9.15445050e-10
 9.54613477e-10]",[0.03964323 0.03865455 0.03718927 0.03310714 0.03396648],[1.18124412 2.18640914 2.830217   3.05125532 2.84286197],[0.51471195 0.51123236 0.51228933 0.50645641 0.50229395],[0.1387465  0.13372826 0.12741145 0.11038929 0.11279883],[0.13347167 0.12858409 0.12218694 0.10569788 0.10601329],[2.23117362 2.16099882 2.11239355 2.02503113 2.12342542]
143,"[6.67971967e-11 3.15368058e-10 7.47888968e-10 1.03202518e-09
 1.05432796e-09]",[0.04015251 0.03863892 0.03695243 0.03228689 0.03323264],[1.19372112 2.2377373  2.90624536 3.19739078 2.90910854],[0.5147584  0.51410115 0.51187877 0.50567682 0.49657631],[0.14108766 0.13325542 0.12597456 0.10686917 0.11025999],[0.13514387 0.12801792 0.12117428 0.10337505 0.10602626],[2.25443282 2.17623355 2.13484511 2.08157016 2.20000083]
144,"[5.51939512e-11 2.42805067e-10 5.61684928e-10 8.05982123e-10
 9.29197212e-10]",[0.0405584  0.0403539  0.03905587 0.03379462 0.03335301],[1.11894982 2.05962767 2.68602366 3.0063193  2.86564847],[0.51790081 0.51413501 0.51446056 0.50411222 0.50179192],[0.14350278 0.14121475 0.13544086 0.11319626 0.11112347],[0.13635764 0.13475276 0.12974363 0.1096606  0.10789107],[2.2946541  2.227659   2.17867702 2.0706963  2.1864067 ]
145,"[6.79543400e-11 3.64004253e-10 8.96063516e-10 1.12156425e-09
 9.50220431e-10]",[0.03841007 0.03497408 0.03307716 0.03057488 0.03422471],[1.20493019 2.39928918 3.16941228 3.34746826 2.85999598],[0.51010462 0.51149784 0.5112223  0.50751814 0.49755373],[0.13349233 0.11779226 0.1096561  0.10027707 0.11471549],[0.12656875 0.11436706 0.10715367 0.09749853 0.11047304],[2.2876073  2.15612484 2.0917972  2.03967701 2.20151422]
146,"[6.92330041e-11 3.43337888e-10 8.18261178e-10 1.03700508e-09
 9.64108227e-10]",[0.04014487 0.03862387 0.03701051 0.03273662 0.03274701],[1.23529256 2.30263736 2.95024796 3.18140365 3.01001144],[0.52039699 0.51327306 0.51271836 0.50742478 0.50490298],[0.14100672 0.13312794 0.12595045 0.10833075 0.1080124 ],[0.13324195 0.12615449 0.11975386 0.10363391 0.1006232 ],[2.11064553 2.04556885 2.00775641 1.95461189 2.04776423]
147,"[5.08217408e-11 2.39377650e-10 5.78369143e-10 8.53245670e-10
 9.26459098e-10]",[0.043456   0.04178221 0.03995017 0.03525979 0.0365195 ],[1.04446261 1.97517657 2.597034   2.88604445 2.67692187],[0.5109586  0.5135146  0.51173456 0.50308526 0.49953085],[0.15720549 0.14764816 0.13927994 0.11920666 0.12397971],[0.14609087 0.13818952 0.13076355 0.11276218 0.11730937],[2.34428851 2.26857303 2.22208465 2.13513717 2.22647787]
148,"[7.43891593e-11 3.64358926e-10 8.58036262e-10 1.10160874e-09
 1.02435304e-09]",[0.03609508 0.03432659 0.03319664 0.03061952 0.03304027],[1.23816476 2.37104871 3.08024434 3.27305188 2.87897742],[0.51052946 0.50859689 0.50441675 0.50027805 0.49973712],[0.12347256 0.11546626 0.11056417 0.10028504 0.10909642],[0.1202986  0.1124741  0.10740686 0.09769319 0.10472985],[2.09012301 2.00820639 1.98205617 1.98853907 2.15875482]
149,"[5.71063772e-11 2.84387203e-10 6.94624600e-10 9.83636733e-10
 1.02876898e-09]",[0.0394116  0.03689367 0.03499632 0.03081584 0.03146471],[1.11586067 2.17463085 2.89330028 3.20773773 3.02447544],[0.5166404  0.51614596 0.51402912 0.50799406 0.50198747],[0.1380239  0.12567614 0.11748784 0.10091433 0.10320295],[0.13095698 0.1201124  0.1123476  0.09732193 0.09932263],[2.19713192 2.11996815 2.07359954 1.98349064 2.05781995]
150,"[7.62752120e-11 3.55193100e-10 8.29202109e-10 1.09245335e-09
 1.12353348e-09]",[0.03538533 0.03457845 0.03352613 0.0300067  0.03016692],[1.30584006 2.42032513 3.10956591 3.29524849 3.11897317],[0.51670584 0.51507566 0.51400882 0.5091791  0.50003512],[0.12058864 0.11586332 0.11146055 0.09774207 0.09844563],[0.11799842 0.11254896 0.10795352 0.09492257 0.09389438],[2.16303612 2.10238103 2.06317731 1.96353896 2.00680276]
151,"[6.49233020e-11 2.99747232e-10 7.08112794e-10 1.00630719e-09
 1.13338209e-09]",[0.03879506 0.03818439 0.03684596 0.03180957 0.03092986],[1.21804805 2.26592303 2.94266826 3.29525648 3.14649809],[0.5195507  0.51717738 0.51404446 0.50782758 0.50216232],[0.13515248 0.13128756 0.12539837 0.10474267 0.10081753],[0.13062065 0.12666082 0.12061135 0.10146282 0.09784228],[2.3026826  2.26684168 2.23171074 2.11539187 2.12518376]
152,"[1.36460474e-10 4.16309842e-10 8.24436875e-10 1.11468321e-09
 1.18530943e-09]",[0.03687557 0.04276272 0.04452414 0.04113315 0.04260195],[2.165057   3.10089818 3.57179761 3.9383552  3.81642006],[0.52490111 0.52361567 0.52318475 0.51806605 0.51232978],[0.11911894 0.14546709 0.15231532 0.13598194 0.14196093],[0.0910537  0.11337633 0.12280452 0.10848618 0.11254275],[2.16074284 2.18230915 2.17150928 2.08345956 2.12774329]
153,"[8.32305538e-11 2.53077007e-10 5.38607337e-10 9.06029448e-10
 7.93657690e-10]",[0.05244618 0.06043389 0.05977086 0.04682793 0.05071014],[1.93759721 2.64825559 3.08823809 3.79797281 3.60298227],[0.54964399 0.55328339 0.5501762  0.5395415  0.52984851],[0.19237833 0.23471876 0.23227    0.16653898 0.17539853],[0.16369777 0.19974088 0.19519316 0.14218148 0.14313011],[2.66853137 2.69045562 2.63343108 2.33934561 2.29382442]
154,"[1.54299817e-10 3.56532218e-10 6.23067885e-10 9.22723796e-10
 1.30310680e-09]",[0.04311857 0.05672236 0.06320217 0.05704459 0.0492476 ],[2.62454771 3.17774921 3.29733906 3.58401293 4.11280935],[0.55133012 0.55420673 0.54795398 0.53386959 0.53283847],[0.14808207 0.21061014 0.24042203 0.21314772 0.17172742],[0.11058497 0.16228658 0.19048212 0.16871359 0.13071704],[2.44559784 2.72461475 2.81666254 2.6541237  2.52811505]
155,"[2.26325016e-11 9.31607499e-11 2.09611281e-10 2.59179694e-10
 2.68016140e-10]",[0.06872575 0.07148579 0.07055637 0.06584785 0.06413331],[0.84679915 1.46204498 1.81531641 1.76975639 1.67127474],[0.53563079 0.53588055 0.53149699 0.52260079 0.5141136 ],[0.28922563 0.2963831  0.29111628 0.26771976 0.25904458],[0.24764524 0.25432894 0.25188697 0.23272561 0.22226496],[2.91221848 2.91709178 2.88242774 2.7805273  2.69793688]
156,"[2.56384640e-11 1.23230880e-10 2.85210371e-10 3.25883080e-10
 2.88974835e-10]",[0.06573534 0.06361764 0.06230807 0.06172924 0.06392023],[0.86207783 1.5915671  1.9951803  1.9144452  1.73919007],[0.5254447  0.52798865 0.52694055 0.51916579 0.51287215],[0.2716028  0.25300367 0.24482364 0.24459255 0.25622298],[0.23975228 0.21615281 0.20600469 0.20492999 0.2184126 ],[2.85021292 2.78614264 2.76067662 2.76260557 2.74636941]
157,"[2.83281266e-11 1.26837617e-10 3.01063741e-10 4.49931345e-10
 4.26981725e-10]",[0.07072047 0.07077676 0.06791595 0.0577557  0.05673903],[0.84552751 1.4608079  1.81786593 1.97793681 1.91404595],[0.52395253 0.5229222  0.51898372 0.51106319 0.50625435],[0.30093138 0.2963782  0.28081373 0.22646255 0.22095999],[0.25946654 0.25879636 0.2478175  0.20326681 0.19746768],[2.86830213 2.81922612 2.76607111 2.63352984 2.61940424]
158,"[9.60097073e-11 2.93384952e-10 6.14458964e-10 8.85636740e-10
 1.49110230e-09]",[0.05603961 0.06365296 0.06508444 0.06416007 0.05457087],[2.00674411 2.67678012 2.97979324 3.08950226 3.83170284],[0.54378443 0.54207843 0.54083652 0.52988269 0.52828564],[0.19845209 0.23193625 0.23851459 0.23211028 0.18684244],[0.14499976 0.17411682 0.17912925 0.16984    0.12642497],[2.95947695 3.03110407 3.03194674 3.01158952 3.01516856]
159,"[2.52360756e-11 1.01696655e-10 2.15634323e-10 2.26105097e-10
 2.33514320e-10]",[0.07114139 0.07449693 0.07533111 0.07614793 0.07364734],[0.84552047 1.41454768 1.68508406 1.52601709 1.45789688],[0.52984031 0.52551476 0.52272765 0.51586395 0.50707051],[0.2983476  0.30961161 0.31475226 0.31961818 0.30569534],[0.24127972 0.25033274 0.25614058 0.26419976 0.25075076],[2.91541579 2.94255101 2.92896639 2.84680467 2.74616435]
160,"[1.74666128e-11 7.87742499e-11 1.85808332e-10 2.47695616e-10
 2.40964541e-10]",[0.07197633 0.07367068 0.0732517  0.0730959  0.07316904],[0.69815246 1.26174027 1.60190757 1.58770911 1.498739  ],[0.52625628 0.52297366 0.52174611 0.51495698 0.50851253],[0.30685703 0.30787963 0.3046857  0.3019332  0.30256234],[0.26127486 0.26035245 0.25704898 0.25308489 0.25267567],[2.85100178 2.86906829 2.8747737  2.86952489 2.80781124]
161,"[2.16577872e-11 1.17129793e-10 2.84724000e-10 3.34597118e-10
 2.49057190e-10]",[0.08205541 0.0784859  0.07602171 0.07399989 0.07493283],[0.75199148 1.38261716 1.70805054 1.7101936  1.56506113],[0.52484114 0.52406477 0.52259015 0.51495194 0.50900611],[0.35777542 0.33165618 0.31753938 0.30883416 0.31668453],[0.29775647 0.27082947 0.25659005 0.25209947 0.27305581],[3.0335823  2.99277933 2.96832793 2.95126179 2.90160625]
162,"[1.36452875e-10 3.03946214e-10 6.26908943e-10 1.05690486e-09
 1.18205447e-09]",[0.03933428 0.05256967 0.05365583 0.04549842 0.04337778],[2.16485435 2.60400678 2.97974717 3.47277128 3.78698984],[0.53509348 0.53233291 0.52825576 0.52155102 0.52311575],[0.13319655 0.19715084 0.20172299 0.16153382 0.15006933],[0.10538996 0.16182208 0.16713994 0.13058968 0.11070744],[2.57498772 2.86997012 2.92732653 2.76777524 2.69567356]
163,"[4.16625928e-11 1.31912155e-10 2.82613273e-10 4.57605511e-10
 5.24243007e-10]",[0.07696735 0.08640388 0.08674698 0.07752453 0.07917995],[1.43869795 1.98182858 2.268516   2.56050795 2.63553284],[0.54063765 0.53743599 0.53850797 0.53089536 0.52468735],[0.2453133  0.28385495 0.28888419 0.25371273 0.23955956],[0.18063586 0.21023734 0.21661291 0.18581546 0.17552016],[3.02909597 3.07708877 3.07909499 3.02108811 2.96514528]
164,"[2.59041701e-11 1.17326322e-10 2.61996926e-10 2.96768416e-10
 2.59806124e-10]",[0.08033564 0.08112513 0.08049264 0.07834814 0.07446592],[0.91485394 1.53113001 1.80146811 1.6775141  1.59097658],[0.53988226 0.53765273 0.53384831 0.52330636 0.51615517],[0.34343285 0.34405683 0.34122807 0.32517713 0.30244359],[0.27974221 0.28294962 0.28239331 0.2630081  0.24431346],[3.07937534 3.07384873 3.05251182 2.95446656 2.87580713]
165,"[2.39342485e-11 1.06828573e-10 2.46679258e-10 3.26359567e-10
 3.22698438e-10]",[0.07175801 0.07168573 0.07080553 0.06858321 0.06872396],[0.83481163 1.44481887 1.75463436 1.67060824 1.62249406],[0.53098285 0.52646436 0.52127421 0.51180722 0.50993231],[0.30091014 0.29603836 0.2912412  0.28004034 0.28195963],[0.2458585  0.2412295  0.23803668 0.23014463 0.23280225],[2.83947669 2.8311924  2.81043049 2.72802651 2.69435376]
166,"[2.64299086e-11 1.17017937e-10 2.63251310e-10 3.26354036e-10
 3.07377827e-10]",[0.07789227 0.07952558 0.08034525 0.08150789 0.08372111],[0.82876063 1.35088284 1.5667222  1.47460033 1.45936698],[0.52444656 0.52309629 0.51825853 0.5113638  0.51286965],[0.33642039 0.3383568  0.34092267 0.34703531 0.3599315 ],[0.28663538 0.28362097 0.2837204  0.29136088 0.30706412],[2.7910614  2.76361077 2.74643559 2.69318743 2.73469581]
167,"[1.30747301e-11 5.69278550e-11 1.28098045e-10 1.64028270e-10
 1.64321578e-10]",[0.08678122 0.08751336 0.08692361 0.08459696 0.08674318],[0.73211856 1.25997539 1.53520597 1.4165249  1.36956428],[0.54503818 0.54113117 0.53759063 0.52817617 0.524902  ],[0.37756418 0.37015211 0.36555969 0.34789027 0.36046906],[0.30987346 0.29874003 0.29135028 0.26959182 0.28668669],[3.09182852 3.03653405 3.00001583 2.86655651 2.89073957]
168,"[1.64246722e-11 7.05981243e-11 1.54919918e-10 1.86734067e-10
 1.91495277e-10]",[0.09057556 0.09108704 0.08842321 0.07646481 0.06988379],[0.85800677 1.45303255 1.76568412 1.72390432 1.62290102],[0.55901263 0.5551862  0.54773942 0.53513766 0.52366313],[0.38287486 0.3792729  0.3696064  0.31942378 0.28197452],[0.31456556 0.3098511  0.30247811 0.26522826 0.2361427 ],[3.10975472 3.09508174 3.0514223  2.85159023 2.72759754]
169,"[2.78762629e-11 1.22801715e-10 2.74212067e-10 3.24620793e-10
 3.02890521e-10]",[0.07829318 0.07888768 0.07889548 0.07902261 0.07957172],[0.99753391 1.60964122 1.83559553 1.61385935 1.58063636],[0.53536985 0.53154602 0.52904211 0.51892811 0.51486075],[0.3282426  0.32662347 0.32617508 0.32228969 0.32358243],[0.27794388 0.27332057 0.26930249 0.25942514 0.26367734],[2.98741251 2.93421932 2.87990256 2.72565361 2.78875344]
170,"[1.22767059e-11 5.34525614e-11 1.19804421e-10 1.53501498e-10
 1.69206578e-10]",[0.08638329 0.08655751 0.08570909 0.08258405 0.08406058],[0.66593874 1.16591903 1.44868645 1.3880189  1.34758971],[0.53396112 0.5322437  0.5319886  0.524034   0.51867142],[0.38268095 0.36999758 0.36350893 0.34052671 0.35336551],[0.31355613 0.30131028 0.29391477 0.26641055 0.28289361],[2.93835348 2.91187557 2.89602557 2.79857665 2.79954375]
171,"[1.05707594e-11 4.26338181e-11 8.93194432e-11 9.53355497e-11
 1.08378607e-10]",[0.08149038 0.08203    0.0817145  0.08116079 0.08501882],[0.66035401 1.17423105 1.48908913 1.36709515 1.27505493],[0.54434415 0.54518757 0.54268234 0.53067006 0.52527259],[0.36296778 0.3525269  0.34858518 0.34522257 0.36283664],[0.30790076 0.30033122 0.29839102 0.29704837 0.30084976],[2.85534555 2.8112232  2.80861107 2.83833115 2.91323621]
172,"[7.95279386e-12 3.12243996e-11 6.54486605e-11 7.10652140e-11
 8.13644855e-11]",[0.12833879 0.13076387 0.12663218 0.11051104 0.10601723],[0.68643419 1.12423323 1.36635878 1.27366719 1.16913795],[0.56644681 0.5690448  0.56605138 0.55112472 0.53281612],[0.53119483 0.52043062 0.50523669 0.45555675 0.44911192],[0.43707983 0.42833895 0.41469992 0.37156624 0.37038441],[3.56271768 3.52711045 3.48395195 3.27238734 3.18724539]
173,"[1.00545345e-11 3.97436199e-11 8.31009551e-11 8.98718474e-11
 1.09800461e-10]",[0.11521814 0.11540201 0.11136476 0.09662665 0.09487824],[0.76022874 1.25886781 1.53501203 1.45329604 1.35590945],[0.56512155 0.56205909 0.55996876 0.54720442 0.53293498],[0.49635099 0.48216159 0.4675524  0.41737325 0.40993555],[0.41527392 0.4011527  0.38935019 0.35180747 0.34628677],[3.42337484 3.36739815 3.32578741 3.20891358 3.19167904]
174,"[9.29273318e-12 3.51627515e-11 7.34313911e-11 8.09141018e-11
 1.04674361e-10]",[0.08848993 0.08912072 0.08894743 0.08869931 0.0953323 ],[0.63758722 1.12270337 1.4251302  1.32195065 1.23401243],[0.54256008 0.54560795 0.54714912 0.53775009 0.52658142],[0.40139481 0.38916014 0.38604666 0.38475949 0.40783527],[0.34330125 0.33144375 0.32850384 0.32545172 0.33148541],[3.03459538 3.01046966 3.02579969 3.06778795 3.00276868]
175,"[1.07827087e-11 4.29388446e-11 9.14973093e-11 1.04910454e-10
 1.24911912e-10]",[0.11188946 0.11446615 0.11128316 0.09721901 0.09175009],[0.77049148 1.26448386 1.52687543 1.44126434 1.35757031],[0.55780077 0.5571166  0.55276041 0.53755421 0.52843533],[0.48437666 0.47882514 0.46707311 0.41513784 0.39130479],[0.39946078 0.39530926 0.38383602 0.34414251 0.32817191],[3.31440289 3.28538786 3.24348204 3.09119651 3.02221957]
176,"[7.85702480e-12 3.19671559e-11 6.63325625e-11 6.39230851e-11
 7.35413630e-11]",[0.08152607 0.08340401 0.08459944 0.0874363  0.09270417],[0.58506409 1.05227553 1.35634647 1.26413683 1.19875943],[0.54358017 0.54454361 0.54205394 0.53945293 0.53246082],[0.37280508 0.36430535 0.36681213 0.37583407 0.39476374],[0.31963771 0.31566536 0.31828691 0.32697437 0.32519286],[3.02043776 2.99159933 3.00669838 3.07186941 3.10826813]
177,"[8.45575260e-12 3.38581818e-11 6.95078459e-11 7.10098894e-11
 8.10030223e-11]",[0.08556427 0.08609358 0.08600532 0.08535788 0.08868783],[0.62947492 1.11771393 1.42508003 1.33819978 1.27761037],[0.5483154  0.54850799 0.54856337 0.54278563 0.53839905],[0.38606636 0.37367829 0.3714862  0.36827814 0.37825725],[0.31620595 0.31377844 0.31521053 0.30841302 0.30766388],[3.05261378 2.96746679 2.96578002 3.03706186 3.10779359]
