epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
218,"[7.26313119e-11 9.63211846e-11 1.00161986e-10 1.34366508e-10
 1.36540220e-10]",[0.0567753  0.05728731 0.06000498 0.06013653 0.05800069],[1.24620754 1.34617573 1.36127933 1.50762627 1.51727213],[0.52196272 0.51770273 0.5196228  0.51986409 0.51747969],[0.22290737 0.2254913  0.23978078 0.24002779 0.22914831],[0.19483396 0.20024632 0.21463396 0.21488086 0.20433633],[2.63134592 2.61734285 2.63138388 2.63179979 2.61874572]
219,"[6.02024554e-11 8.23667731e-11 9.39624088e-11 1.26267439e-10
 1.19562415e-10]",[0.05709019 0.05725305 0.05946185 0.0595857  0.05785711],[1.23560008 1.34751564 1.37819415 1.53027054 1.52977998],[0.52437746 0.52143457 0.52179881 0.52206319 0.52300007],[0.22559831 0.22571841 0.2364082  0.23660067 0.22825464],[0.20684022 0.20687497 0.2126793  0.21275976 0.20821186],[2.62555397 2.55871556 2.54849541 2.54873223 2.54939327]
220,"[8.96771392e-11 1.14948783e-10 1.14208361e-10 1.53099368e-10
 1.60742619e-10]",[0.05392818 0.05657067 0.06104002 0.06118459 0.05789006],[1.52198616 1.658161   1.65497011 1.82301141 1.85673762],[0.52692838 0.52728472 0.53029668 0.53004609 0.52870661],[0.20662467 0.21955104 0.24208724 0.24261486 0.22572451],[0.1831324  0.19137102 0.20838125 0.2086861  0.19574498],[2.59167176 2.61104511 2.65876126 2.65963607 2.62358416]
221,"[8.37529937e-11 9.99631619e-11 9.51865433e-11 1.27567180e-10
 1.37289402e-10]",[0.05087575 0.05357679 0.05773056 0.05787493 0.05485362],[1.39012571 1.45827301 1.4567711  1.61943258 1.63940326],[0.52288192 0.5218492  0.52563353 0.52543878 0.52353382],[0.19066901 0.2049911  0.22719409 0.2275736  0.21148238],[0.16870894 0.17995258 0.19880603 0.19913186 0.18505378],[2.51669733 2.55376688 2.6238059  2.62502278 2.57305295]
222,"[8.66863829e-11 1.33880688e-10 1.66387060e-10 2.23786075e-10
 2.00785568e-10]",[0.06003557 0.05903003 0.0595193  0.05958087 0.05909635],[1.30139923 1.50405739 1.61781    1.76501824 1.7077045 ],[0.5197222  0.51803901 0.52049888 0.52050695 0.51775686],[0.23917414 0.23270792 0.23424973 0.23429963 0.23242323],[0.21007877 0.20271976 0.20054198 0.20051725 0.20162566],[2.54027936 2.47357524 2.4379811  2.43770713 2.45854166]
223,"[8.33818974e-11 1.06984544e-10 1.16950837e-10 1.57104471e-10
 1.52658498e-10]",[0.0620022  0.06444762 0.06660906 0.06670576 0.06529758],[1.26816093 1.36795551 1.41985277 1.55508365 1.53251374],[0.5194762  0.51773733 0.52208905 0.52234554 0.52017257],[0.24765419 0.26101041 0.27248175 0.27264518 0.26518791],[0.21488367 0.22550277 0.23247959 0.23253825 0.22849526],[2.69465747 2.70118952 2.71337316 2.713565   2.7047634 ]
224,"[7.44154384e-11 9.99431783e-11 1.06275351e-10 1.42621912e-10
 1.42558999e-10]",[0.05965926 0.0604859  0.06257815 0.06269194 0.06110851],[1.20726465 1.32794312 1.36517921 1.50558942 1.49831093],[0.51907407 0.51742883 0.51750065 0.51721009 0.51506267],[0.23762025 0.24170469 0.25284344 0.25309104 0.24451159],[0.20677773 0.21316632 0.22416347 0.22440408 0.21580297],[2.62921579 2.63215438 2.65060843 2.65098892 2.63648938]
225,"[1.06340305e-10 1.59329153e-10 1.86640622e-10 2.50778031e-10
 2.34985667e-10]",[0.05424156 0.05291111 0.05247646 0.05251279 0.05271143],[1.47275911 1.68933972 1.82479682 2.00102455 1.92332291],[0.52098677 0.518023   0.51724591 0.51778117 0.51798049],[0.20576081 0.19843046 0.1966444  0.19665421 0.19739726],[0.17715967 0.16832943 0.16431856 0.16430876 0.16650484],[2.71720665 2.71574343 2.72444253 2.72462186 2.71761777]
226,"[9.71717041e-11 1.25859514e-10 1.26360100e-10 1.69412532e-10
 1.76605980e-10]",[0.05552674 0.05775203 0.06151705 0.06164363 0.0588684 ],[1.3981155  1.52324039 1.53254542 1.68213302 1.70136473],[0.52338156 0.51899494 0.52056617 0.52034088 0.52028528],[0.21649486 0.22764484 0.2470147  0.24728121 0.23313115],[0.19706035 0.20497084 0.21728394 0.21746572 0.20863635],[2.59115659 2.65015579 2.72917867 2.73039498 2.67412346]
227,"[1.77279510e-10 2.38097229e-10 2.81804169e-10 3.79028238e-10
 3.47773013e-10]",[0.04518616 0.04642114 0.04582534 0.04582443 0.04645044],[2.13270981 2.37941738 2.56813463 2.80363819 2.68740152],[0.5250683  0.52322206 0.52443488 0.52446828 0.52268007],[0.16181135 0.16729929 0.1642049  0.16416532 0.16706601],[0.13805456 0.14284079 0.14243478 0.1423424  0.14338317],[2.41465074 2.54156531 2.65204167 2.65327504 2.58100958]
228,"[1.02704074e-10 1.31229555e-10 1.30278780e-10 1.74643882e-10
 1.83404195e-10]",[0.05374487 0.05578233 0.05944777 0.05956971 0.05685015],[1.40434729 1.5213687  1.53144058 1.68318845 1.70047125],[0.51986364 0.51764254 0.52073576 0.52074693 0.51789085],[0.20484071 0.21460154 0.2326946  0.23303606 0.21970555],[0.17449827 0.18350483 0.19720046 0.19745042 0.18747567],[2.57266392 2.62079613 2.67517876 2.67594732 2.63816637]
229,"[1.61652168e-10 1.71643706e-10 1.63834856e-10 2.19875945e-10
 2.31759386e-10]",[0.05289365 0.06105404 0.06660573 0.06668946 0.0634421 ],[1.95227593 1.87983112 1.78832938 1.93466382 2.00881643],[0.52514314 0.52031539 0.51854694 0.51853194 0.51775263],[0.18710108 0.21977205 0.24282258 0.24314024 0.22951694],[0.15188264 0.17922003 0.19253935 0.19256601 0.18607799],[2.62512427 2.7166683  2.78229116 2.78295932 2.74147114]
230,"[3.25390772e-10 4.28431882e-10 4.10633187e-10 5.49847923e-10
 5.96854576e-10]",[0.03579311 0.03688132 0.03904081 0.03909391 0.03745738],[3.089752   3.36053567 3.29605754 3.5851612  3.69333635],[0.53474674 0.53269837 0.53489738 0.53512681 0.53158097],[0.11684251 0.11951337 0.12872866 0.12898557 0.12153504],[0.09729    0.10064506 0.10930889 0.10948188 0.1033357 ],[2.54160964 2.56505446 2.61859915 2.61961956 2.57890266]
231,"[6.63513121e-11 8.93488358e-11 9.87754718e-11 1.32665197e-10
 1.28560030e-10]",[0.06240948 0.06474475 0.06722731 0.06734707 0.06565364],[1.19104753 1.3118175  1.36502785 1.50213877 1.48194996],[0.52144338 0.52030519 0.52193809 0.52194387 0.52037402],[0.25181838 0.26266989 0.27356819 0.27370148 0.26635453],[0.21400117 0.22180081 0.22762795 0.22772424 0.22396384],[2.66007812 2.69733958 2.72886222 2.729241   2.70845377]
232,"[8.12321449e-11 9.97860007e-11 9.81126569e-11 1.31545805e-10
 1.38470244e-10]",[0.06309039 0.06725425 0.0722198  0.07238513 0.06890505],[1.25937658 1.35227106 1.35360252 1.48179235 1.50149413],[0.51782189 0.51813402 0.52437162 0.52437304 0.51702674],[0.25634794 0.2776451  0.30263215 0.30289608 0.28540628],[0.22638222 0.23993643 0.25650837 0.25675563 0.24487442],[2.65035221 2.70755152 2.77974706 2.78086821 2.72953483]
233,"[7.31855546e-11 9.06989039e-11 9.16791393e-11 1.22986202e-10
 1.26720935e-10]",[0.06534433 0.06986482 0.07419296 0.07434935 0.07144636],[1.22829936 1.29550448 1.29246471 1.41552506 1.43472967],[0.51783768 0.51851786 0.52059135 0.52059896 0.51757762],[0.26716105 0.28947468 0.31142439 0.31171267 0.29709919],[0.22637142 0.24137135 0.25906209 0.25934304 0.24631985],[2.7095928  2.77183664 2.82338674 2.82397919 2.79029389]
234,"[8.04380189e-11 1.10669759e-10 1.24274548e-10 1.66938881e-10
 1.60186743e-10]",[0.05970139 0.06099077 0.06219299 0.06227187 0.06147123],[1.22550698 1.35540666 1.43072646 1.57146692 1.53266265],[0.51691503 0.51547346 0.5189085  0.51867536 0.51786617],[0.23809014 0.24335115 0.24677111 0.24679795 0.24453957],[0.20779089 0.20904694 0.21172348 0.21179948 0.2092192 ],[2.62134874 2.63625633 2.65991067 2.66028452 2.64325836]
235,"[8.35789694e-11 1.06985009e-10 1.09885562e-10 1.47417570e-10
 1.50601590e-10]",[0.06396654 0.06880485 0.07346011 0.07360509 0.0704632 ],[1.25854683 1.34193442 1.34917321 1.46982888 1.48325734],[0.51775629 0.517106   0.52076014 0.52074273 0.51863853],[0.25951564 0.28390879 0.30709595 0.30727979 0.29153104],[0.21980068 0.23820477 0.25839498 0.25869097 0.24455995],[2.71346952 2.78967031 2.85436785 2.85515474 2.81239368]
236,"[9.42557801e-11 1.23507574e-10 1.32231898e-10 1.77520145e-10
 1.75903009e-10]",[0.06265071 0.06694064 0.07085674 0.07097308 0.06836853],[1.31246245 1.41357416 1.44172524 1.56501506 1.56389362],[0.51672652 0.51402012 0.51588339 0.51617736 0.51430921],[0.24887297 0.26923196 0.29040711 0.29084951 0.27630578],[0.19962236 0.21445202 0.23455136 0.2348326  0.2199413 ],[2.74740741 2.81922174 2.85657556 2.85677656 2.83589827]
237,"[1.06855125e-10 1.43742468e-10 1.50788778e-10 2.02294714e-10
 2.04486956e-10]",[0.05667245 0.05851705 0.06151588 0.06161813 0.05942484],[1.41542785 1.54374068 1.56712317 1.71025716 1.71757041],[0.51932181 0.5192031  0.51929353 0.51929556 0.51980444],[0.22056199 0.22952753 0.24537708 0.24560849 0.23428859],[0.19581129 0.20232617 0.21564041 0.21584188 0.20657116],[2.62594709 2.68545902 2.75747517 2.75855464 2.70783708]
238,"[9.99047130e-11 1.38959463e-10 1.50702169e-10 2.02270696e-10
 1.99864527e-10]",[0.06437178 0.06532979 0.06650789 0.06658189 0.06575037],[1.41788147 1.57060958 1.63826302 1.7788419  1.74897901],[0.52271121 0.52352371 0.52456625 0.5245787  0.5235152 ],[0.25114203 0.25495784 0.26217818 0.2622824  0.2564822 ],[0.20659545 0.20658428 0.21093133 0.21101877 0.2073797 ],[2.73898254 2.75841015 2.77883637 2.77910985 2.76507332]
239,"[7.79794627e-11 1.14125436e-10 1.34576554e-10 1.80877034e-10
 1.68156018e-10]",[0.067155   0.06722369 0.06722823 0.06729127 0.06730141],[1.22120612 1.38631775 1.47555365 1.60759869 1.5619357 ],[0.51967189 0.51859115 0.52151135 0.52151583 0.51912813],[0.27551713 0.27455245 0.27479238 0.27489638 0.27450798],[0.23945791 0.23741939 0.23583144 0.23584745 0.23695444],[2.69283555 2.70881262 2.71545304 2.71547948 2.71198038]
240,"[1.93473299e-10 2.84355495e-10 3.08455709e-10 4.13826568e-10
 4.11519599e-10]",[0.04403422 0.04432072 0.04642907 0.04649248 0.04482836],[1.87514941 2.11945672 2.16706842 2.35308449 2.3602497 ],[0.5182653  0.51780546 0.51665684 0.51638599 0.51897068],[0.15759377 0.15857399 0.16857403 0.16878504 0.16062305],[0.14484556 0.14750727 0.15797902 0.15819661 0.14997382],[2.60890905 2.61890674 2.63630841 2.63661856 2.62378836]
241,"[8.51081685e-11 1.20344865e-10 1.33042583e-10 1.78618672e-10
 1.74135181e-10]",[0.06097848 0.06023555 0.06004387 0.06010321 0.06016967],[1.25004557 1.40212491 1.4753658  1.62055995 1.58452843],[0.51429554 0.51478466 0.51643858 0.51669568 0.51269704],[0.24486614 0.24053084 0.23921959 0.23919995 0.23972876],[0.21417916 0.21333089 0.2129115  0.212937   0.2128626 ],[2.66109636 2.65954643 2.65530117 2.65522497 2.65842414]
242,"[1.14549808e-10 1.82283346e-10 2.27401273e-10 3.05814708e-10
 2.74418919e-10]",[0.05482074 0.0530563  0.0527129  0.05274671 0.05283632],[1.41668556 1.66112611 1.81223582 1.97316294 1.88921454],[0.51306461 0.51202368 0.5145997  0.51460901 0.51337481],[0.21209407 0.2028276  0.20080015 0.2007886  0.20142509],[0.19150373 0.18481055 0.1795765  0.17953867 0.1830147 ],[2.55881912 2.54234205 2.53001551 2.52987244 2.53786677]
243,"[1.46468554e-10 2.24503773e-10 2.61082714e-10 3.50690895e-10
 3.31338210e-10]",[0.05261972 0.05170257 0.05186479 0.05189991 0.0516722 ],[1.61345768 1.86888447 1.98924172 2.1570159  2.09934511],[0.51558443 0.51364562 0.51634013 0.51633957 0.51452898],[0.19980964 0.19480614 0.19549842 0.19552367 0.1944915 ],[0.18027195 0.17830915 0.17925842 0.17928657 0.17852652],[2.64053665 2.64666364 2.65530197 2.65542709 2.64936959]
244,"[1.42450967e-10 2.14557327e-10 2.44444388e-10 3.28240726e-10
 3.14647363e-10]",[0.05051682 0.04996776 0.05080761 0.05085599 0.05012534],[1.53286425 1.75063602 1.84421654 2.00718657 1.96754002],[0.51004278 0.51114878 0.51352851 0.51352507 0.51167096],[0.19030243 0.1869741  0.19085302 0.19095037 0.18743536],[0.1739424  0.1677669  0.16742183 0.16746401 0.16693176],[2.62253267 2.6161042  2.61963938 2.61976749 2.61615848]
245,"[1.93171772e-10 2.74560637e-10 2.94021158e-10 3.94452564e-10
 3.94801535e-10]",[0.04386894 0.04468279 0.04729814 0.04736941 0.04535937],[1.75528211 1.94406623 1.97026675 2.14008767 2.15757493],[0.51084486 0.50710584 0.5114386  0.51122187 0.50886792],[0.15732029 0.16107617 0.17314585 0.17338773 0.16397383],[0.14544792 0.148406   0.15636931 0.15651489 0.15032518],[2.53781368 2.55439321 2.57808009 2.57844339 2.56157314]
246,"[2.92723394e-10 4.42559238e-10 4.80128898e-10 6.44006848e-10
 6.42409572e-10]",[0.03663948 0.03644841 0.03808514 0.03813287 0.03679297],[2.12928853 2.45459005 2.5286049  2.74163298 2.73909622],[0.51071566 0.50778853 0.50695346 0.50696475 0.50609428],[0.12539949 0.12392165 0.13050361 0.13061966 0.12525528],[0.12267915 0.12227464 0.12707935 0.12716416 0.12332093],[2.39790861 2.42423524 2.47010615 2.47088456 2.43728276]
247,"[1.06799189e-10 1.48450274e-10 1.60567267e-10 2.15500921e-10
 2.13377031e-10]",[0.05386291 0.05493058 0.05694882 0.05702905 0.05553487],[1.36069891 1.50601699 1.56095044 1.70964442 1.69186293],[0.51132505 0.50944032 0.50967879 0.50969696 0.50726048],[0.2078211  0.21327079 0.22317054 0.22331018 0.21591993],[0.18925364 0.19516198 0.20455811 0.20468288 0.1978328 ],[2.5749221  2.61646056 2.66708649 2.66784535 2.63213663]
248,"[1.54476220e-10 2.08448350e-10 2.25654465e-10 3.02935582e-10
 2.98637015e-10]",[0.05335734 0.05586775 0.05804058 0.05809968 0.05666329],[1.52573834 1.65027565 1.7019024  1.83964579 1.82152473],[0.51271405 0.50973977 0.51761099 0.51734737 0.51222877],[0.20245089 0.2140156  0.22470352 0.22486155 0.2176355 ],[0.17948873 0.1894062  0.1980163  0.19814811 0.19253968],[2.58663237 2.64992747 2.69827193 2.6988068  2.66762632]
249,"[1.36145350e-10 1.96176326e-10 2.34036865e-10 3.14665767e-10
 2.89341117e-10]",[0.05057392 0.05070259 0.05059227 0.05061697 0.05072197],[1.46440355 1.62182058 1.73930034 1.89756361 1.82817058],[0.51184561 0.50358898 0.50600404 0.50628937 0.50432488],[0.19016531 0.19083434 0.1901843  0.19012036 0.19079326],[0.17119522 0.17398715 0.17265832 0.17260421 0.17399422],[2.53196091 2.54791035 2.53611078 2.53575486 2.54697738]
250,"[1.54684268e-10 2.00058954e-10 2.14060878e-10 2.87405348e-10
 2.84431484e-10]",[0.05614946 0.05980545 0.06202637 0.06207982 0.06076255],[1.48564239 1.54561015 1.56702524 1.68876974 1.68578007],[0.51336841 0.51016285 0.51416619 0.5138971  0.51305998],[0.21665245 0.23542183 0.24619315 0.24621765 0.24013223],[0.18248089 0.19601979 0.20313532 0.20313708 0.19946263],[2.66631372 2.69699375 2.70758307 2.70756327 2.7027385 ]
251,"[1.42077265e-10 2.07528933e-10 2.40539421e-10 3.23186486e-10
 3.04525805e-10]",[0.05464741 0.05639409 0.057658   0.05770231 0.05689601],[1.53025768 1.68931205 1.76020758 1.89932879 1.87085018],[0.51255015 0.51056856 0.50730455 0.50730383 0.50857109],[0.21144765 0.21990189 0.22638506 0.22644914 0.2224248 ],[0.19367752 0.20031328 0.20283287 0.20284206 0.2015635 ],[2.62921398 2.66006531 2.65588107 2.65558331 2.66222764]
252,"[2.00897527e-10 2.97051271e-10 3.38642834e-10 4.54797930e-10
 4.34844014e-10]",[0.04850391 0.04852015 0.04931142 0.04934671 0.04871798],[1.70276437 1.92445873 2.03355923 2.19258757 2.14055027],[0.51134342 0.50974047 0.51193869 0.51190532 0.50901451],[0.17929232 0.17922556 0.1829732  0.18304171 0.18015171],[0.16403074 0.16387802 0.16616979 0.16623254 0.16450325],[2.53524073 2.56180253 2.5857709  2.58608651 2.56996758]
253,"[2.00432598e-10 2.82807415e-10 2.94695860e-10 3.95137394e-10
 4.04002083e-10]",[0.0410499  0.04226368 0.04518358 0.04525853 0.04303904],[1.84705978 2.04710686 2.05119078 2.23456606 2.27345828],[0.51325641 0.50733612 0.50950638 0.50975492 0.50622972],[0.14466966 0.14989566 0.1636603  0.16394308 0.153414  ],[0.13622876 0.1409407  0.15373892 0.15397768 0.14408507],[2.50899663 2.54005582 2.58147495 2.58211771 2.55261769]
254,"[2.52899433e-10 3.14928748e-10 3.33007439e-10 4.47146318e-10
 4.44464662e-10]",[0.04351177 0.04680397 0.04922103 0.04926231 0.04775672],[1.85825096 1.92049533 1.94735029 2.10086634 2.09647768],[0.50972137 0.51002037 0.51162574 0.51134095 0.50887327],[0.15465971 0.16983617 0.18157278 0.18170871 0.17433544],[0.13569667 0.14835995 0.15773412 0.1578004  0.1520767 ],[2.48310238 2.53182417 2.5394672  2.53925191 2.53901675]
255,"[1.98890924e-10 2.69589150e-10 2.99913256e-10 4.02845745e-10
 3.88734951e-10]",[0.05166366 0.05369454 0.05467765 0.05470558 0.05416869],[1.65547026 1.76032324 1.81459924 1.95020757 1.92621429],[0.50639983 0.50313925 0.5070339  0.50752588 0.50426132],[0.19578396 0.20574866 0.21058394 0.21059079 0.20824747],[0.17920276 0.18841867 0.19075973 0.19074823 0.19023987],[2.59742113 2.61778764 2.61743066 2.61727035 2.61992829]
256,"[2.38444034e-10 3.38675184e-10 3.81532556e-10 5.12423306e-10
 4.92324840e-10]",[0.04055703 0.0414372  0.04307828 0.04312037 0.04191541],[1.88613625 2.07698848 2.13279891 2.31150655 2.30456642],[0.50765895 0.50688251 0.50764182 0.50791519 0.50795115],[0.14163303 0.14553933 0.15334952 0.15346869 0.14777455],[0.1308818  0.133811   0.13763446 0.13767824 0.13532506],[2.42258336 2.45752232 2.47474417 2.47481264 2.46550873]
257,"[2.14641978e-10 3.00155299e-10 3.34595829e-10 4.49337719e-10
 4.34561425e-10]",[0.04675692 0.04821764 0.04957971 0.04961622 0.04870093],[1.78827104 1.93796864 1.98869756 2.14368311 2.13155631],[0.51068656 0.50879502 0.51121025 0.51148895 0.50961187],[0.17109337 0.17804941 0.18464815 0.18475841 0.18053273],[0.15724836 0.1623443  0.16791297 0.1679884  0.16456774],[2.50709228 2.52153896 2.51706061 2.51686772 2.52203202]
258,"[2.18260529e-10 2.85536851e-10 2.85187267e-10 3.82270901e-10
 4.00743427e-10]",[0.04181309 0.04339408 0.04578921 0.04585014 0.04410046],[1.772664   1.88706595 1.88129919 2.05040082 2.08083146],[0.50445215 0.50221494 0.50227493 0.50199655 0.50248491],[0.14815264 0.15530945 0.16654329 0.1667183  0.15824588],[0.13837415 0.14534031 0.15488398 0.15503595 0.14805436],[2.40332392 2.43013619 2.45717379 2.45755172 2.43898627]
259,"[2.80259179e-10 3.64414389e-10 3.67771905e-10 4.93116563e-10
 5.12139732e-10]",[0.0406578  0.0443134  0.04864545 0.0487272  0.04567744],[2.05472465 2.16263423 2.11862812 2.27733089 2.34398766],[0.50879263 0.51069857 0.51551306 0.51551305 0.51255866],[0.14304301 0.15939218 0.18017363 0.18048177 0.16564047],[0.13369966 0.14876243 0.16755181 0.16782548 0.15442123],[2.43393087 2.49580056 2.5643034  2.56529546 2.51766013]
260,"[3.19337555e-10 4.58039775e-10 5.08395504e-10 6.82540701e-10
 6.64397003e-10]",[0.03807536 0.03805818 0.03883582 0.03886252 0.038237  ],[2.04676923 2.26170279 2.34420794 2.53399845 2.5049797 ],[0.50497752 0.50473253 0.50794549 0.50825317 0.50738845],[0.13072276 0.13071543 0.1341413  0.13420317 0.13141492],[0.12203887 0.12186597 0.12602989 0.12609875 0.12308116],[2.39511779 2.38798917 2.37607513 2.37587884 2.38456078]
261,"[3.30256806e-10 4.64494010e-10 4.82821394e-10 6.47361967e-10
 6.62966061e-10]",[0.03356031 0.03338404 0.03514281 0.03519281 0.0337452 ],[2.16729594 2.44109097 2.48901482 2.71357237 2.72693329],[0.50791323 0.50539344 0.50734192 0.50734209 0.50583001],[0.11198957 0.11112087 0.11835453 0.11852423 0.11256702],[0.10689701 0.10636096 0.1119168  0.11204828 0.10746032],[2.36576595 2.3870179  2.42747694 2.42816973 2.39824572]
262,"[6.18919941e-10 7.49247454e-10 6.97758348e-10 9.34481859e-10
 1.02656772e-09]",[0.03812024 0.04088983 0.04425684 0.04431591 0.04193206],[2.93838787 2.91615207 2.74670666 2.90427912 3.05259624],[0.5125951  0.51111972 0.51235978 0.51229631 0.51068609],[0.12992889 0.14199066 0.15757768 0.15781101 0.14671435],[0.11875211 0.1296129  0.14317979 0.14338564 0.13332348],[2.35118375 2.44506272 2.52250174 2.52340518 2.47261068]
263,"[2.06693368e-10 2.53285648e-10 2.39289081e-10 3.20539235e-10
 3.48586315e-10]",[0.04162366 0.04496092 0.0497725  0.04987742 0.04639015],[1.77981525 1.84892199 1.80764012 1.96995925 2.02789997],[0.51016621 0.50985316 0.51510617 0.51510638 0.50836685],[0.14630093 0.16186741 0.18549909 0.18589422 0.16869469],[0.1334899  0.14759656 0.16785026 0.16818032 0.15354348],[2.39617039 2.48207607 2.58171601 2.58318507 2.51333549]
264,"[1.39648747e-10 1.93164023e-10 2.07711047e-10 2.78748666e-10
 2.77142988e-10]",[0.0505225  0.05283076 0.05603323 0.05611862 0.05382133],[1.56377216 1.69406207 1.69930826 1.84586722 1.87119354],[0.5143394  0.51441804 0.51294635 0.51352334 0.51348246],[0.18982917 0.20126122 0.21797794 0.21819641 0.20609624],[0.17277388 0.18305392 0.19410444 0.19424857 0.18660794],[2.60693057 2.60482033 2.60890366 2.60900757 2.60553255]
265,"[1.99444498e-10 2.61970893e-10 2.67193049e-10 3.58310526e-10
 3.69431844e-10]",[0.04366421 0.0460763  0.04941033 0.04948709 0.04709036],[1.77374688 1.91393407 1.92180051 2.08797494 2.11300145],[0.51113652 0.51130134 0.51397473 0.5139791  0.51338639],[0.15578905 0.16742927 0.1836806  0.18395453 0.17218228],[0.14097685 0.15156715 0.16287948 0.16309678 0.15540784],[2.48995553 2.52683273 2.55657151 2.55690681 2.53758327]
266,"[2.16813603e-10 3.07757709e-10 3.34782608e-10 4.49296505e-10
 4.43953882e-10]",[0.04032642 0.04047822 0.04215919 0.04221021 0.04087778],[1.88551636 2.11884657 2.19316546 2.39170597 2.37473847],[0.51433698 0.50961734 0.51186894 0.5121375  0.50977764],[0.14061248 0.1413215  0.14924107 0.14944292 0.14315299],[0.12723635 0.12753158 0.136271   0.13645062 0.12966303],[2.45100821 2.46862299 2.4792736  2.47935536 2.47298052]
267,"[1.89566925e-10 2.63901785e-10 2.89160730e-10 3.88194142e-10
 3.80449277e-10]",[0.04236395 0.04372159 0.04666051 0.04673273 0.04454494],[1.73152894 1.90491712 1.97020588 2.14429203 2.12863553],[0.50919438 0.5100476  0.51148159 0.51173319 0.51176698],[0.14979124 0.15578209 0.16947016 0.16971975 0.15942338],[0.13189383 0.13570236 0.14685795 0.14704574 0.13853939],[2.50407505 2.52013067 2.5344567  2.53462609 2.52520143]
268,"[1.59002944e-10 2.38315112e-10 2.76108558e-10 3.70903246e-10
 3.50618559e-10]",[0.04447487 0.04404668 0.04519632 0.04524423 0.04428435],[1.63672069 1.87883975 1.98865352 2.17327357 2.12647937],[0.50966914 0.51008605 0.51318603 0.51320018 0.5102109 ],[0.16058572 0.15843481 0.16353224 0.16366816 0.15951786],[0.14867511 0.1476025  0.15227115 0.1523626  0.14860392],[2.40763736 2.40596113 2.41552362 2.41574068 2.40790642]
269,"[1.91131448e-10 2.86045147e-10 3.37023757e-10 4.52897233e-10
 4.22375691e-10]",[0.04613418 0.04524991 0.04477657 0.04478993 0.04506824],[1.68184837 1.91272834 2.04712708 2.22376213 2.15003533],[0.51189832 0.50838502 0.50933542 0.50934706 0.51020177],[0.16775484 0.16361455 0.16156905 0.16153557 0.16260988],[0.1524231  0.15309014 0.1527077  0.15268798 0.15304788],[2.53813065 2.52498731 2.49257811 2.4919866  2.51635501]
270,"[2.75428087e-10 3.69673291e-10 3.89230708e-10 5.22239193e-10
 5.26160826e-10]",[0.04092257 0.04244178 0.04488519 0.04494057 0.04315906],[1.88946873 2.07213081 2.12945803 2.29935664 2.28858352],[0.50209099 0.50434725 0.50719717 0.50746438 0.50579927],[0.14407356 0.15080642 0.16221521 0.16242705 0.15412057],[0.12838847 0.13439244 0.1445243  0.1447112  0.13727477],[2.3775518  2.40680257 2.43031135 2.43056582 2.41543405]
271,"[2.50573127e-10 3.36063422e-10 3.41533590e-10 4.57878628e-10
 4.74776459e-10]",[0.04212547 0.04393755 0.04657641 0.04663772 0.04471912],[1.90382095 2.02784452 2.00751354 2.17092589 2.21622022],[0.50880999 0.50542789 0.51003862 0.50976209 0.50541729],[0.14910837 0.15731099 0.17007599 0.17021552 0.16106381],[0.13937127 0.14690026 0.15702479 0.15715702 0.14983124],[2.54059059 2.57854618 2.60203029 2.60224568 2.58779049]
272,"[3.13530332e-10 4.12884913e-10 4.18407614e-10 5.60995967e-10
 5.81664735e-10]",[0.03645386 0.03880983 0.04207365 0.04213901 0.03978854],[2.12558755 2.28568768 2.2900681  2.47707971 2.51089553],[0.50591006 0.50400626 0.50777726 0.50781809 0.50535083],[0.12430749 0.13411297 0.14878689 0.149007   0.13855365],[0.11885318 0.12826281 0.14030226 0.14049707 0.13207458],[2.42950154 2.49275517 2.54202959 2.54256555 2.51092285]
273,"[3.67739265e-10 5.06674209e-10 5.09361611e-10 6.82539558e-10
 7.16526342e-10]",[0.03468687 0.03492108 0.03716075 0.03721937 0.03542148],[2.20710176 2.39413293 2.38363173 2.58274117 2.63201233],[0.50538098 0.50206371 0.50207115 0.50248217 0.50456083],[0.11694076 0.11771466 0.12694476 0.12714604 0.11980083],[0.11138479 0.11265218 0.1216265  0.12180048 0.11484558],[2.31247272 2.3262428  2.36323669 2.36391658 2.33590906]
274,"[4.60581463e-10 6.18706451e-10 6.20737805e-10 8.31934010e-10
 8.71961541e-10]",[0.03105338 0.03226538 0.03463016 0.03468042 0.03290672],[2.55594291 2.7869827  2.76347534 2.98799597 3.05683688],[0.50668821 0.5078074  0.5076794  0.50745747 0.50913469],[0.10151297 0.10626407 0.1157427  0.11593038 0.10867633],[0.09452675 0.09891599 0.10612965 0.10623427 0.10088774],[2.24749788 2.28785284 2.32587764 2.32637416 2.30066094]
275,"[4.09333916e-10 5.06324724e-10 4.87011203e-10 6.52586898e-10
 7.00180306e-10]",[0.03248908 0.03489773 0.0388063  0.03888212 0.03601816],[2.37743555 2.49493186 2.42298298 2.62067345 2.71646513],[0.50383647 0.50555416 0.50636354 0.50611294 0.5036171 ],[0.10810629 0.11761029 0.13414029 0.13443    0.12222793],[0.10206851 0.11210213 0.12757227 0.12784729 0.11667251],[2.32804573 2.39951323 2.42917443 2.42919447 2.41468231]
