epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
448,"[1.13088779e-10 2.22847683e-10 2.22153014e-10 2.04200241e-10
 2.25812230e-10]",[0.12483513 0.12499692 0.12406575 0.11735983 0.10851362],[1.5909128  1.75236476 1.76651774 1.80378911 1.84122624],[0.57408226 0.57477132 0.57566579 0.5721008  0.56813668],[0.51440178 0.51415062 0.51103535 0.49134156 0.45982456],[0.45115448 0.45089629 0.44904824 0.43031443 0.39624136],[3.45026862 3.45144213 3.45756918 3.43594469 3.33065318]
449,"[1.04159535e-10 2.04674361e-10 1.99620898e-10 1.61062242e-10
 1.52440365e-10]",[0.138696   0.13903548 0.13896633 0.13569361 0.12767446],[1.52054535 1.65888138 1.6638774  1.66830194 1.69770652],[0.57780659 0.57758062 0.57916563 0.58086849 0.57937881],[0.54862149 0.54843243 0.54814362 0.54067246 0.52189872],[0.48991715 0.48985046 0.48923893 0.48076968 0.46253598],[3.56085127 3.56165322 3.56668399 3.57617365 3.54953212]
450,"[8.74239943e-11 1.72278141e-10 1.71309222e-10 1.49532747e-10
 1.49898988e-10]",[0.14089782 0.14116179 0.14013037 0.13357841 0.12461863],[1.46750436 1.6167945  1.62929917 1.6587735  1.69880474],[0.57767236 0.57766951 0.57717864 0.57836711 0.57477253],[0.55481428 0.55425475 0.551992   0.53764137 0.51570185],[0.49417194 0.49388469 0.49262708 0.47906471 0.4567946 ],[3.58464387 3.58471253 3.58414372 3.56436682 3.51869231]
451,"[1.06386979e-10 2.09793447e-10 2.09606929e-10 1.86425477e-10
 1.89432070e-10]",[0.13664758 0.13672301 0.13500301 0.12653748 0.11762821],[1.52913731 1.67166118 1.69202799 1.74231519 1.76858663],[0.57522439 0.57522179 0.57534599 0.57669619 0.57237007],[0.54587765 0.54550181 0.5413806  0.51743496 0.49137947],[0.48417954 0.48370107 0.48004355 0.45936566 0.43060895],[3.56305371 3.56266315 3.55885906 3.52206878 3.45615207]
452,"[1.34892716e-10 2.66870460e-10 2.71884617e-10 2.51814626e-10
 2.49769209e-10]",[0.12039679 0.12019251 0.11739119 0.10701017 0.09949547],[1.69722518 1.86107091 1.89990882 1.9971089  2.02511625],[0.57610943 0.57634411 0.57655761 0.57522893 0.57002365],[0.50346447 0.50233217 0.49409597 0.45920046 0.42970431],[0.44266219 0.44158361 0.43382699 0.40076803 0.37196301],[3.53024035 3.52847849 3.51626334 3.46337929 3.41234318]
453,"[1.45355984e-10 2.84720076e-10 2.79340329e-10 3.40796607e-10
 5.91761031e-10]",[0.12413761 0.12469385 0.12523691 0.10341943 0.07518696],[1.67872675 1.81509192 1.81121873 2.15183114 2.85634793],[0.57190588 0.5721519  0.5719086  0.57463692 0.5703265 ],[0.50519164 0.50558957 0.50702216 0.4231916  0.28813853],[0.43641721 0.4369315  0.43625357 0.35539975 0.23746241],[3.50337701 3.50522083 3.5135882  3.44990126 3.20861671]
454,"[1.09528061e-10 2.15524721e-10 2.12319543e-10 1.79986295e-10
 1.79102121e-10]",[0.13711908 0.13741691 0.13721528 0.13400568 0.12762977],[1.52754255 1.66416804 1.67154046 1.68486794 1.71756408],[0.57465819 0.57487871 0.57555318 0.57850714 0.57463464],[0.54688722 0.54704178 0.54591091 0.53668918 0.51863433],[0.48304928 0.48297509 0.48255231 0.47206107 0.44895968],[3.58044197 3.58099856 3.58423426 3.58757361 3.56942357]
455,"[1.37931431e-10 2.72545754e-10 2.79813879e-10 3.28677321e-10
 4.78887788e-10]",[0.12316896 0.12332592 0.12200419 0.10646152 0.08793326],[1.65578083 1.80469388 1.83450812 2.08318032 2.45105507],[0.57364536 0.57346673 0.57322688 0.57331546 0.56971423],[0.50743495 0.507556   0.50329184 0.45275117 0.37262421],[0.44747536 0.44704453 0.4410293  0.38901336 0.31529437],[3.52490425 3.52625634 3.53113232 3.47841885 3.33511386]
456,"[1.89813061e-10 3.75175787e-10 3.82406546e-10 3.90530623e-10
 4.72495174e-10]",[0.10942239 0.10965803 0.10996258 0.10650709 0.09859184],[1.91762042 2.07887618 2.09201709 2.16725548 2.29895717],[0.57042898 0.57086745 0.57198537 0.57013001 0.57086952],[0.46106351 0.46118715 0.46085341 0.44597126 0.41625606],[0.38992943 0.38998192 0.38840542 0.37257309 0.3446729 ],[3.41631807 3.42051014 3.4452484  3.48296024 3.42846902]
457,"[1.10708059e-10 2.18392754e-10 2.18860896e-10 1.98843033e-10
 2.08149792e-10]",[0.09623776 0.09622714 0.09480324 0.0908077  0.0906759 ],[1.61191181 1.84993837 1.86230207 1.82205356 1.74719718],[0.55819785 0.55842462 0.55716587 0.55461448 0.54653891],[0.41757206 0.41655931 0.41070575 0.3921056  0.39094918],[0.35892792 0.35812567 0.35230051 0.33519286 0.33512006],[3.14074274 3.14035908 3.13855782 3.13085853 3.10320192]
458,"[2.41894634e-10 4.72476509e-10 4.43232727e-10 3.19324971e-10
 3.11133330e-10]",[0.07228416 0.07252604 0.07369769 0.07866005 0.08113699],[2.22868535 2.50922001 2.45814961 2.19580652 2.05696166],[0.55055329 0.55100335 0.55150171 0.5503595  0.55118178],[0.29525478 0.29643372 0.30227854 0.32624799 0.336088  ],[0.26087777 0.26168271 0.26694478 0.28283549 0.2845846 ],[2.97593473 2.97868253 2.99956137 3.10430524 3.16157648]
459,"[2.63661756e-10 5.23405915e-10 5.47356911e-10 5.85755389e-10
 6.89780083e-10]",[0.0784033  0.07829891 0.07713941 0.07330258 0.07123637],[2.28167564 2.53710716 2.58699717 2.68451343 2.69673195],[0.55225954 0.55297858 0.55154635 0.54769658 0.54364786],[0.31767597 0.31638135 0.30823222 0.28537464 0.27718104],[0.26662863 0.26527811 0.25668917 0.22827761 0.21730592],[2.9780305  2.9749874  2.95664283 2.91534713 2.92092754]
460,"[1.54067150e-10 3.02909035e-10 2.97266810e-10 2.56355832e-10
 2.71911126e-10]",[0.09876306 0.09875729 0.09761218 0.0925405  0.08881934],[1.6821453  1.87354404 1.87443231 1.81986348 1.7528005 ],[0.54954905 0.55030827 0.55100652 0.54483128 0.53790624],[0.40040705 0.39943631 0.39522357 0.37675014 0.36469813],[0.33646674 0.3358105  0.33188558 0.31428266 0.29625869],[3.03908277 3.03934058 3.04115853 3.03609287 3.00363146]
461,"[1.88725387e-10 3.72942783e-10 3.77594854e-10 3.49136784e-10
 3.57915628e-10]",[0.08560136 0.08533168 0.08289558 0.07553745 0.07386365],[1.81673252 2.04207847 2.07655645 2.10870786 2.05420457],[0.55061409 0.55011179 0.54922159 0.54725434 0.54127403],[0.36039791 0.35848206 0.34749825 0.3144876  0.30770017],[0.31075168 0.30921989 0.29967371 0.26802441 0.26241725],[3.05160532 3.04917762 3.03385471 2.99133538 2.99358545]
462,"[2.39008144e-10 4.71441171e-10 4.73228866e-10 4.48218366e-10
 5.07127786e-10]",[0.08641234 0.08641962 0.0857783  0.08200902 0.07784359],[2.08967599 2.30408466 2.32901524 2.39674934 2.46014723],[0.55233854 0.552532   0.55498737 0.55210455 0.54536001],[0.36275856 0.36209176 0.35788623 0.33633095 0.31630197],[0.29645774 0.29576017 0.29122637 0.26893596 0.24639686],[3.17927715 3.17888616 3.17521184 3.13678288 3.06362863]
463,"[1.41426473e-10 2.78828882e-10 2.79144167e-10 2.63934978e-10
 3.01755257e-10]",[0.10026541 0.10017969 0.09837809 0.09103907 0.08635405],[1.64252769 1.83989046 1.86380678 1.91278944 1.93310605],[0.55207251 0.55206463 0.55041961 0.54699093 0.54183453],[0.42674812 0.42514241 0.41601107 0.37699481 0.35283326],[0.36193447 0.36063381 0.35200642 0.31739821 0.29034631],[3.14682198 3.14643789 3.14460599 3.14019113 3.12476146]
464,"[1.07600416e-10 2.11703165e-10 2.08362175e-10 1.75856818e-10
 1.74255543e-10]",[0.10262708 0.10248775 0.10001087 0.0912043  0.08791707],[1.61366656 1.83905277 1.86644418 1.88349063 1.80881539],[0.56190372 0.5618965  0.56052691 0.55648475 0.54897984],[0.44423324 0.44255148 0.43273654 0.39563945 0.38063656],[0.38989474 0.38867214 0.38050754 0.34615703 0.33026587],[3.31646716 3.31624947 3.31424172 3.29236321 3.2576307 ]
465,"[1.00681014e-10 1.97991107e-10 1.94678077e-10 1.70401410e-10
 1.84379775e-10]",[0.1342271  0.13436949 0.13288344 0.12301504 0.11060787],[1.52563537 1.67678527 1.69239787 1.74471165 1.79841679],[0.5736389  0.57415132 0.57508279 0.57716434 0.56750463],[0.5391708  0.53888888 0.53550524 0.51073669 0.46995241],[0.47583389 0.47547368 0.47131381 0.44350294 0.40398251],[3.47790837 3.47638788 3.46515562 3.40379055 3.3279855 ]
466,"[1.30942597e-10 2.57262920e-10 2.50788637e-10 2.03976019e-10
 1.97698509e-10]",[0.12641294 0.12675172 0.12724021 0.12565436 0.11795153],[1.62180456 1.76380498 1.75860876 1.73498864 1.7653281 ],[0.57287205 0.57279792 0.57239762 0.57417424 0.57066553],[0.51343507 0.51352778 0.51499243 0.50704407 0.48096699],[0.44511443 0.44520363 0.4455803  0.43553557 0.40757854],[3.48723363 3.48914695 3.50124191 3.52967021 3.49762736]
467,"[9.90850107e-11 1.94791252e-10 1.90605131e-10 1.56250278e-10
 1.50239147e-10]",[0.13283017 0.13309959 0.13253812 0.12722683 0.1177387 ],[1.51201516 1.66407466 1.6661166  1.65515655 1.66434664],[0.57249224 0.57249183 0.57427586 0.57317478 0.56662392],[0.53796142 0.538048   0.53617864 0.52325464 0.49678358],[0.47760123 0.47749284 0.47560844 0.46133975 0.43722203],[3.52430833 3.52345827 3.51762476 3.4877403  3.43706886]
468,"[1.13040691e-10 2.22544614e-10 2.20091033e-10 1.91385887e-10
 1.96940482e-10]",[0.13937224 0.13948882 0.13801291 0.12837383 0.11526413],[1.5551887  1.68861837 1.70376352 1.75232885 1.79642779],[0.57915373 0.57939619 0.57984828 0.57817899 0.57213921],[0.55172407 0.55122199 0.54772783 0.52487434 0.48581734],[0.48549141 0.4851749  0.48249698 0.4607579  0.42108204],[3.46937664 3.46936103 3.46897811 3.45493823 3.39609739]
469,"[1.12032005e-10 2.20546423e-10 2.18096737e-10 1.90424424e-10
 1.97868391e-10]",[0.14196808 0.14216194 0.14109922 0.13224323 0.11828128],[1.57745616 1.70878206 1.71767508 1.74849142 1.78912535],[0.58308939 0.58376109 0.5833182  0.58084054 0.57522027],[0.55624447 0.55614359 0.55448433 0.53516089 0.49645129],[0.49534439 0.49504725 0.49291543 0.47284812 0.43203607],[3.59945409 3.5982489  3.58905571 3.52119991 3.3845999 ]
470,"[1.15580756e-10 2.27418951e-10 2.24110991e-10 1.92895891e-10
 1.98417126e-10]",[0.14968769 0.14988687 0.14875641 0.13857791 0.12155144],[1.54682447 1.66211628 1.67104905 1.71604697 1.78996124],[0.58702147 0.5868505  0.58706794 0.58463655 0.57858814],[0.56964048 0.56944604 0.56789649 0.54794721 0.50488885],[0.5069605  0.50653612 0.50457297 0.48279468 0.43863253],[3.59814207 3.59843465 3.59918385 3.56968419 3.45940238]
471,"[1.10840914e-10 2.18203219e-10 2.15904033e-10 1.90542708e-10
 2.01992498e-10]",[0.14133786 0.14150963 0.14027608 0.13065813 0.11640352],[1.57615063 1.70954967 1.71981101 1.75891897 1.81030138],[0.58034571 0.58017526 0.58129528 0.58063756 0.57226302],[0.55537501 0.55499349 0.55251317 0.53098328 0.49011315],[0.49753835 0.49722564 0.49457602 0.47012674 0.42443866],[3.58802011 3.58738136 3.58235742 3.54167588 3.44451913]
472,"[1.01095246e-10 1.99102109e-10 1.97299843e-10 1.71359143e-10
 1.73612108e-10]",[0.16210324 0.16234891 0.16100773 0.14973627 0.13091357],[1.456038   1.56211225 1.57321829 1.63028953 1.7279228 ],[0.58759292 0.58711835 0.58716574 0.58385544 0.57780427],[0.59037803 0.59021849 0.58791612 0.57162044 0.53261177],[0.5275355  0.52732562 0.52554666 0.509796   0.47184421],[3.72500477 3.72504444 3.72299405 3.66705839 3.51221297]
473,"[1.21921120e-10 2.40886646e-10 2.43357827e-10 2.19807510e-10
 2.16129397e-10]",[0.146328   0.14626017 0.14367829 0.13083252 0.11535622],[1.60749756 1.73006579 1.76050309 1.87476366 1.99723704],[0.58394792 0.58421266 0.58449671 0.58620919 0.58454029],[0.56405121 0.56345191 0.55919561 0.53015207 0.48736806],[0.50358193 0.50320924 0.49943439 0.47315703 0.43223111],[3.72631049 3.72533635 3.71761592 3.66490674 3.57070122]
474,"[1.82100454e-10 3.60371891e-10 3.67098566e-10 3.29169213e-10
 3.01069560e-10]",[0.12411485 0.12385918 0.1210619  0.11008793 0.09979903],[1.87808546 2.01638361 2.06015757 2.19234416 2.27135342],[0.58208318 0.58183529 0.58243381 0.58425866 0.58008169],[0.51352025 0.512305   0.50382477 0.46908617 0.4307967 ],[0.4512047  0.45020145 0.44313603 0.41306108 0.38037047],[3.67551236 3.67396903 3.66343953 3.6162459  3.5548854 ]
475,"[1.54776581e-10 3.06043058e-10 3.10888224e-10 2.87897733e-10
 2.90451613e-10]",[0.12949105 0.12936107 0.12700043 0.11593688 0.10380107],[1.74455814 1.87933392 1.91279934 2.02611838 2.11986727],[0.58188672 0.58237964 0.5824214  0.58161478 0.57742373],[0.52730098 0.52651776 0.52058044 0.48833435 0.44693593],[0.46997859 0.46935719 0.4645269  0.43426454 0.39347325],[3.6236926  3.62372493 3.62274213 3.59317337 3.50043193]
476,"[1.30553533e-10 2.57136030e-10 2.54484811e-10 2.13539256e-10
 2.00602442e-10]",[0.13636522 0.13639576 0.13472875 0.12546182 0.11315528],[1.61496148 1.74423986 1.76470556 1.83274136 1.90409962],[0.57906401 0.57929131 0.57995506 0.58019402 0.57526465],[0.54445585 0.54415083 0.54071599 0.51848473 0.48161976],[0.48710978 0.48673999 0.4829813  0.46038211 0.42291004],[3.62637635 3.62605274 3.62209915 3.57187424 3.45663788]
477,"[1.50520277e-10 2.97420473e-10 3.00630574e-10 2.71533408e-10
 2.66093770e-10]",[0.13633745 0.13616631 0.13344793 0.12133431 0.10884044],[1.6700846  1.79224948 1.82930325 1.95619124 2.053897  ],[0.58119695 0.58144959 0.58131202 0.58085568 0.57788801],[0.5444295  0.54373974 0.53723613 0.50638039 0.46695841],[0.48919391 0.4884276  0.4830269  0.45619817 0.42121471],[3.72182253 3.72171415 3.72013384 3.69517134 3.6193611 ]
478,"[1.58047891e-10 3.12726641e-10 3.19239633e-10 3.02338877e-10
 3.12152735e-10]",[0.13639272 0.13615987 0.13308575 0.11959616 0.10627201],[1.70939491 1.83056617 1.8744876  2.03329007 2.1614804 ],[0.58196476 0.5826871  0.58337031 0.58376201 0.58141267],[0.53980054 0.53849403 0.53028407 0.48582121 0.43059659],[0.47785868 0.47670448 0.46893124 0.42760031 0.37937962],[3.70817402 3.70550244 3.68456316 3.55846925 3.40369868]
479,"[1.37307314e-10 2.69917649e-10 2.64309901e-10 2.21673401e-10
 2.24041795e-10]",[0.14442637 0.14464559 0.14408833 0.13669987 0.12236667],[1.5479242  1.65445349 1.66158795 1.70094709 1.7812556 ],[0.57813725 0.57861368 0.57789376 0.57940799 0.57686234],[0.56169698 0.56162352 0.5602311  0.54329323 0.50343464],[0.49597625 0.49588205 0.49475511 0.47484323 0.43306778],[3.58956634 3.59016976 3.59278071 3.57231036 3.48276059]
480,"[1.43466208e-10 2.82275097e-10 2.78223470e-10 2.41458213e-10
 2.52700963e-10]",[0.13541526 0.13556509 0.13475803 0.12735606 0.11539937],[1.58403042 1.70135024 1.7092786  1.73784058 1.77670379],[0.57269712 0.57247248 0.57245064 0.57213524 0.56582789],[0.54266    0.54273594 0.54106585 0.5224433  0.48446901],[0.48960779 0.48949361 0.48744002 0.46381314 0.42312067],[3.48651522 3.48719395 3.4904749  3.46803695 3.36712727]
481,"[1.11903892e-10 2.19766149e-10 2.13647296e-10 1.72208844e-10
 1.66572768e-10]",[0.15820188 0.15848561 0.15776284 0.14933208 0.13276735],[1.41533943 1.51384409 1.52041665 1.55774474 1.64291909],[0.57991668 0.57968002 0.58127398 0.57945136 0.57792071],[0.58476006 0.58437424 0.58445089 0.57018535 0.53718721],[0.52442269 0.52413896 0.52350194 0.50936878 0.4741412 ],[3.72607416 3.72602974 3.7251265  3.70606194 3.62796288]
482,"[1.74903905e-10 3.45657155e-10 3.49803470e-10 3.18017387e-10
 3.14274445e-10]",[0.13239453 0.13224749 0.12994651 0.11972014 0.10930787],[1.75609189 1.87556718 1.91182404 2.0319799  2.11809926],[0.58150876 0.58195064 0.58210915 0.58081815 0.5778885 ],[0.52891099 0.5279192  0.5213992  0.49031587 0.45571205],[0.4654318  0.46467253 0.45822351 0.42614855 0.38416324],[3.69592242 3.69465861 3.68414719 3.60987872 3.50191904]
483,"[1.29349740e-10 2.54768285e-10 2.53091476e-10 2.28807618e-10
 2.49363858e-10]",[0.14922333 0.14931096 0.14762918 0.13530516 0.11801459],[1.57425556 1.68314574 1.69949425 1.77759922 1.86814439],[0.58398513 0.58464867 0.58376161 0.57964068 0.5737901 ],[0.56993696 0.5695897  0.56613468 0.54053299 0.4930815 ],[0.49640745 0.49600268 0.49211823 0.46446558 0.41843897],[3.66006507 3.65866883 3.6467438  3.5567647  3.40200504]
484,"[1.72846468e-10 3.40811816e-10 3.39905718e-10 2.95288342e-10
 2.86983077e-10]",[0.14517841 0.14510625 0.14304234 0.13154995 0.11635325],[1.68179352 1.77895314 1.80059081 1.88478148 1.96664471],[0.58550711 0.58483306 0.58570309 0.58344626 0.57630437],[0.56087926 0.56012    0.55542089 0.52950105 0.48708724],[0.49743334 0.49681169 0.49185856 0.46697269 0.42676008],[3.77071273 3.77129459 3.77315224 3.7341363  3.59040774]
485,"[1.47911144e-10 2.91777734e-10 2.92402057e-10 2.66197673e-10
 2.79895320e-10]",[0.1546181  0.15459039 0.15236065 0.13859632 0.12017523],[1.52876961 1.61874886 1.63838123 1.7271609  1.82247139],[0.58173679 0.58194841 0.58218512 0.57949397 0.57442977],[0.57902951 0.57848928 0.57638807 0.54846969 0.50079059],[0.51697723 0.51630263 0.5133896  0.4855877  0.43899007],[3.68152569 3.68006615 3.66734347 3.55834529 3.35096614]
486,"[1.74306762e-10 3.44694565e-10 3.50414765e-10 3.25733132e-10
 3.30075380e-10]",[0.14094632 0.14065714 0.13726258 0.12181295 0.10544649],[1.71265197 1.81919273 1.86287707 2.03177528 2.17668737],[0.58642216 0.58597185 0.58638967 0.58374811 0.57844811],[0.55264188 0.55184028 0.54489397 0.50622107 0.45320013],[0.49301122 0.49189737 0.48463651 0.44567989 0.39398965],[3.74034364 3.73994323 3.73565776 3.68444424 3.54926335]
487,"[1.75920053e-10 3.46928180e-10 3.47379648e-10 3.20610261e-10
 3.48831916e-10]",[0.13483272 0.13480684 0.13305575 0.12134123 0.10550734],[1.73898076 1.85034146 1.86931021 1.97117286 2.11829129],[0.57280632 0.57281489 0.5736198  0.57421503 0.56909779],[0.52294499 0.52284138 0.51815997 0.48750429 0.43417661],[0.43273625 0.43223829 0.42807021 0.39855144 0.35731822],[3.67402022 3.67172433 3.65344058 3.5309123  3.34868546]
488,"[3.39928173e-10 6.79844370e-10 7.46142681e-10 9.34343950e-10
 1.20769272e-09]",[0.07193965 0.07158227 0.06895669 0.06078456 0.05627957],[2.57202467 2.85196799 2.95941254 3.24809619 3.36582607],[0.55592383 0.55640361 0.55379112 0.54690464 0.5435637 ],[0.28537998 0.28339114 0.27169643 0.23360206 0.21241931],[0.22544168 0.22379061 0.21319017 0.18175774 0.16461709],[2.84202068 2.83699328 2.80684103 2.73745623 2.73018204]
489,"[2.49144399e-10 4.94216071e-10 5.14517756e-10 5.45348208e-10
 6.43154088e-10]",[0.0829263  0.0827566  0.08114422 0.07626495 0.07443314],[2.13737301 2.37104277 2.44268954 2.60390904 2.61300516],[0.55119401 0.55166429 0.54961401 0.54864389 0.54845809],[0.34377593 0.34215495 0.33288596 0.30474876 0.29668147],[0.28967125 0.28819981 0.27744814 0.24500448 0.2337283 ],[3.17133048 3.17173857 3.17366954 3.16409364 3.13809792]
490,"[1.50091020e-10 2.95544564e-10 2.94394276e-10 2.87148444e-10
 3.56159629e-10]",[0.09197512 0.09200822 0.09094903 0.08319796 0.07431404],[1.8611315  2.10069    2.11632153 2.19785823 2.34063037],[0.55171188 0.55089797 0.55173754 0.55294895 0.54906944],[0.38570067 0.38535465 0.38171557 0.3516543  0.3118798 ],[0.33149529 0.33083328 0.32516263 0.29408041 0.27054289],[3.13725469 3.13597617 3.12674279 3.07786565 3.02414741]
491,"[1.28877455e-10 2.54080073e-10 2.54048136e-10 2.35366219e-10
 2.60156456e-10]",[0.0983592  0.09824461 0.09625006 0.08951314 0.08716666],[1.66466804 1.88425013 1.91494239 1.95310001 1.91582554],[0.55851935 0.55876829 0.55964345 0.55533837 0.54958639],[0.4144062  0.41311422 0.40473882 0.37796189 0.37002482],[0.35072677 0.34952214 0.34118946 0.31723258 0.31142923],[3.2232756  3.22256761 3.21777286 3.19177495 3.15071915]
492,"[3.40685488e-10 6.78735767e-10 7.24155028e-10 7.95263245e-10
 9.03587589e-10]",[0.06725099 0.06704121 0.0654906  0.06191074 0.06172149],[2.59340296 2.90012533 2.98487622 3.11439863 3.04230045],[0.55475522 0.55377371 0.55186055 0.54947373 0.54911014],[0.27001569 0.26860399 0.2596028  0.24096211 0.24135528],[0.23135162 0.2299584  0.22137104 0.19965349 0.19513979],[3.02098509 3.0184241  3.00396629 2.98360353 2.99208203]
493,"[2.08675494e-10 4.15164127e-10 4.39408726e-10 4.74955083e-10
 5.41396814e-10]",[0.07887105 0.07859445 0.07635708 0.07109258 0.07099053],[2.11846031 2.39853262 2.47130493 2.58259099 2.51906283],[0.5594533  0.55895725 0.55794117 0.55396399 0.55301332],[0.33428384 0.3321414  0.32088455 0.29491834 0.29336646],[0.29673884 0.29523071 0.28563909 0.26163329 0.25418106],[3.10846575 3.10638265 3.09341396 3.05569353 3.0402873 ]
494,"[1.23781966e-10 2.43396144e-10 2.38725324e-10 2.00787348e-10
 2.02052317e-10]",[0.11145869 0.11169733 0.11181313 0.11220453 0.1124122 ],[1.59812162 1.77810366 1.79213409 1.79543761 1.78172433],[0.55945462 0.55968572 0.5619936  0.56812187 0.57051619],[0.47639652 0.4762067  0.47564148 0.47603878 0.47405965],[0.41363961 0.41314626 0.41148773 0.40583037 0.40657589],[3.3034019  3.30486124 3.31497301 3.35611655 3.37184784]
495,"[1.05816920e-10 2.07941266e-10 2.03422021e-10 1.73982256e-10
 1.84918698e-10]",[0.1283859  0.12882044 0.12960421 0.13008416 0.12623386],[1.54220039 1.69881429 1.7062389  1.71052618 1.73362512],[0.57179842 0.5722742  0.57338586 0.57726481 0.57765091],[0.5262647  0.52690191 0.52914671 0.53051086 0.52083258],[0.46936857 0.46984017 0.4727194  0.47480404 0.46160559],[3.47477575 3.47837539 3.5024298  3.58349741 3.58125263]
496,"[1.09589311e-10 2.15670155e-10 2.13597616e-10 1.98515368e-10
 2.32354087e-10]",[0.13476225 0.13511661 0.13515832 0.13039697 0.12080994],[1.54731908 1.68894005 1.69396789 1.71246808 1.75390645],[0.5743887  0.57418152 0.57619604 0.5747193  0.57168457],[0.54132973 0.54111735 0.54066714 0.52608749 0.49718237],[0.48359646 0.4834388  0.48171517 0.46248007 0.43084827],[3.51509856 3.51624923 3.52204203 3.49952147 3.3886364 ]
497,"[9.68121719e-11 1.90173806e-10 1.85246079e-10 1.51252327e-10
 1.48809631e-10]",[0.14884414 0.14935808 0.15004854 0.14849887 0.13960929],[1.48334713 1.60967029 1.60678076 1.59105929 1.61869438],[0.58174493 0.5819708  0.58167312 0.58387535 0.58127711],[0.57187848 0.57157515 0.57253147 0.57038016 0.55201162],[0.50752134 0.50732339 0.50812942 0.50260893 0.48587675],[3.72706586 3.72815964 3.73432386 3.73281316 3.66321211]
498,"[1.20118293e-10 2.36687201e-10 2.34910811e-10 1.98842630e-10
 1.87207491e-10]",[0.14925408 0.14952235 0.14912656 0.14500224 0.13704014],[1.55484395 1.66782594 1.67528773 1.69068217 1.71810342],[0.58457864 0.58457798 0.58419139 0.58283244 0.58017647],[0.57011951 0.56980676 0.56907077 0.5613093  0.54591293],[0.51210647 0.51198466 0.51193268 0.50462389 0.48328578],[3.68631397 3.68686718 3.69021377 3.6973738  3.68521141]
499,"[2.05735519e-10 4.07099876e-10 4.15891436e-10 3.97866053e-10
 4.18367872e-10]",[0.12378252 0.12374441 0.12240296 0.11580368 0.10850631],[1.87899032 2.00206676 2.02460807 2.08895786 2.13283584],[0.58118405 0.58117983 0.58229935 0.57959266 0.57649263],[0.50626102 0.50559403 0.50006833 0.4732732  0.44216405],[0.44002138 0.43924423 0.43386334 0.40321547 0.36670422],[3.64237125 3.64302266 3.6460428  3.63506601 3.57794995]
500,"[1.96423107e-10 3.88961861e-10 3.98973488e-10 3.82566678e-10
 3.95443332e-10]",[0.11805111 0.11812677 0.1175653  0.11426479 0.10988402],[1.84082209 1.97560363 1.99454764 2.04271498 2.08556439],[0.57371487 0.5739301  0.57464862 0.57826933 0.57619967],[0.48917597 0.4882258  0.48396145 0.46169047 0.43513558],[0.42207357 0.42121499 0.41514125 0.38582975 0.3527436 ],[3.57178227 3.57360105 3.58476217 3.61173067 3.60222236]
501,"[1.37995839e-10 2.72630369e-10 2.76180685e-10 2.64294836e-10
 2.90974090e-10]",[0.10390622 0.10394561 0.10289879 0.09791515 0.09318166],[1.79913281 2.00830156 2.03446436 2.09260284 2.13062584],[0.56427998 0.5640325  0.56473042 0.56821034 0.5631213 ],[0.43315142 0.43206147 0.42411865 0.38984255 0.36158272],[0.36945979 0.36835235 0.359457   0.31922252 0.29135538],[3.41123458 3.4110043  3.4081134  3.37173372 3.30799211]
502,"[1.38767793e-10 2.74310453e-10 2.78228747e-10 2.57559333e-10
 2.61978388e-10]",[0.1095944  0.10944838 0.10720789 0.09915586 0.09419063],[1.78147867 1.97459266 2.01252645 2.09187959 2.09241778],[0.57246453 0.57272408 0.57272801 0.56951145 0.5655876 ],[0.46935144 0.46784956 0.45952727 0.42858298 0.40499217],[0.40193439 0.40079165 0.39370248 0.36824561 0.34979176],[3.43486322 3.43386496 3.42727997 3.4019442  3.37618947]
503,"[1.02429131e-10 2.01060158e-10 1.94806391e-10 1.54702867e-10
 1.47885593e-10]",[0.12993654 0.13029654 0.1304695  0.12820679 0.12103728],[1.52748166 1.68156144 1.67712825 1.64316112 1.64770097],[0.57043224 0.5701983  0.57088823 0.56740465 0.56623872],[0.53138572 0.53120842 0.53132171 0.52571447 0.5060516 ],[0.47072215 0.47078943 0.47126    0.46563087 0.44252461],[3.51626671 3.51672057 3.51938125 3.51780237 3.47757942]
504,"[1.23181857e-10 2.42890304e-10 2.42396823e-10 2.12805851e-10
 2.11278567e-10]",[0.12699724 0.12704847 0.12561152 0.11866752 0.11135701],[1.62223021 1.77416323 1.79596781 1.84926678 1.8809545 ],[0.57352119 0.57375153 0.57396649 0.57252073 0.57020291],[0.51920186 0.51888566 0.51441907 0.48938608 0.46406868],[0.45477257 0.45410902 0.45000644 0.42581161 0.40043341],[3.5536206  3.55480975 3.56257655 3.5808082  3.54385619]
505,"[1.50682662e-10 2.98842101e-10 3.09297154e-10 3.01954278e-10
 3.09478467e-10]",[0.11486247 0.11446785 0.11063514 0.0964247  0.08535916],[1.88068804 2.06371695 2.12879276 2.32882985 2.43162073],[0.58111832 0.5811376  0.58134597 0.57776354 0.57371148],[0.48566976 0.48401919 0.47131327 0.4168188  0.36658148],[0.42552322 0.42395327 0.41232454 0.36459339 0.3213095 ],[3.60638277 3.60291508 3.57783885 3.44977851 3.3068545 ]
