epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
198,"[2.51459403e-11 5.96995409e-11 9.44987784e-11 9.09254821e-11
 4.52420702e-11]",[0.07857354 0.07798343 0.07697216 0.07871453 0.07668665],[1.04800045 1.45487916 1.69128392 1.67847972 1.30711934],[0.54812765 0.54562319 0.54828248 0.54691437 0.54732023],[0.34099266 0.334308   0.32818759 0.33667361 0.32906459],[0.2958724  0.29192624 0.28901907 0.29322599 0.2893155 ],[2.7208363  2.69680188 2.67643289 2.70508268 2.67889178]
199,"[2.78773718e-11 6.67493755e-11 1.06651939e-10 1.01346362e-10
 5.09910169e-11]",[0.07692017 0.07630299 0.07540011 0.07697324 0.07514703],[1.07116291 1.48833888 1.73001736 1.71034787 1.34345328],[0.55108118 0.54958187 0.54894696 0.55059478 0.54918887],[0.32373116 0.31681391 0.31101339 0.31907399 0.31194244],[0.2766358  0.27204472 0.26856814 0.27360988 0.2689242 ],[2.70823793 2.68026011 2.65621874 2.68990784 2.65917703]
200,"[5.95232309e-11 1.41591724e-10 2.23646576e-10 2.15580172e-10
 1.07139033e-10]",[0.06060563 0.06072986 0.06090799 0.06083901 0.06072571],[1.18931013 1.62826758 1.86796638 1.84816908 1.48276652],[0.5326625  0.53287617 0.53201864 0.5334308  0.53203656],[0.22885248 0.22774125 0.22837827 0.22860766 0.22802355],[0.18368099 0.1836956  0.18451126 0.18362334 0.18427138],[2.46348547 2.45341892 2.44696668 2.45668492 2.4475614 ]
201,"[7.27702635e-11 1.71466110e-10 2.68077648e-10 2.61969168e-10
 1.28611437e-10]",[0.06772387 0.06832468 0.0689961  0.06824992 0.06875382],[1.25754929 1.65834196 1.85159888 1.84284335 1.52690858],[0.52415924 0.52376876 0.52490306 0.52320817 0.52423341],[0.26479212 0.26676533 0.27016956 0.26618129 0.26966558],[0.20735137 0.20830421 0.21017225 0.20783193 0.20982644],[2.56454848 2.56792192 2.57596161 2.56630634 2.57447615]
202,"[5.64760025e-11 1.33973066e-10 2.11549859e-10 2.04136251e-10
 1.01327487e-10]",[0.06355355 0.06365715 0.06375112 0.06379648 0.06356865],[1.19489573 1.63172052 1.86901995 1.84746266 1.48831159],[0.53260758 0.53082194 0.5315752  0.53235128 0.53130028],[0.25089425 0.24988539 0.24932206 0.2501277  0.24972559],[0.21100806 0.20833541 0.20614855 0.2093251  0.2063718 ],[2.57311862 2.56750201 2.56508684 2.56922235 2.56515025]
203,"[4.51605395e-11 1.07230351e-10 1.69404044e-10 1.63340217e-10
 8.11381110e-11]",[0.0607182  0.06085835 0.06099225 0.06101772 0.06077107],[1.09902905 1.53498122 1.78914366 1.76376426 1.38957827],[0.52681988 0.52662787 0.52843    0.52658474 0.528182  ],[0.24489528 0.2435409  0.24403303 0.24385018 0.24396251],[0.21397606 0.21291373 0.21319474 0.21316801 0.21305971],[2.39208477 2.38438782 2.3807633  2.38676671 2.38091263]
204,"[7.82254767e-11 1.82598154e-10 2.81945991e-10 2.79991553e-10
 1.35530453e-10]",[0.06629581 0.0666247  0.06703688 0.06663355 0.06683994],[1.23365854 1.62167926 1.80977622 1.80099185 1.4916482 ],[0.52248225 0.5234382  0.52404972 0.52244655 0.52403078],[0.26452949 0.26545537 0.26745104 0.26507422 0.26704379],[0.20952874 0.21009698 0.2120303  0.20976974 0.21166099],[2.55259698 2.5552119  2.56254212 2.55386374 2.5611437 ]
205,"[4.80769701e-11 1.12988511e-10 1.76564181e-10 1.72754396e-10
 8.46982567e-11]",[0.06753297 0.0680057  0.06848712 0.06805608 0.06820242],[1.088226   1.47738967 1.67949784 1.68045348 1.33575437],[0.52605774 0.52738625 0.52710776 0.52738539 0.52656888],[0.27847605 0.27908012 0.28091383 0.27887058 0.28058656],[0.23430323 0.23514574 0.23755214 0.23468695 0.23706758],[2.57752301 2.58581629 2.60084141 2.58225109 2.5982191 ]
206,"[5.63919704e-11 1.33635931e-10 2.10724291e-10 2.03703421e-10
 1.00955034e-10]",[0.06349021 0.06355625 0.06358777 0.06371114 0.06341608],[1.15833487 1.58349467 1.81816936 1.79258527 1.446248  ],[0.52546734 0.52586255 0.52608725 0.52533427 0.52560729],[0.25184477 0.25098005 0.25065203 0.25115625 0.25065109],[0.20799253 0.20658597 0.20574543 0.20709393 0.20572282],[2.51168436 2.51236741 2.51772847 2.51170262 2.51661439]
207,"[6.90090665e-11 1.64084371e-10 2.59802756e-10 2.49800218e-10
 1.24389531e-10]",[0.06309924 0.06327418 0.06350135 0.06334954 0.06332789],[1.22639522 1.63690261 1.83898815 1.84141533 1.4908439 ],[0.52142198 0.52115212 0.52273293 0.52142513 0.521694  ],[0.25278253 0.25167506 0.25234954 0.25193919 0.25215049],[0.20609355 0.2047032  0.20405691 0.20501753 0.20408513],[2.5967531  2.60178373 2.61241022 2.59948415 2.61049878]
208,"[4.07519147e-11 9.63831628e-11 1.55344770e-10 1.46703886e-10
 7.40570566e-11]",[0.09539924 0.09558556 0.09533261 0.09592397 0.09505528],[1.26064073 1.65206795 1.87523175 1.81666015 1.55646057],[0.55196558 0.55192488 0.55411863 0.55217805 0.55316779],[0.40864861 0.40708979 0.40457929 0.40807136 0.40546308],[0.33797141 0.33697015 0.33455203 0.33779193 0.33487372],[3.29514031 3.28668102 3.28070038 3.28948503 3.28132911]
209,"[2.41662317e-11 5.77864348e-11 9.23968499e-11 8.77632212e-11
 4.41639138e-11]",[0.08828542 0.08846436 0.08820913 0.08900212 0.08774404],[1.01496493 1.39606296 1.61264954 1.59129306 1.26967393],[0.55409258 0.55369683 0.55518469 0.55439069 0.55541825],[0.38655426 0.38282783 0.37962781 0.38387326 0.38009145],[0.33048336 0.3258236  0.32140934 0.3274202  0.32201753],[2.92906298 2.91667536 2.90922355 2.92066444 2.90981956]
210,"[3.71725165e-11 8.91077729e-11 1.42622956e-10 1.35230045e-10
 6.81699759e-11]",[0.06477305 0.0647938  0.06472977 0.06506257 0.06448872],[1.12693513 1.57940431 1.84541931 1.81890666 1.42839966],[0.53927341 0.54272693 0.54398086 0.54099209 0.54348833],[0.26580915 0.26347674 0.26222177 0.2641911  0.26235149],[0.22977524 0.22679814 0.22415714 0.22785396 0.22446077],[2.53617316 2.53620646 2.54375032 2.53550728 2.54209407]
211,"[5.34545762e-11 1.26338738e-10 1.98273960e-10 1.92800027e-10
 9.50677395e-11]",[0.06658153 0.06725835 0.06807164 0.06719904 0.06775694],[1.11986854 1.52104796 1.73129686 1.71913005 1.38730961],[0.52413453 0.52521565 0.52391059 0.52470588 0.52413566],[0.27312553 0.27450894 0.27793442 0.27376638 0.27738348],[0.22786444 0.22858788 0.23074418 0.22817438 0.23035668],[2.61653471 2.62403933 2.63910802 2.62067655 2.63643158]
212,"[5.71187244e-11 1.35393239e-10 2.13205861e-10 2.06392951e-10
 1.02176306e-10]",[0.06777683 0.06818992 0.06861018 0.06822674 0.06837074],[1.16320324 1.56684813 1.77503211 1.76210448 1.43310416],[0.52712418 0.5275401  0.52676999 0.52750972 0.52754267],[0.27119491 0.27057944 0.27229535 0.2708293  0.27202182],[0.21519374 0.21437289 0.21473817 0.21449339 0.214645  ],[2.65779583 2.65911753 2.66482504 2.65824852 2.66368239]
213,"[5.20048559e-11 1.24062879e-10 1.97131376e-10 1.88645379e-10
 9.43360100e-11]",[0.06180912 0.06207743 0.06240757 0.06216059 0.06217873],[1.15126878 1.58489995 1.82199462 1.80760036 1.43779284],[0.52751129 0.52740086 0.52709036 0.52741726 0.52709305],[0.24410659 0.24446869 0.24615065 0.24384281 0.24578266],[0.20386852 0.20404679 0.20621803 0.20368468 0.20578375],[2.5347869  2.52959194 2.52965186 2.5309695  2.529213  ]
214,"[5.31259576e-11 1.26036789e-10 1.98993695e-10 1.92041632e-10
 9.53171092e-11]",[0.06862291 0.06858786 0.06859412 0.06879767 0.06839526],[1.21602577 1.63976229 1.86000451 1.8509197  1.49342131],[0.534745   0.53275832 0.533266   0.53351022 0.53270911],[0.28422579 0.28222449 0.28178479 0.28278089 0.28151751],[0.24208318 0.24003913 0.23936462 0.24066141 0.23931822],[2.65990005 2.65717688 2.6602938  2.65762642 2.65938573]
215,"[5.93015115e-11 1.40116323e-10 2.19942298e-10 2.13837219e-10
 1.05450308e-10]",[0.06961217 0.06968411 0.06970006 0.06984677 0.06952366],[1.16845548 1.55968817 1.75906956 1.74737736 1.42825228],[0.52894542 0.52740791 0.52811659 0.52751932 0.52790146],[0.28020086 0.27932491 0.28005362 0.27949711 0.28000839],[0.22564098 0.22555453 0.22659357 0.22549021 0.22641869],[2.70751932 2.70595888 2.70824005 2.70617488 2.70760673]
216,"[7.29786581e-11 1.70702111e-10 2.64594297e-10 2.61516020e-10
 1.27103924e-10]",[0.06241313 0.0630064  0.06374603 0.06291619 0.06349768],[1.21964172 1.62248337 1.81904261 1.82258545 1.47822833],[0.52012825 0.52119383 0.51901757 0.52038423 0.51950588],[0.24933342 0.25129204 0.25498107 0.25071124 0.25442868],[0.21286814 0.21482324 0.21806476 0.21400104 0.2175703 ],[2.51312001 2.52124718 2.53593486 2.51776222 2.53338189]
217,"[4.71042342e-11 1.11115876e-10 1.74317447e-10 1.69661499e-10
 8.35750787e-11]",[0.06351854 0.06411518 0.06471302 0.06411282 0.0644233 ],[1.04185639 1.43298178 1.6465094  1.63957153 1.2949797 ],[0.52163893 0.52135073 0.51935519 0.52138873 0.52066321],[0.26083757 0.26192058 0.26435292 0.26134509 0.26402361],[0.23602216 0.23711498 0.23867394 0.23667838 0.23845478],[2.62045999 2.62493736 2.63462085 2.62287118 2.63287444]
218,"[6.81406186e-11 1.59902163e-10 2.49073563e-10 2.44650708e-10
 1.19550991e-10]",[0.06461585 0.06477894 0.0649124  0.06487212 0.06474993],[1.16370678 1.54960601 1.74261105 1.74016426 1.41298113],[0.51878016 0.51772693 0.51793492 0.51744194 0.51821409],[0.26048566 0.26038155 0.26165521 0.26023456 0.26135035],[0.22147159 0.22145127 0.2223414  0.22140459 0.22219917],[2.61714586 2.61776955 2.62162675 2.61726149 2.62083299]
219,"[9.77918989e-11 2.29586803e-10 3.57790873e-10 3.51211557e-10
 1.71722053e-10]",[0.05682579 0.05714912 0.05763364 0.05711055 0.05746321],[1.26752381 1.67300788 1.8705764  1.86928393 1.53205209],[0.51055176 0.50923554 0.50802644 0.50948841 0.5072407 ],[0.22034809 0.22123236 0.22344448 0.22084063 0.22322581],[0.19007701 0.19053109 0.19189626 0.19029391 0.19165154],[2.42253383 2.43124337 2.44616436 2.42757334 2.44360802]
220,"[4.93967561e-11 1.16785130e-10 1.83742420e-10 1.78164553e-10
 8.80541288e-11]",[0.06886789 0.06979466 0.07076081 0.06967813 0.07040986],[1.01452595 1.37071301 1.55262405 1.55254825 1.24524627],[0.51835139 0.51962268 0.51863072 0.51993113 0.51889665],[0.28797265 0.29116991 0.29569969 0.28980686 0.29490921],[0.25297488 0.25514032 0.25903314 0.25418545 0.25828566],[2.72411604 2.73868896 2.75930258 2.7329388  2.75599053]
221,"[8.35941595e-11 1.95433684e-10 3.03296334e-10 2.99414027e-10
 1.45649765e-10]",[0.06475777 0.06539522 0.06618019 0.06527642 0.06593831],[1.25319866 1.64221196 1.82627735 1.82234267 1.51146562],[0.51827126 0.51835379 0.51916947 0.5183383  0.51861661],[0.25839603 0.26170861 0.26602367 0.26010463 0.26502338],[0.21203943 0.21448501 0.2182979  0.2135015  0.21769845],[2.5328964  2.54557888 2.56542455 2.54040564 2.56211945]
222,"[6.79843805e-11 1.61662859e-10 2.56240682e-10 2.46085322e-10
 1.22655955e-10]",[0.06376043 0.06414592 0.06449543 0.06415725 0.06430836],[1.1181021  1.49649734 1.6863097  1.68037136 1.36837354],[0.51487868 0.51653448 0.51730689 0.5162629  0.51782357],[0.25955295 0.26029467 0.26204614 0.26004232 0.26179454],[0.22541265 0.22627415 0.22791576 0.22590886 0.22758112],[2.57277667 2.57449314 2.57883015 2.5736409  2.57801854]
223,"[1.15651183e-10 2.70298819e-10 4.19030417e-10 4.14183619e-10
 2.01270043e-10]",[0.05543147 0.05585676 0.05644506 0.05576584 0.0562754 ],[1.3280581  1.72741031 1.90914127 1.9213657  1.58105737],[0.50483214 0.50516262 0.50590909 0.50541333 0.50596375],[0.21508616 0.21617789 0.21925177 0.21567826 0.21876279],[0.18983381 0.19107377 0.19309048 0.19056554 0.19276455],[2.5300313  2.54298362 2.56103014 2.53789553 2.55814681]
224,"[8.77582936e-11 2.08142365e-10 3.29074027e-10 3.17129379e-10
 1.57573897e-10]",[0.05735316 0.05766652 0.05800634 0.05765436 0.05785828],[1.2065492  1.60186544 1.79552065 1.79864157 1.46160945],[0.50877013 0.50939975 0.51052481 0.51045189 0.50999955],[0.22547213 0.22599321 0.22696807 0.22578441 0.22681437],[0.19756877 0.19773078 0.19792849 0.19760409 0.19785208],[2.56813216 2.5740019  2.58341879 2.57158618 2.58184741]
225,"[1.07527425e-10 2.50695344e-10 3.87784613e-10 3.84474158e-10
 1.86314240e-10]",[0.05755952 0.05791126 0.05835183 0.05786226 0.05819972],[1.27299847 1.65371481 1.82773211 1.83982841 1.51244387],[0.50837851 0.51029663 0.51107944 0.50812465 0.51135867],[0.2259458  0.22723371 0.22956244 0.22650355 0.22916057],[0.19737627 0.19907797 0.20163986 0.19838985 0.20115243],[2.41176808 2.42398291 2.44155878 2.4191433  2.43871297]
226,"[1.13391231e-10 2.61100983e-10 3.97886169e-10 4.02307175e-10
 1.91597326e-10]",[0.04896821 0.0499178  0.05118369 0.04961899 0.05091301],[1.31104569 1.73566433 1.93106167 1.96235457 1.56561723],[0.50314253 0.50362179 0.50468971 0.5020496  0.50380902],[0.18285396 0.18687708 0.19296286 0.18528054 0.19197467],[0.16906077 0.17289741 0.17833383 0.17142993 0.17745391],[2.38245228 2.40425917 2.43363798 2.39578132 2.42900572]
227,"[1.11369425e-10 2.60844403e-10 4.05514835e-10 3.99369303e-10
 1.94691644e-10]",[0.04804485 0.04820551 0.0484928  0.04820474 0.04837561],[1.28341566 1.73077138 1.96878277 1.95325212 1.57965282],[0.50333982 0.50213212 0.50116476 0.50223116 0.50197927],[0.17697737 0.17722572 0.17886625 0.17708684 0.17864956],[0.15879469 0.1598136  0.16178343 0.15939126 0.1614646 ],[2.30332228 2.30646511 2.31428775 2.30493211 2.31282705]
228,"[1.35770559e-10 3.19457869e-10 4.98734189e-10 4.88323692e-10
 2.39318447e-10]",[0.04479239 0.04496692 0.04534928 0.04493804 0.04522845],[1.52468729 2.04830464 2.31751484 2.30456868 1.87147601],[0.50877992 0.50635942 0.50468188 0.50742422 0.50552084],[0.16239506 0.16290194 0.16467184 0.16259498 0.16432822],[0.15427844 0.15528361 0.15730703 0.15483839 0.15697799],[2.33453408 2.34193988 2.3562253  2.33868747 2.35369853]
229,"[1.11929494e-10 2.60864866e-10 4.03514552e-10 4.00109791e-10
 1.93865871e-10]",[0.05161301 0.05197345 0.05246287 0.05190598 0.05231207],[1.33760286 1.77045243 1.97906093 1.98703194 1.6118452 ],[0.50796204 0.50719112 0.50611101 0.50745427 0.50719118],[0.1955716  0.19661898 0.19887632 0.19611631 0.19852442],[0.17560981 0.1768408  0.17925235 0.1763644  0.17888986],[2.38155989 2.38750976 2.39797121 2.38498072 2.39616408]
230,"[1.23964314e-10 2.95250953e-10 4.68357779e-10 4.49208760e-10
 2.24182031e-10]",[0.04666885 0.04671989 0.04691404 0.04674736 0.04681908],[1.433274   1.93054828 2.19005377 2.17069093 1.76856582],[0.50716811 0.50960995 0.50990176 0.50794719 0.51018371],[0.17127911 0.17101226 0.17181494 0.17106185 0.1717312 ],[0.1582908  0.15773881 0.15799624 0.15791715 0.15794657],[2.32402602 2.3229794  2.32640717 2.32294997 2.32557242]
231,"[1.16142734e-10 2.70276282e-10 4.16821309e-10 4.14820074e-10
 2.00365473e-10]",[0.0504645  0.05117003 0.05214292 0.05096244 0.05191795],[1.33989681 1.77057441 1.97235456 1.98896511 1.60961332],[0.50224051 0.50198275 0.50336308 0.50163663 0.502258  ],[0.19040961 0.19347673 0.19806051 0.19216732 0.19729748],[0.17599627 0.17911608 0.18384925 0.17781358 0.18306178],[2.43502267 2.45287218 2.47800471 2.44582791 2.47397809]
232,"[1.14553552e-10 2.70834965e-10 4.26274587e-10 4.13165849e-10
 2.04264664e-10]",[0.05177992 0.05203393 0.05237874 0.0520058  0.05225459],[1.30820399 1.73325799 1.94047822 1.93899948 1.58649552],[0.50624904 0.50594984 0.5070094  0.50674934 0.50676714],[0.19696618 0.19754582 0.19909463 0.19715339 0.19878583],[0.1840751  0.18494724 0.18641593 0.18451492 0.18618635],[2.46509809 2.47859756 2.49588783 2.47342646 2.4932153 ]
233,"[1.17841553e-10 2.76683275e-10 4.31434468e-10 4.23225968e-10
 2.07042292e-10]",[0.04558485 0.04620417 0.04705814 0.04602248 0.04686087],[1.35690604 1.8278146  2.06278647 2.07103454 1.65709792],[0.50589196 0.50345958 0.50509559 0.50424262 0.50511095],[0.16614349 0.16869366 0.17280247 0.16765829 0.17212348],[0.15751087 0.16038568 0.16438576 0.15925075 0.16377052],[2.27889396 2.29346201 2.31512983 2.28760897 2.3115837 ]
234,"[1.29092384e-10 3.03676878e-10 4.75071888e-10 4.64144399e-10
 2.27855390e-10]",[0.04560999 0.04569637 0.04585051 0.04571508 0.04576914],[1.40892712 1.89663488 2.15143419 2.13496599 1.73315077],[0.50201481 0.50179779 0.50290485 0.50204207 0.50202273],[0.1661116  0.16601782 0.16693226 0.16607427 0.16674   ],[0.15045385 0.15139116 0.15309994 0.15099638 0.15283292],[2.26549178 2.2754089  2.28932815 2.27150817 2.28709526]
235,"[1.30937397e-10 3.04655379e-10 4.70162761e-10 4.67579350e-10
 2.25970178e-10]",[0.04487921 0.0452982  0.04593099 0.04518373 0.04577177],[1.42796189 1.90421525 2.13480461 2.15401369 1.72163738],[0.50161908 0.4996935  0.50059039 0.49970523 0.50086959],[0.16285907 0.16437649 0.16748374 0.16371964 0.16692607],[0.15377716 0.15564294 0.15861788 0.15491981 0.15809441],[2.24498609 2.26188218 2.28595092 2.2552017  2.28206708]
236,"[1.33237711e-10 3.11167122e-10 4.82584142e-10 4.76885595e-10
 2.31760222e-10]",[0.04684535 0.04722902 0.0479085  0.047121   0.04773527],[1.42923976 1.8907256  2.11262102 2.12604583 1.7195116 ],[0.50408843 0.50402838 0.5049259  0.50451413 0.5049113 ],[0.17209879 0.17332555 0.17657133 0.17273856 0.17594319],[0.16050383 0.16244038 0.16563002 0.16164457 0.16501577],[2.34487952 2.3544583  2.37164791 2.35035445 2.3686698 ]
237,"[1.46645032e-10 3.40944314e-10 5.25540384e-10 5.23436297e-10
 2.52635573e-10]",[0.04491309 0.04529506 0.04589407 0.0451878  0.04574491],[1.4195884  1.88106557 2.10840974 2.1122948  1.71509604],[0.50006017 0.49754159 0.49946023 0.49804266 0.49893573],[0.1632691  0.16465795 0.16736931 0.1639716  0.16686716],[0.15295395 0.15517019 0.15835489 0.15423931 0.1578466 ],[2.28821282 2.29411452 2.30586439 2.29148896 2.30376629]
238,"[1.63081031e-10 3.75496970e-10 5.71923256e-10 5.78602025e-10
 2.75432898e-10]",[0.04267682 0.04323143 0.04410276 0.04304702 0.04391405],[1.52379337 2.0104196  2.24571777 2.26048322 1.82808614],[0.49756397 0.49732828 0.4983929  0.49703913 0.49753047],[0.15268147 0.15478997 0.15884608 0.15386531 0.15813315],[0.14596073 0.14846872 0.15221267 0.147413   0.15160346],[2.2150238  2.22012994 2.23132622 2.21776837 2.22928498]
239,"[1.63838092e-10 3.79442086e-10 5.82315934e-10 5.83376620e-10
 2.80107005e-10]",[0.04214305 0.04268942 0.04356541 0.04250554 0.04337653],[1.51105005 2.00020518 2.24351397 2.24938324 1.82385987],[0.50293374 0.50238162 0.50347687 0.50101496 0.50286086],[0.15010495 0.15226426 0.15616988 0.15136322 0.15543384],[0.13814686 0.14097875 0.14500574 0.13986218 0.14431085],[2.20648322 2.2192205  2.24047547 2.21390466 2.23687047]
240,"[1.41889439e-10 3.27849214e-10 5.02747018e-10 5.04406134e-10
 2.41826388e-10]",[0.04029311 0.04099408 0.04206728 0.04075514 0.04184335],[1.43667684 1.93301348 2.19309881 2.20178628 1.7491342 ],[0.49648637 0.49974531 0.50292309 0.49758097 0.50237356],[0.14219508 0.14498696 0.14970677 0.14382962 0.1488841 ],[0.13738904 0.14022636 0.14422369 0.13915653 0.14354123],[2.16369757 2.18121795 2.20763409 2.17414753 2.20330182]
241,"[1.87587901e-10 4.29813900e-10 6.50906350e-10 6.63512413e-10
 3.13738425e-10]",[0.03986188 0.04016185 0.04078627 0.04006045 0.04063797],[1.60031823 2.11713376 2.37555173 2.37914215 1.92816695],[0.5014962  0.50295376 0.50414423 0.50151575 0.50301631],[0.13878952 0.13997549 0.14287575 0.13940418 0.14232133],[0.1291249  0.13113503 0.13427436 0.13032312 0.13371164],[2.17900642 2.18363418 2.19586235 2.18132184 2.19353651]
242,"[1.95359639e-10 4.51469371e-10 6.90131735e-10 6.94759206e-10
 3.32198295e-10]",[0.04130904 0.04185816 0.04270949 0.04166893 0.04253315],[1.5980543  2.09989591 2.34256119 2.34149846 1.92657247],[0.49919375 0.49908156 0.50071676 0.49820416 0.5007083 ],[0.14611812 0.14823019 0.15214061 0.1473696  0.15153718],[0.13869714 0.14104168 0.14453562 0.14010867 0.14399659],[2.15669625 2.17122316 2.19473313 2.16524184 2.1907667 ]
243,"[1.65914498e-10 3.86343420e-10 5.96617887e-10 5.92792533e-10
 2.86724504e-10]",[0.0443906  0.04476519 0.04537617 0.04465269 0.04523021],[1.53844011 2.02023079 2.24741828 2.25712684 1.84581303],[0.50317511 0.50211315 0.50339483 0.502402   0.50332259],[0.15994524 0.16137549 0.1642846  0.16069435 0.16381417],[0.15225375 0.15414625 0.1570283  0.15335869 0.15655262],[2.25551083 2.26288325 2.27680114 2.25966912 2.27435034]
244,"[1.78115033e-10 4.11299993e-10 6.28986439e-10 6.33054584e-10
 3.02718396e-10]",[0.04189296 0.04259149 0.04356371 0.04235474 0.04336969],[1.53851018 2.02370709 2.25329644 2.2675745  1.84563873],[0.50059724 0.5016743  0.5005006  0.50302395 0.5008777 ],[0.1489731  0.15179435 0.15616566 0.15065561 0.15545514],[0.1427808  0.14546797 0.14938835 0.14438907 0.14876452],[2.22452082 2.24451101 2.27203756 2.23668313 2.26766396]
245,"[1.58337847e-10 3.67112451e-10 5.64716857e-10 5.64135674e-10
 2.71526926e-10]",[0.04644698 0.04712397 0.048071   0.0469043  0.04787156],[1.44150658 1.88130165 2.08409637 2.09759332 1.7211381 ],[0.49854723 0.49717633 0.49913127 0.49685452 0.49872711],[0.17061709 0.1733181  0.1778068  0.1721712  0.17703717],[0.15883094 0.16274673 0.16783185 0.16123253 0.16706905],[2.235896   2.25722126 2.28697839 2.24883932 2.28221826]
246,"[1.60305197e-10 3.74737248e-10 5.81639487e-10 5.74124355e-10
 2.79305889e-10]",[0.0423296  0.04300427 0.04397581 0.04277811 0.04377619],[1.4942731  1.97674799 2.20062328 2.22572936 1.79390808],[0.50011894 0.50102347 0.50045197 0.50015173 0.50073986],[0.15132229 0.1538679  0.15831569 0.15278161 0.15755927],[0.14714668 0.14987137 0.15401795 0.14875904 0.15334272],[2.23262444 2.25091137 2.2770991  2.24365808 2.2728769 ]
247,"[1.46006534e-10 3.37575815e-10 5.17166141e-10 5.19324871e-10
 2.48829886e-10]",[0.0449926  0.04555445 0.04633862 0.04538271 0.04616264],[1.42917767 1.88764128 2.10651566 2.12226725 1.71519114],[0.50211597 0.49964839 0.49985887 0.49989651 0.49966473],[0.16353628 0.1658345  0.16964527 0.1648722  0.16900756],[0.15424381 0.15732738 0.16173941 0.15611829 0.16105293],[2.20070233 2.21946251 2.24548664 2.21210356 2.24132497]
248,"[1.73713913e-10 3.95193365e-10 5.94253356e-10 6.11628416e-10
 2.86703622e-10]",[0.04116001 0.04215429 0.04351947 0.04180388 0.04326155],[1.49996203 1.97286673 2.19278651 2.22191531 1.78784326],[0.4961886  0.49594719 0.4967688  0.49565858 0.49621153],[0.14529247 0.14944764 0.15577313 0.14780214 0.15467919],[0.13993136 0.14385065 0.14938536 0.14231728 0.14843776],[2.2121819  2.23970672 2.27646593 2.2290327  2.27068626]
249,"[1.88932786e-10 4.36191181e-10 6.65815996e-10 6.71511786e-10
 3.20571686e-10]",[0.03776653 0.03839249 0.03937193 0.0381692  0.03917556],[1.62738754 2.16466339 2.42491754 2.44663281 1.96090707],[0.5002198  0.49973127 0.50164068 0.50027835 0.5007963 ],[0.13067399 0.13299992 0.13704861 0.13200244 0.13632115],[0.12634825 0.12888752 0.13252751 0.12789692 0.13190949],[2.17948229 2.19552112 2.22043145 2.18899493 2.21629001]
250,"[2.00465873e-10 4.56088696e-10 6.85066403e-10 7.05922957e-10
 3.30601668e-10]",[0.03636885 0.03705034 0.03820343 0.03679443 0.0379752 ],[1.67942603 2.23945973 2.52000995 2.53294621 2.03113273],[0.50419159 0.50448504 0.50414497 0.5041832  0.50526993],[0.12400776 0.12665584 0.1314548  0.12552722 0.13057274],[0.11835429 0.12138051 0.12577928 0.12018335 0.12500335],[2.13183994 2.1451571  2.16878572 2.13947942 2.16469657]
251,"[1.90475049e-10 4.30870462e-10 6.44075468e-10 6.68218806e-10
 3.10996440e-10]",[0.04157084 0.04257316 0.04406227 0.04220688 0.04378042],[1.58873175 2.06241718 2.280422   2.31137317 1.87615573],[0.49928374 0.49908818 0.5007481  0.49824065 0.50067591],[0.14728505 0.15144825 0.15807089 0.14975536 0.15695021],[0.14346996 0.14810363 0.1542798  0.14639266 0.15330458],[2.2414005  2.26812105 2.3062662  2.25753497 2.30012381]
252,"[1.12585688e-10 2.63794012e-10 4.15681774e-10 4.03357784e-10
 1.98986912e-10]",[0.06008027 0.06205457 0.0645201  0.06138573 0.06406047],[2.02605296 2.64495718 2.92376296 2.89928265 2.47359058],[0.53413206 0.53640801 0.53765731 0.53539636 0.53713464],[0.23475914 0.24168638 0.25085236 0.23882676 0.24929074],[0.20843469 0.21258296 0.21835655 0.21106329 0.21719782],[2.5001186  2.52354148 2.55892964 2.51403889 2.5531713 ]
253,"[8.53545916e-11 2.02207748e-10 3.18434021e-10 3.08291079e-10
 1.52596150e-10]",[0.06307119 0.06278358 0.0626693  0.06298601 0.06255868],[1.47705349 1.9563422  2.20380416 2.16961235 1.81124469],[0.53068737 0.5309112  0.5346794  0.53069982 0.53446527],[0.25506097 0.25240755 0.25132834 0.25320952 0.25145674],[0.22444502 0.22290531 0.2226824  0.22333396 0.22263127],[2.73970704 2.72700911 2.71961283 2.73107752 2.72017936]
254,"[6.23237530e-11 1.49133318e-10 2.38576527e-10 2.26442812e-10
 1.14029166e-10]",[0.07172963 0.07125097 0.07080593 0.0715975  0.07069473],[1.28780893 1.70558398 1.91827609 1.89870482 1.57198833],[0.5352046  0.53220028 0.5304574  0.53397653 0.53098036],[0.30284374 0.29863976 0.29607372 0.30004452 0.29623982],[0.26548793 0.26304241 0.26186973 0.26380275 0.26191119],[2.7701952  2.75836267 2.75052043 2.76223532 2.75125931]
255,"[5.86358472e-11 1.40307963e-10 2.24513418e-10 2.13037622e-10
 1.07301455e-10]",[0.06643637 0.06558095 0.06475982 0.0660595  0.06470381],[1.33164253 1.80192329 2.05992161 2.0273799  1.65214774],[0.53185177 0.53022014 0.53057419 0.53053804 0.53094009],[0.27443369 0.26864436 0.26390669 0.27070894 0.26433986],[0.24431486 0.23951788 0.23535623 0.24120904 0.2358026 ],[2.65431273 2.63551108 2.6208518  2.64188301 2.62249046]
