mean,std,variance,skew,kurtosis,rms,zcr,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power,epoch
"[-4.07391674e-08 -6.00230616e-08 -7.10280565e-08 -7.53814107e-08
 -4.96335062e-08]","[6.47332206e-06 9.98834928e-06 1.26845963e-05 1.23116197e-05
 8.75993121e-06]","[4.19038985e-11 9.97671213e-11 1.60898984e-10 1.51575980e-10
 7.67363949e-11]",[-0.01898277 -0.00450324  0.00952952 -0.00950615  0.00752165],[2.23591249 2.47181115 2.71800278 2.38567498 2.68433307],"[6.47345025e-06 9.98852962e-06 1.26847952e-05 1.23118505e-05
 8.76007182e-06]",[0.0328125  0.03359375 0.03515625 0.03320312 0.03515625],"[4.55263259e-12 1.07085252e-11 1.69330792e-11 1.63517465e-11
 8.10229382e-12]",[0.41207532 0.39863659 0.38533139 0.40342947 0.38713521],"[2.46698334e-12 5.92648817e-12 9.55724100e-12 8.98267121e-12
 4.56143722e-12]",[0.22329563 0.22062002 0.21748584 0.22162001 0.21794976],"[2.26310933e-12 5.58161882e-12 9.22937033e-12 8.38174217e-12
 4.39030519e-12]",[0.20484225 0.20778188 0.21002477 0.20679392 0.20977291],"[2.98173348e-12 7.54537781e-12 1.28493047e-11 1.12235317e-11
 6.08592588e-12]",[0.26988753 0.28088496 0.29240048 0.27690641 0.29079126],"[2.29510774e-13 5.97465176e-13 1.04745076e-12 8.79751932e-13
 4.94098339e-13]",[0.02077385 0.0222413  0.02383593 0.0217052  0.02360848],558
"[8.65530366e-08 1.21478417e-07 1.34289331e-07 1.55472755e-07
 9.48822817e-08]","[1.06662809e-05 1.50400687e-05 1.75591821e-05 1.91496684e-05
 1.22504931e-05]","[1.13769549e-10 2.26203666e-10 3.08324875e-10 3.66709801e-10
 1.50074581e-10]",[-0.17734095 -0.06494807  0.12897198 -0.11400223  0.09840823],[1.61730169 1.50662371 1.40253272 1.54153728 1.42221188],"[1.06666321e-05 1.50405593e-05 1.75596956e-05 1.91502995e-05
 1.22508605e-05]",[0.02552083 0.02825521 0.03007813 0.02721354 0.02994792],"[1.01081382e-11 1.86965207e-11 2.27914466e-11 3.12248145e-11
 1.12925737e-11]",[0.43577691 0.39447879 0.34744253 0.41016182 0.35386262],"[3.73531065e-12 7.62967014e-12 1.05595134e-11 1.22563572e-11
 5.13686833e-12]",[0.16103481 0.16097878 0.16097372 0.16099662 0.16096824],"[4.00212582e-12 9.36325884e-12 1.48341599e-11 1.43158126e-11
 7.09180534e-12]",[0.17253761 0.19755585 0.22613826 0.18804915 0.22222789],"[6.59661049e-12 1.46623570e-11 2.21137636e-11 2.28330393e-11
 1.06392731e-11]",[0.28438971 0.30936178 0.33711164 0.29992943 0.33339087],"[4.08891558e-13 9.53488664e-13 1.56924430e-12 1.45400899e-12
 7.43879748e-13]",[0.01762792 0.0201177  0.02392223 0.01909952 0.02331012],559
"[-3.49584429e-08 -4.65568943e-08 -4.73463524e-08 -6.08546737e-08
 -3.39405263e-08]","[4.68245024e-06 6.96040395e-06 8.61355793e-06 8.68745165e-06
 5.96285810e-06]","[2.19253403e-11 4.84472231e-11 7.41933802e-11 7.54718162e-11
 3.55556768e-11]",[-0.34327745 -0.20833268 -0.05548441 -0.25826225 -0.07787129],[0.93006838 0.63283797 0.59651512 0.72016598 0.57552937],"[4.68258074e-06 6.96055965e-06 8.61368805e-06 8.68766479e-06
 5.96295470e-06]",[0.03300781 0.0327474  0.03417969 0.03313802 0.03404948],"[2.04325430e-12 4.79980158e-12 7.70265913e-12 7.32193542e-12
 3.67342316e-12]",[0.30794332 0.30457946 0.3042789  0.30550661 0.30406853],"[2.13170705e-12 5.09221904e-12 8.14402963e-12 7.73562798e-12
 3.89214855e-12]",[0.32127423 0.3231353  0.32171441 0.32276786 0.32217358],"[2.67529202e-12 6.43383903e-12 1.04128343e-11 9.74559080e-12
 4.96631484e-12]",[0.4031991  0.40827004 0.41133922 0.40663325 0.41108796],"[1.21317349e-12 2.84300308e-12 4.47575996e-12 4.34720445e-12
 2.14301045e-12]",[0.18284003 0.18040753 0.17680639 0.18138642 0.17738823],"[4.16949748e-14 9.95426307e-14 1.63386377e-13 1.50872406e-13
 7.76548154e-14]",[0.00628394 0.00631664 0.00645427 0.00629513 0.0064279 ],560
"[2.28504336e-08 3.33357195e-08 3.89211892e-08 4.20251317e-08
 2.72542729e-08]","[5.34156867e-06 8.20837462e-06 1.02850092e-05 1.01411176e-05
 7.12121721e-06]","[2.85323558e-11 6.73774139e-11 1.05781414e-10 1.02842265e-10
 5.07117345e-11]",[0.05788244 0.05678546 0.05675056 0.05707537 0.05667056],[2.06051045 2.03018361 1.96878197 2.04391512 1.97966451],"[5.34161754e-06 8.20844231e-06 1.02850828e-05 1.01412046e-05
 7.12126936e-06]",[0.02714844 0.02740885 0.02773437 0.02727865 0.02760417],"[6.93797996e-12 1.65132779e-11 2.61066864e-11 2.51364573e-11
 1.25046125e-11]",[0.55494052 0.55840126 0.56131458 0.55721436 0.56096244],"[5.16391273e-12 1.21787184e-11 1.90645217e-11 1.86003580e-11
 9.14452051e-12]",[0.41304017 0.41182688 0.40990243 0.41232487 0.41022723],"[2.03140352e-12 4.74408477e-12 7.35735461e-12 7.27073555e-12
 3.53337949e-12]",[0.16248362 0.1604226  0.15818899 0.16117459 0.15850897],"[1.08907547e-12 2.54544518e-12 4.00794534e-12 3.89503526e-12
 1.91848898e-12]",[0.08711067 0.08607496 0.08617402 0.08634349 0.08606426],"[1.99095922e-14 4.53344216e-14 7.05261121e-14 6.99249728e-14
 3.37690242e-14]",[0.00159249 0.001533   0.00151637 0.00155007 0.00151489],561
"[1.82718002e-08 3.64230352e-08 5.79650027e-08 4.11547206e-08
 3.88567236e-08]","[5.49343175e-06 8.46670582e-06 1.06583574e-05 1.04476165e-05
 7.37397253e-06]","[3.01777924e-11 7.16851074e-11 1.13600581e-10 1.09152690e-10
 5.43754709e-11]",[-0.06983992 -0.08129186 -0.09426121 -0.07705889 -0.0923888 ],[0.45118577 0.42804653 0.40556599 0.43638765 0.40843339],"[5.49346214e-06 8.46678416e-06 1.06585150e-05 1.04476975e-05
 7.37407491e-06]",[0.02408854 0.02304688 0.02298177 0.02330729 0.02285156],"[6.65417614e-12 1.58871147e-11 2.53033047e-11 2.41471399e-11
 1.21033321e-11]",[0.60068196 0.60709477 0.61287226 0.60485916 0.6121398 ],"[4.59191386e-12 1.09032475e-11 1.72972404e-11 1.66022281e-11
 8.27716077e-12]",[0.4145186  0.41664611 0.41895709 0.41586746 0.41862683],"[1.54613153e-12 3.59709654e-12 5.59463117e-12 5.51704083e-12
 2.68423249e-12]",[0.1395715  0.13745595 0.13550776 0.13819577 0.13575811],"[9.04616011e-13 2.03957830e-12 3.08844689e-12 3.16249332e-12
 1.48653235e-12]",[0.08166098 0.07793846 0.07480538 0.07921696 0.07518307],"[1.41177388e-14 3.12402618e-14 4.70787573e-14 4.87151400e-14
 2.26445389e-14]",[0.00127443 0.00119379 0.0011403  0.00122026 0.00114527],562
"[-3.38890352e-08 -5.58310127e-08 -7.52927464e-08 -6.72682576e-08
 -5.15873030e-08]","[6.59035508e-06 1.01540796e-05 1.27599183e-05 1.25328443e-05
 8.83113926e-06]","[4.34327800e-11 1.03105332e-10 1.62815515e-10 1.57072187e-10
 7.79890205e-11]",[-0.42544084 -0.42816992 -0.4271812  -0.42753367 -0.42764745],[2.01308895 2.07458441 2.1458289  2.05174009 2.13533947],"[6.59044221e-06 1.01542331e-05 1.27601405e-05 1.25330249e-05
 8.83128993e-06]",[0.02148438 0.021875   0.02213542 0.02174479 0.02200521],"[1.18938023e-11 2.82799886e-11 4.46863029e-11 4.30611090e-11
 2.14047126e-11]",[0.66915727 0.66981883 0.66952805 0.66966765 0.66964853],"[7.36808791e-12 1.75022973e-11 2.76495072e-11 2.66576759e-11
 1.32436954e-11]",[0.41453603 0.41454643 0.41426834 0.41456859 0.41433031],"[1.95211315e-12 4.66682001e-12 7.44742968e-12 7.08949034e-12
 3.56117697e-12]",[0.10982785 0.11053484 0.1115837  0.11025267 0.11141177],"[1.17031857e-12 2.73082179e-12 4.27685736e-12 4.18253919e-12
 2.04934111e-12]",[0.0658433  0.06468022 0.0640795  0.06504503 0.06411384],"[1.43504427e-14 3.26306930e-14 5.08083909e-14 5.03564500e-14
 2.43220891e-14]",[0.00080737 0.00077287 0.00076125 0.00078312 0.00076092],563
"[-1.40294661e-08 -2.08027311e-08 -2.48131009e-08 -2.60604802e-08
 -1.73196458e-08]","[6.87747018e-06 1.06926870e-05 1.35765779e-05 1.31535263e-05
 9.38203269e-06]","[4.72995961e-11 1.14333556e-10 1.84323468e-10 1.73015255e-10
 8.80225374e-11]",[-0.03592715 -0.08460211 -0.14451209 -0.06617564 -0.13543396],[1.62539477 1.71765462 1.83666886 1.68213728 1.81838024],"[6.87748449e-06 1.06927073e-05 1.35766006e-05 1.31535522e-05
 9.38204867e-06]",[0.02115885 0.01985677 0.01972656 0.02050781 0.01959635],"[1.39524962e-11 3.40895608e-11 5.55852455e-11 5.13864934e-11
 2.65017625e-11]",[0.71335152 0.71956293 0.72570854 0.71735422 0.72487295],"[8.11336466e-12 1.95684420e-11 3.14775538e-11 2.96352825e-11
 1.50364587e-11]",[0.4148133  0.41305095 0.41096391 0.41370783 0.41127537],"[1.72192564e-12 4.04805183e-12 6.34239753e-12 6.18732416e-12
 3.04076121e-12]",[0.08803717 0.08544633 0.08280492 0.0863749  0.08317053],"[8.70670053e-13 2.04869293e-12 3.24514680e-12 3.12761717e-12
 1.55220352e-12]",[0.04451489 0.04324384 0.04236791 0.04366146 0.04245568],"[1.65603292e-14 3.64051236e-14 5.40441145e-14 5.69387281e-14
 2.60701234e-14]",[0.00084668 0.00076844 0.00070559 0.00079486 0.00071307],564
"[-6.66061747e-08 -1.00633064e-07 -1.22983295e-07 -1.25169044e-07
 -8.54992767e-08]","[5.48296630e-06 8.45672729e-06 1.07039384e-05 1.04280885e-05
 7.39719179e-06]","[3.00629194e-11 7.15162365e-11 1.14574298e-10 1.08745029e-10
 5.47184464e-11]",[-0.04059477 -0.02601638 -0.0160584  -0.03096925 -0.01687678],[1.89473997 2.04858844 2.34713893 1.97979069 2.29537718],"[5.48337084e-06 8.45732603e-06 1.07046449e-05 1.04288397e-05
 7.39768589e-06]",[0.02532552 0.02558594 0.02584635 0.02558594 0.02597656],"[6.51843581e-12 1.54963941e-11 2.45758858e-11 2.35891970e-11
 1.17623501e-11]",[0.56337805 0.56281914 0.56170141 0.56307021 0.56190222],"[5.08021013e-12 1.21135535e-11 1.92439461e-11 1.84220547e-11
 9.20918914e-12]",[0.43907449 0.43995653 0.43983569 0.43973138 0.43993452],"[1.73982453e-12 4.09223819e-12 6.41960852e-12 6.25330311e-12
 3.07706230e-12]",[0.15037027 0.14862748 0.14672526 0.14926531 0.14699513],"[9.53591674e-13 2.28816908e-12 3.70410074e-12 3.46796532e-12
 1.76627323e-12]",[0.08241741 0.08310484 0.08466017 0.08277976 0.08437709],"[4.23487780e-14 1.02455667e-13 1.67150262e-13 1.54815973e-13
 7.96251681e-14]",[0.00366014 0.00372112 0.00382035 0.00369543 0.00380379],565
"[1.55963904e-07 2.59039139e-07 3.52257504e-07 3.11189559e-07
 2.41075986e-07]","[1.19104643e-05 1.75898610e-05 2.14673971e-05 2.20203933e-05
 1.48979123e-05]","[1.41859159e-10 3.09403210e-10 4.60849138e-10 4.84897722e-10
 2.21947792e-10]",[-0.50723698 -0.4725445  -0.40808057 -0.4874405  -0.41946815],[0.65525529 0.27871732 0.07903808 0.39888369 0.09162782],"[1.19114854e-05 1.75917683e-05 2.14702870e-05 2.20225921e-05
 1.48998627e-05]",[0.02395833 0.02369792 0.02460937 0.02369792 0.025     ],"[1.29055070e-11 2.71853714e-11 3.97652162e-11 4.30946315e-11
 1.91636235e-11]",[0.53113648 0.50716569 0.48495997 0.51579643 0.48763497],"[4.02172088e-12 8.98465895e-12 1.44198583e-11 1.38963811e-11
 6.84742844e-12]",[0.16551714 0.16761628 0.17585857 0.16632475 0.17423874],"[3.27599418e-12 7.71876670e-12 1.25029040e-11 1.17552294e-11
 5.95224623e-12]",[0.13482617 0.14400001 0.15248019 0.14069747 0.15146005],"[5.57773368e-12 1.32579079e-11 2.15592295e-11 2.01363784e-11
 1.02624757e-11]",[0.2295561  0.24733729 0.26292736 0.24101081 0.26113757],"[3.46448809e-13 8.49789177e-13 1.44397243e-12 1.27458212e-12
 6.82630051e-13]",[0.01425838 0.01585352 0.01761008 0.01525538 0.01737011],566
"[-1.32219206e-07 -2.28168182e-07 -3.22166712e-07 -2.70437326e-07
 -2.19338797e-07]","[1.16386303e-05 1.76248367e-05 2.20857908e-05 2.18612175e-05
 1.52725867e-05]","[1.35457715e-10 3.10634867e-10 4.87782157e-10 4.77912830e-10
 2.33251906e-10]",[0.00075816 0.0254273  0.05115662 0.01613671 0.04792764],[-0.92602177 -1.02607783 -0.94484435 -1.00916511 -0.96767473],"[1.16393813e-05 1.76263135e-05 2.20881405e-05 2.18628902e-05
 1.52741617e-05]",[0.02089844 0.01985677 0.01972656 0.02063802 0.01933594],"[7.94336056e-12 1.80931517e-11 2.89797778e-11 2.78387244e-11
 1.37905756e-11]",[0.46400511 0.46217478 0.46084831 0.4627967  0.46097761],"[2.60543047e-12 6.16660934e-12 1.04658477e-11 9.33856929e-12
 4.93543345e-12]",[0.15219416 0.157521   0.1664322  0.1552463  0.16497675],"[2.85516256e-12 6.45940120e-12 1.02155338e-11 9.96864760e-12
 4.87166637e-12]",[0.16678206 0.16500013 0.16245161 0.16572085 0.1628452 ],"[4.67230163e-12 1.07974392e-11 1.74348489e-11 1.65355209e-11
 8.29242088e-12]",[0.2729288  0.27581176 0.27725612 0.27488991 0.27719077],"[3.76260969e-13 9.29447136e-13 1.62213269e-12 1.38778949e-12
 7.63061870e-13]",[0.02197899 0.02374197 0.02579582 0.0230709  0.02550687],567
"[4.47767213e-08 7.09371619e-08 9.16956874e-08 8.66872909e-08
 6.32140569e-08]","[3.78404800e-06 5.83202280e-06 7.34904260e-06 7.19589897e-06
 5.08330892e-06]","[1.43190193e-11 3.40124899e-11 5.40084272e-11 5.17809620e-11
 2.58400296e-11]",[-0.0785585  -0.08230463 -0.0854924  -0.08101819 -0.08513519],[0.49422468 0.48227407 0.46520342 0.48702112 0.46793921],"[3.78431291e-06 5.83245420e-06 7.34961463e-06 7.19642110e-06
 5.08370196e-06]",[0.03977865 0.03964844 0.04029948 0.03977865 0.04003906],"[1.27790394e-12 3.05335206e-12 4.88125418e-12 4.63830807e-12
 2.33307241e-12]",[0.2107712  0.2113238  0.21198703 0.2111165  0.2118858 ],"[1.58494876e-12 3.78221402e-12 6.01777392e-12 5.74994927e-12
 2.87897906e-12]",[0.26141367 0.26176865 0.26134473 0.26171378 0.26146414],"[3.21393801e-12 7.65124769e-12 1.21552770e-11 1.16407806e-11
 5.81610234e-12]",[0.53009116 0.52954613 0.52788914 0.52983993 0.52820885],"[1.02121047e-12 2.43031559e-12 3.89229109e-12 3.69522233e-12
 1.85905801e-12]",[0.16843344 0.16820318 0.16903755 0.16819115 0.16883659],"[3.54345644e-14 8.49914806e-14 1.37590299e-13 1.28809770e-13
 6.56035277e-14]",[0.0058444  0.0058823  0.00597538 0.00586289 0.005958  ],568
"[-1.49457487e-08 -2.52856169e-08 -3.50244018e-08 -3.01786553e-08
 -2.39089479e-08]","[3.87591534e-06 5.97181848e-06 7.52135071e-06 7.36930450e-06
 5.20297121e-06]","[1.50227197e-11 3.56626160e-11 5.65707165e-11 5.43066488e-11
 2.70709094e-11]",[-0.03553858 -0.03994515 -0.03981056 -0.03879756 -0.04020933],[0.23545875 0.2594586  0.29211359 0.25010052 0.28698985],"[3.87594415e-06 5.97187201e-06 7.52143226e-06 7.36936630e-06
 5.20302615e-06]",[0.04088542 0.04023438 0.04075521 0.04049479 0.04049479],"[1.39029320e-12 3.29274818e-12 5.18579624e-12 5.02060970e-12
 2.48503181e-12]",[0.20796896 0.20701682 0.20505768 0.20745196 0.20540939],"[2.11515633e-12 4.98625675e-12 7.80325577e-12 7.61644566e-12
 3.74309719e-12]",[0.31639863 0.3134886  0.30855773 0.3147121  0.30939938],"[3.25736416e-12 7.78421038e-12 1.24450112e-11 1.18242488e-11
 5.94836067e-12]",[0.48725739 0.48939742 0.49210285 0.48857883 0.49168349],"[1.30634656e-12 3.10153556e-12 4.94727407e-12 4.72041585e-12
 2.36458883e-12]",[0.19541168 0.19499518 0.19562599 0.19504793 0.19545373],"[3.61562799e-14 8.73439274e-14 1.42649150e-13 1.32031190e-13
 6.79321186e-14]",[0.00540849 0.00549136 0.00564066 0.00545554 0.00561518],569
"[-8.12751165e-09 -1.01565134e-08 -9.17206182e-09 -1.36284177e-08
 -6.72534321e-09]","[4.54598325e-06 6.96686992e-06 8.71045546e-06 8.61520692e-06
 6.03252489e-06]","[2.06659637e-11 4.85372765e-11 7.58720343e-11 7.42217903e-11
 3.63913566e-11]",[-0.03140642 -0.03234876 -0.02953643 -0.03234046 -0.03024462],[-0.08587869 -0.06857495 -0.04196785 -0.0756026  -0.04634143],"[4.54599051e-06 6.96687732e-06 8.71046029e-06 8.61521770e-06
 6.03252864e-06]",[0.03216146 0.03125    0.03190104 0.03151042 0.03177083],"[2.92475176e-12 6.93121635e-12 1.09346140e-11 1.05648882e-11
 5.23808736e-12]",[0.35178439 0.35313969 0.35367272 0.35273025 0.3536706 ],"[2.93990736e-12 6.94842398e-12 1.09332534e-11 1.06010096e-11
 5.23931284e-12]",[0.35360728 0.3540164  0.35362871 0.35393624 0.35375335],"[2.94101585e-12 6.94395977e-12 1.09359688e-11 1.05963248e-11
 5.23907603e-12]",[0.35374061 0.35378896 0.35371654 0.35377982 0.35373736],"[1.27897572e-12 2.99816394e-12 4.73474798e-12 4.58296531e-12
 2.26546387e-12]",[0.15383312 0.15275395 0.15314223 0.1530116  0.15296193],"[2.67849192e-14 6.00456541e-14 9.12334367e-14 9.32182313e-14
 4.38500904e-14]",[0.00322165 0.00305928 0.00295088 0.00311228 0.00296072],570
"[1.54533479e-08 2.36780368e-08 2.94419917e-08 2.92925652e-08
 2.04166906e-08]","[4.83740096e-06 7.44256904e-06 9.35466992e-06 9.18943059e-06
 6.47325284e-06]","[2.34004481e-11 5.53918340e-11 8.75098494e-11 8.44456345e-11
 4.19030024e-11]",[0.15742386 0.17706415 0.20012255 0.16972996 0.19671388],[0.25601873 0.32531279 0.44103069 0.29635778 0.4214178 ],"[4.83742564e-06 7.44260671e-06 9.35471625e-06 9.18947727e-06
 6.47328504e-06]",[0.02604167 0.02565104 0.02578125 0.02565104 0.02591146],"[5.76002577e-12 1.37215144e-11 2.17811219e-11 2.08743405e-11
 1.04242222e-11]",[0.58264622 0.5844424  0.58499545 0.58391431 0.58502533],"[4.18939786e-12 9.87539189e-12 1.55049963e-11 1.50805778e-11
 7.43184485e-12]",[0.42377186 0.42062396 0.41643182 0.42184639 0.41708795],"[1.42977401e-12 3.35711024e-12 5.27500620e-12 5.13163935e-12
 2.52713060e-12]",[0.14462651 0.14298987 0.14167565 0.14354646 0.14182693],"[1.00003798e-12 2.37136160e-12 3.79843436e-12 3.60892208e-12
 1.81358841e-12]",[0.10115725 0.10100374 0.10201801 0.10095175 0.10178171],"[1.72410514e-14 3.83962041e-14 5.81738335e-14 5.97410646e-14
 2.79638408e-14]",[0.00174399 0.00163541 0.00156243 0.00167113 0.00156938],571
"[4.44063915e-09 7.43096226e-09 1.01831014e-08 8.90433203e-09
 6.96185043e-09]","[8.10706950e-06 1.22575903e-05 1.54043316e-05 1.52065553e-05
 1.06441547e-05]","[6.57245758e-11 1.50248520e-10 2.37293433e-10 2.31239324e-10
 1.13298030e-10]",[-0.19508439 -0.33834097 -0.46529916 -0.28689688 -0.45083967],[0.5580332  0.61317439 0.81203674 0.57246941 0.77947459],"[8.10707071e-06 1.22575926e-05 1.54043350e-05 1.52065579e-05
 1.06441570e-05]",[0.03046875 0.03151042 0.03203125 0.03125    0.03229167],"[5.32076345e-12 1.19577804e-11 1.94911365e-11 1.84379404e-11
 9.23002680e-12]",[0.42445955 0.41038488 0.40887059 0.41435815 0.40802626],"[2.43446402e-12 5.68878835e-12 9.57098812e-12 8.65206426e-12
 4.51707644e-12]",[0.19420738 0.19523629 0.20077308 0.19443893 0.19968369],"[2.92500680e-12 6.95439614e-12 1.12246971e-11 1.05689246e-11
 5.35179702e-12]",[0.23334002 0.2386713  0.23546336 0.23751677 0.23658368],"[2.96255337e-12 7.10073044e-12 1.16130288e-11 1.07550378e-11
 5.52495174e-12]",[0.23633527 0.24369342 0.2436095  0.24169932 0.24423823],"[1.78346072e-13 4.27092130e-13 7.19988540e-13 6.45162762e-13
 3.40322449e-13]",[0.01422741 0.01465758 0.01510339 0.01449882 0.01504443],572
"[-1.99294792e-08 -3.08215681e-08 -3.87445987e-08 -3.80025620e-08
 -2.68208948e-08]","[4.49368811e-06 6.93718796e-06 8.73794291e-06 8.55604847e-06
 6.04536474e-06]","[2.01932328e-11 4.81245768e-11 7.63516463e-11 7.32059655e-11
 3.65464349e-11]",[-0.14937351 -0.1439793  -0.13612431 -0.14613555 -0.13738971],[0.39184172 0.38202346 0.3626405  0.38638813 0.36607795],"[4.49373230e-06 6.93725643e-06 8.73802881e-06 8.55613287e-06
 6.04542424e-06]",[0.0389974  0.03873698 0.03990885 0.03847656 0.03925781],"[1.89163267e-12 4.52903747e-12 7.22631702e-12 6.87754410e-12
 3.45598009e-12]",[0.21444488 0.21483006 0.21536693 0.21468168 0.21528182],"[2.74793051e-12 6.54697144e-12 1.03727310e-11 9.96116251e-12
 4.96639492e-12]",[0.31151906 0.3105486  0.30913994 0.31093644 0.30936941],"[4.71026909e-12 1.12467499e-11 1.78427105e-11 1.70996265e-11
 8.54192407e-12]",[0.53397951 0.53347758 0.53176877 0.5337627  0.53209825],"[1.34150446e-12 3.21481991e-12 5.16237326e-12 4.87774149e-12
 2.46564820e-12]",[0.15207961 0.15249155 0.15385493 0.15225809 0.15359152],"[5.80905091e-14 1.42180970e-13 2.34225612e-13 2.14008323e-13
 1.11441723e-13]",[0.00658543 0.0067442  0.00698066 0.00668024 0.00694199],573
"[4.51278467e-08 6.70360108e-08 8.01693185e-08 8.39215447e-08
 5.59234612e-08]","[4.73992704e-06 7.29493263e-06 9.16344966e-06 9.00684840e-06
 6.34197994e-06]","[2.24669083e-11 5.32160421e-11 8.39688096e-11 8.11233182e-11
 4.02207096e-11]",[-0.00110541 -0.01592805 -0.03506763 -0.01022894 -0.03212442],[0.03423835 0.05552175 0.09369631 0.0463381  0.08711378],"[4.74014186e-06 7.29524064e-06 9.16380034e-06 9.00723937e-06
 6.34222650e-06]",[0.0281901  0.02753906 0.0281901  0.02792969 0.02832031],"[5.25679725e-12 1.25034491e-11 1.97700286e-11 1.90356334e-11
 9.46873090e-12]",[0.56552629 0.57091076 0.57562225 0.56904387 0.5750386 ],"[3.90428614e-12 9.19017905e-12 1.43698762e-11 1.40444712e-11
 6.89324481e-12]",[0.42002313 0.41962598 0.41839194 0.41983999 0.41862863],"[1.60756652e-12 3.70625518e-12 5.66971672e-12 5.70680469e-12
 2.72807095e-12]",[0.17294202 0.16922858 0.16507893 0.17059701 0.16567649],"[8.02206253e-13 1.87512876e-12 2.96592817e-12 2.86809018e-12
 1.41836933e-12]",[0.08630135 0.08561887 0.08635568 0.08573758 0.08613795],"[3.64336229e-14 8.69680305e-14 1.39794000e-13 1.32093816e-13
 6.67344907e-14]",[0.00391953 0.00397098 0.00407023 0.00394876 0.0040528 ],574
"[-4.14643455e-08 -6.25205642e-08 -7.62118364e-08 -7.78251179e-08
 -5.30057240e-08]","[6.05731731e-06 9.29929460e-06 1.16384201e-05 1.14930588e-05
 8.05971729e-06]","[3.66910930e-11 8.64768800e-11 1.35452821e-10 1.32090401e-10
 6.49590428e-11]",[0.04802321 0.0761163  0.10497915 0.06599249 0.10096599],[1.51329608 1.40892609 1.2810421  1.44838266 1.3003548 ],"[6.05745923e-06 9.29950476e-06 1.16386696e-05 1.14933223e-05
 8.05989159e-06]",[0.02291667 0.02278646 0.02421875 0.02304688 0.02395833],"[1.01718025e-11 2.39255803e-11 3.73419454e-11 3.65768504e-11
 1.79192164e-11]",[0.67670259 0.67705963 0.67637867 0.67702257 0.67656108],"[7.00050335e-12 1.65018806e-11 2.58577682e-11 2.52040842e-11
 1.23996909e-11]",[0.46572461 0.46697957 0.46836453 0.46651731 0.46816491],"[1.46613039e-12 3.40638530e-12 5.27229650e-12 5.22871549e-12
 2.53202498e-12]",[0.0975377  0.09639582 0.09549767 0.09678139 0.09559958],"[7.69903361e-13 1.79511292e-12 2.81488578e-12 2.74980214e-12
 1.34831961e-12]",[0.05121959 0.05079912 0.05098633 0.05089771 0.05090739],"[2.26572092e-14 5.36291058e-14 8.60595031e-14 8.16498785e-14
 4.10658008e-14]",[0.00150732 0.00151763 0.00155881 0.00151131 0.00155049],575
"[1.67268084e-08 2.94940017e-08 4.24847403e-08 3.46983589e-08
 2.88457031e-08]","[6.35066707e-06 9.83549797e-06 1.24339435e-05 1.21163102e-05
 8.59787550e-06]","[4.03309723e-11 9.67370204e-11 1.54602951e-10 1.46804974e-10
 7.39234632e-11]",[0.01017599 0.01116087 0.012684   0.01071592 0.01244711],[1.36259694 1.39661152 1.44283447 1.38349723 1.43538003],"[6.35068910e-06 9.83554220e-06 1.24340161e-05 1.21163599e-05
 8.59792389e-06]",[0.02460937 0.025      0.02408854 0.02526042 0.02395833],"[1.14848665e-11 2.78842621e-11 4.51338921e-11 4.21307854e-11
 2.15421822e-11]",[0.65807844 0.66277343 0.6671409  0.66112532 0.66656766],"[7.80025167e-12 1.88148040e-11 3.02437439e-11 2.84951055e-11
 1.44493327e-11]",[0.44695142 0.44720395 0.44704406 0.44715131 0.4470976 ],"[2.07609810e-12 4.86514094e-12 7.59144391e-12 7.44535028e-12
 3.64195791e-12]",[0.11895962 0.11563821 0.11221196 0.11683403 0.11269106],"[1.01642020e-12 2.40540971e-12 3.83631340e-12 3.66432254e-12
 1.83314995e-12]",[0.05824049 0.05717353 0.05670598 0.05750134 0.05672213],"[3.05099965e-14 6.80808474e-14 1.02387083e-13 1.05939271e-13
 4.93105228e-14]",[0.00174821 0.0016182  0.00151342 0.00166242 0.00152579],576
