epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
271,"[0.9623619971657309, 0.9630387092749557, 0.9628957509965352, 0.9628562368097903, 0.9629969411678584]","[-22.3917953101358, -21.54405120404895, -21.1050432756782, -21.117000153952436, -21.838575191891607]","[0.4305342665551843, 0.42345199419239615, 0.4149749874206173, 0.4260886084064947, 0.4162713654160912]"
272,"[0.9576939611476398, 0.9586145512473611, 0.9591316550497524, 0.9582985418322447, 0.959119155665127]","[-21.707443685211526, -20.840161622613454, -20.377390543100624, -20.420470540750237, -21.114508920216945]","[0.3713749200685692, 0.36857067315269576, 0.37108161831862346, 0.36938601803486126, 0.37010943517648953]"
273,"[0.95390606482714, 0.9545096676915067, 0.9550174384319298, 0.9543120847768075, 0.9549576706804372]","[-22.31848156195344, -21.447919050591384, -20.98428198546547, -21.02918491025924, -21.721320307059244]","[0.5333606932864332, 0.5502632296387066, 0.5706674280904994, 0.5434412699312144, 0.5677328830681849]"
274,"[0.9592233775465288, 0.9594964214491274, 0.9592686346044262, 0.9593987284956291, 0.9593643589872877]","[-22.295379361854117, -21.429911749816455, -20.97217844643119, -21.009282998531223, -21.708347133537984]","[0.5298401699625509, 0.5399024810451692, 0.5522925241969564, 0.5363231953166928, 0.5503219071651226]"
275,"[0.9591805852481455, 0.9600222700486675, 0.9601790907180928, 0.9597552028820059, 0.9601871126569681]","[-22.39193768811103, -21.532979122590696, -21.081166045574633, -21.110078949101883, -21.81656851698524]","[0.2837640325484387, 0.29106490408990254, 0.2993881155982404, 0.2884018522385729, 0.2981460127543272]"
276,"[0.9626024112085214, 0.9634256110365098, 0.9637580218080882, 0.9631765641380139, 0.9637402876060323]","[-22.133396196037527, -21.263862989976708, -20.80200287929284, -20.84469435286023, -21.538735613566555]","[0.1683191210178796, 0.16539461509408698, 0.16061409074864638, 0.1669205444778492, 0.16132521377113937]"
277,"[0.9651737309321926, 0.965690217638792, 0.9654303280120213, 0.9655327560697256, 0.965573248945747]","[-22.033208307736285, -21.17161452907945, -20.7175442767896, -20.74962252887114, -21.453225901922412]","[0.4711516382762916, 0.464547258718935, 0.45584791223250554, 0.46700091143271405, 0.4570020681455287]"
278,"[0.9653679837833823, 0.9656320191377153, 0.9656566907541302, 0.9655239807116204, 0.9656706587355384]","[-21.91492514564659, -21.05444043432648, -20.60368989773429, -20.6318586925448, -21.33873770675609]","[0.47534653034278557, 0.48651569569812836, 0.5001599964972757, 0.48228717001822474, 0.4980958426017998]"
279,"[0.9666626607483981, 0.9671070476421321, 0.9673334554166989, 0.9669425680736068, 0.9673195673194734]","[-22.15638726757027, -21.29650798790666, -20.842239081668463, -20.874071290668336, -21.57810295104596]","[0.25925190832434275, 0.2442520572572014, 0.22743008967236802, 0.24976245876735467, 0.22990687962248985]"
280,"[0.9674099943892875, 0.9678086206377231, 0.9680294521728441, 0.9677135100346407, 0.9680040982850078]","[-21.92210424662347, -21.04996192365949, -20.581549976464533, -20.63208504019082, -21.319500797882508]","[0.17081521997237123, 0.16761125186734238, 0.1636493028273203, 0.16882188964877903, 0.16425424010987355]"
281,"[0.9701559889946485, 0.9705389212472602, 0.970433605200951, 0.9704357948262677, 0.9704779841018468]","[-21.71952949293919, -20.871477969180766, -20.4314990332302, -20.444595759751174, -21.165213191333176]","[0.5287395574359338, 0.49394432554847684, 0.45118006279617506, 0.5072901636305869, 0.45764123642536714]"
282,"[0.9705970647636689, 0.9711933883900078, 0.9713512300397779, 0.9710260893486197, 0.9713478210341673]","[-21.815716546365746, -20.965350823431503, -20.525024173246315, -20.539117254700823, -21.258619667561977]","[0.322534213646555, 0.31878717761521225, 0.3141819548005891, 0.3202579729673897, 0.31378480271656783]"
283,"[0.9694016395907797, 0.9698075796363327, 0.9695852464617538, 0.9697343455321448, 0.9696747973301253]","[-21.64711856589143, -20.80771991457916, -20.377081662701798, -20.377673133436467, -21.109476415876834]","[0.4216441179642724, 0.4183885844877023, 0.4139565931422351, 0.41963816342714494, 0.4146526528093998]"
284,"[0.9680924057933035, 0.9682409131433315, 0.968229601644484, 0.968214021038208, 0.9682373042663617]","[-21.851290386971762, -20.972666223915915, -20.496819065941047, -20.557196873178377, -21.235865008967025]","[0.4520485964794112, 0.4608398982884708, 0.47149445444810534, 0.45738124556847903, 0.46988060091217654]"
285,"[0.9712242290685126, 0.9711723379114655, 0.9705294321650857, 0.9712574347988753, 0.9706507566421914]","[-21.6296168635031, -20.785919463883026, -20.352293104339807, -20.35729920829141, -21.084978934951273]","[0.4270264882167136, 0.41519848638226176, 0.39970540001003296, 0.4200203239920918, 0.4020535543932316]"
286,"[0.9697533260326947, 0.9701330277806349, 0.9701969994198049, 0.97001318032655, 0.970274036255436]","[-21.672785972154532, -20.81646985529123, -20.370112453401422, -20.392372957534878, -21.10453683956468]","[0.24308589210880197, 0.23860562854846895, 0.2347960540280893, 0.24018387091398977, 0.23469325585914289]"
287,"[0.9674776900282496, 0.967868660389622, 0.9679209724071516, 0.9677469895446225, 0.9679702462467076]","[-21.625315716246714, -20.78174493182964, -20.348955773181206, -20.353018471178633, -21.08146158315224]","[0.3306907124211815, 0.33496663494144513, 0.3404883180524832, 0.33334626428432435, 0.33958678046152063]"
288,"[0.972128907770477, 0.9720243445630048, 0.9718231434149243, 0.9721017102670461, 0.9719169929312896]","[-21.409304560425387, -20.56924242813803, -20.142585602032998, -20.139034084400983, -20.874034844068426]","[0.3202223442077921, 0.31209801910767243, 0.3020785335061597, 0.31516478513402263, 0.30360896379032415]"
289,"[0.9726779742673101, 0.9728478882878878, 0.9724374657505116, 0.9728299379948836, 0.9725466513169746]","[-21.79322315553982, -20.94196579760025, -20.499814159051496, -20.516133262929777, -21.233737731850084]","[0.36261673092082414, 0.3601026448799336, 0.3574976252165423, 0.3609417450626491, 0.3579515166042764]"
290,"[0.9701667271178349, 0.9708135872816405, 0.9706080460609497, 0.9706849873392661, 0.9707076242352884]","[-21.54733832922752, -20.691267616306025, -20.24468340979931, -20.267128593412938, -20.979175827633888]","[0.42537629988673453, 0.4307224548478562, 0.4363857598858047, 0.42874891032234563, 0.4358379325400641]"
291,"[0.9696070816479602, 0.9700659114692647, 0.9701678333981043, 0.9699252724588721, 0.9701603589277696]","[-21.59047904755132, -20.746679520046257, -20.313003481032116, -20.318093496338697, -21.04569095006111]","[0.2989873116731888, 0.315277124916636, 0.33940532887592373, 0.3089078146996662, 0.3353188138681041]"
292,"[0.9694745971009382, 0.9697486399779778, 0.9691542369775347, 0.9697353675348127, 0.9692447844600532]","[-21.638965608913473, -20.78124586814241, -20.331154900998648, -20.35786296048153, -21.06628600292848]","[0.5388816565475387, 0.5432558658214142, 0.5472108649134741, 0.5417020141805716, 0.5466354157651471]"
293,"[0.9720876499427733, 0.972065854279872, 0.9715020630747222, 0.9720735324636567, 0.9717035705773034]","[-21.180984548351386, -20.334282884446974, -19.899427695995215, -19.906583786390733, -20.63212249340917]","[0.39435983725270973, 0.39926366034995037, 0.40366535620692406, 0.39779326911822877, 0.40296868048520434]"
294,"[0.9714253502049011, 0.9715269294742912, 0.9706210581457442, 0.9715603064087622, 0.9707890368806895]","[-21.602114761864385, -20.760374984243494, -20.327888481604298, -20.331123881346695, -21.06048566321006]","[0.40920304328066737, 0.4175430229493081, 0.427481765349804, 0.41442861074737547, 0.42598337981817413]"
295,"[0.9715122614669023, 0.9719501683500957, 0.971792120414367, 0.97182572870998, 0.9718514820702152]","[-21.400762504044152, -20.557605119895427, -20.125591623988115, -20.12869796207829, -20.85796491287892]","[0.36782964219800574, 0.3561951717481478, 0.34392166394538337, 0.3605166812025382, 0.34566395975238035]"
296,"[0.9723099607657375, 0.9720454094022037, 0.9712458195427437, 0.9722032240942194, 0.9713991902511283]","[-21.390447694911582, -20.553916551928673, -20.130722462789358, -20.12244641040118, -20.861706449487933]","[0.2194563463091565, 0.21926614766204294, 0.2195983921811827, 0.219406935835479, 0.21973496652718702]"
297,"[0.9706039832537415, 0.9708564546050817, 0.9699599276689083, 0.9708246642313088, 0.970147635504404]","[-21.431728287213083, -20.608124053486957, -20.19540008460193, -20.17222870545719, -20.925189390225118]","[0.3761206127143801, 0.35739063462166226, 0.33489878235217857, 0.3645672892071626, 0.3383781645278087]"
298,"[0.9715289904600573, 0.9714424778961545, 0.9697462448789459, 0.9715571534344543, 0.9700368309354723]","[-21.18827454612297, -20.381080366514453, -19.99005108836564, -19.93884788593979, -20.716437872640068]","[0.3545669239079191, 0.3535719773493164, 0.35255448751085755, 0.35393057556875607, 0.3526959554932071]"
299,"[0.9721187346455427, 0.9721258899709031, 0.9707936216942359, 0.9722323636644112, 0.9710052724391177]","[-21.367866549107227, -20.551208150732904, -20.146954569799266, -20.112689153422284, -20.875464149486675]","[0.2867890364369656, 0.2828864018859198, 0.2777591880507233, 0.28435935917953953, 0.2785806682868985]"
300,"[0.97301835599119, 0.9732132107194399, 0.9726173705306508, 0.9731580027248156, 0.9727661524117359]","[-21.145294878439227, -20.312627097255078, -19.89219858798211, -19.879867818233876, -20.62290563574817]","[0.38724209122972875, 0.38634661416394817, 0.38504942048440655, 0.38669462808289845, 0.38530585597615524]"
301,"[0.973576455674096, 0.9737113463756517, 0.9731061904836003, 0.9737824187382781, 0.9733011909454121]","[-21.167993489000374, -20.312003551283926, -19.865696164213766, -19.887814397238962, -20.600134477486]","[0.17206741419697597, 0.17035581746447392, 0.16834194842444744, 0.17099230020292067, 0.16864434946548712]"
302,"[0.9709822395826876, 0.9712967966781686, 0.9705533233823506, 0.9712448700228604, 0.9707361131261766]","[-21.136470589942373, -20.321657844280413, -19.921816389187537, -19.882264602793732, -20.649496358311676]","[0.3629217546713511, 0.363049029774883, 0.36406323080310454, 0.3629799922954043, 0.3623472297593729]"
303,"[0.9710238721168345, 0.971181725886948, 0.9709454548959845, 0.9711353201063718, 0.9710303915578304]","[-21.40035025747736, -20.563374959717038, -20.136982844254025, -20.13230417936897, -20.86863662248536]","[0.309479459267756, 0.31077787457611084, 0.31350167197814405, 0.31025720814828667, 0.31298336743106586]"
304,"[0.9717584083667966, 0.9715539804177348, 0.9705381028596799, 0.9716780745393485, 0.970747550229299]","[-21.563366094753032, -20.71913951855197, -20.284286932766374, -20.290771394570307, -21.017198205587988]","[0.306852614960011, 0.3139430653431996, 0.3204247264589557, 0.3129185702193628, 0.3190943649967417]"
305,"[0.9687328544885773, 0.9686792151454495, 0.9680889801573749, 0.9688147655838785, 0.9681937509817]","[-21.498988313197955, -20.675376655463666, -20.26296147971257, -20.239454817310932, -20.992673783854947]","[0.3972055312492001, 0.4017917439328818, 0.4067027894511988, 0.40006997161438124, 0.40595057556818964]"
306,"[0.9491357051988332, 0.9480519737944467, 0.9460697926724767, 0.9485152338832498, 0.9463593949298735]","[-21.275696265067598, -20.432064347687408, -19.995892102376775, -20.00364891142539, -20.72914695905972]","[0.4208346094713531, 0.4272707776131093, 0.43506893376414174, 0.4248756108478428, 0.4338584022944245]"
307,"[0.9548353944292718, 0.9557437907759326, 0.9560551804771742, 0.9554190708046854, 0.956068567249454]","[-21.45943061534676, -20.56218032715572, -20.066001646442185, -20.153516538360414, -20.807966749829493]","[0.3647476713726133, 0.3735115985874471, 0.3856678717748301, 0.37031381618712783, 0.3837332871599059]"
308,"[0.9527420688404719, 0.9532997666608969, 0.9536223119151045, 0.9531146150234536, 0.9536582876570798]","[-21.99256485350243, -21.1065869175652, -20.62342170352914, -20.693737853082997, -21.363461990324538]","[0.33447002463926967, 0.3299407627105425, 0.3305976200977736, 0.3316137218126085, 0.3302417918385707]"
309,"[0.9483089658195791, 0.9485033844780867, 0.9482349369144906, 0.9484691718648429, 0.9483226756334199]","[-22.61964273866734, -21.772876358901758, -21.33439863305999, -21.345509007381448, -22.06789742290358]","[0.3076987142541187, 0.30371844475463233, 0.2988069176366432, 0.30521476519002483, 0.2995726786296313]"
310,"[0.9555270567893395, 0.9561252634418083, 0.956220248178208, 0.9559379092471617, 0.9562613675773711]","[-22.277536668682142, -21.406124357030784, -20.939769663238263, -20.98786687777529, -21.677332849860363]","[0.38995691568817825, 0.3850430391830552, 0.3818726814486171, 0.3869133458857301, 0.38202891027844055]"
311,"[0.9508730207683002, 0.9513123732069277, 0.9516085429550093, 0.951171568259458, 0.9515945026294351]","[-22.358250256407796, -21.493110435079423, -21.032553262069538, -21.072656019313595, -21.769363588761287]","[0.634632153838919, 0.6434725061734854, 0.6604509466254121, 0.6387814256079117, 0.6574040668716639]"
312,"[0.9573107647622975, 0.9575125483836096, 0.9572571098840844, 0.957515915340647, 0.9572950248743876]","[-22.321758322670185, -21.456002993715824, -20.996794124020475, -21.035590509383134, -21.733258408507393]","[0.27347602379058156, 0.2742939217455008, 0.27518939720308655, 0.2740073672819436, 0.2750605422212422]"
313,"[0.9583748005445624, 0.9589087553927576, 0.9587746592019714, 0.958770602647984, 0.9588304625477609]","[-21.97499046247644, -21.090595555470287, -20.611760398818603, -20.67692708288663, -21.350989081087448]","[0.47178051318181485, 0.47554873001227754, 0.47609739694656616, 0.4752847265374766, 0.4762001334452121]"
314,"[0.9549972717306245, 0.9551118397163153, 0.9545076216855652, 0.9551442704066911, 0.9546336908635527]","[-22.460278501167597, -21.6009525437483, -21.149966771478738, -21.17807982475685, -21.885155485830847]","[0.42440664665273825, 0.42159404196708195, 0.4172064421956765, 0.42278207397979756, 0.41782317651643314]"
315,"[0.9524661121619928, 0.9533365676471188, 0.953746411568016, 0.9530799070184498, 0.9537050641833226]","[-22.390664386326186, -21.51906285497865, -21.053308762661587, -21.10079843237843, -21.79072348943461]","[0.4014463781586026, 0.4096589875534319, 0.41952550016623386, 0.40657318228580414, 0.41802831712125826]"
316,"[0.9538491149099799, 0.9542081463299481, 0.9541318440472818, 0.9541148460025248, 0.9541930666247245]","[-22.322553044017912, -21.46967044772383, -21.024629887566125, -21.044531309735575, -21.759052431249444]","[0.633042781024811, 0.6336653227251572, 0.6339192512610617, 0.6334452454386542, 0.6339809905689852]"
317,"[0.9556822554823337, 0.9557337046224575, 0.9555992995040063, 0.9557117716311097, 0.9556412885571564]","[-22.26532211820825, -21.386297026118033, -20.911132072634036, -20.970862117034567, -21.64999134826895]","[0.42285822217043434, 0.425145392473736, 0.42866964971564053, 0.4243028630170929, 0.4279329928344181]"
318,"[0.9565854219217591, 0.9566750516860923, 0.9564582682915739, 0.956694043616212, 0.9565283370709925]","[-22.51606525166015, -21.658171152930414, -21.209463549484497, -21.23470685615706, -21.944276544625506]","[0.5258379983790945, 0.5205581073194565, 0.51389746258801, 0.5226379744640829, 0.5150769873466496]"
319,"[0.9568752258917668, 0.9573034714312264, 0.957555901351961, 0.9571908669171314, 0.9575534810357351]","[-22.0159541371097, -21.146860206610178, -20.683940215779074, -20.72767116296538, -21.420941801704455]","[0.822100276036246, 0.8327316196774308, 0.841107146420202, 0.8286665749755915, 0.8406000058551887]"
320,"[0.9566274782185379, 0.9570500485642514, 0.9567089540608212, 0.9569354190691827, 0.9568505007866784]","[-22.139226021834805, -21.27090838759825, -20.80956618914833, -20.851369034870306, -21.546284878702853]","[0.34644729765275484, 0.3509980980960397, 0.3584465310056858, 0.34932766174629654, 0.3573484889557624]"
321,"[0.9561426917108576, 0.9566925039648705, 0.9567439960172719, 0.9565544772107155, 0.9567714400222367]","[-22.49978823743962, -21.639276534238537, -21.187600056239184, -21.216776597947582, -21.92284429801201]","[0.20223771769758742, 0.20695611405908282, 0.21299560504819773, 0.2051590750162794, 0.2120663307361162]"
322,"[0.9515840040691255, 0.9522413041837456, 0.952380956673713, 0.9520466054226536, 0.9524175023184636]","[-22.459113574981455, -21.610004999350842, -21.16415089924117, -21.183925342817243, -21.899076266985325]","[0.46996619066623324, 0.47272783387586276, 0.47350265827705895, 0.4715844427296592, 0.4708865854130798]"
323,"[0.9567966642367304, 0.9569535078933868, 0.9569214792944776, 0.9569605147846135, 0.9569499004104453]","[-22.18831947154961, -21.3331510413687, -20.887588499232123, -20.908676205238883, -21.62193460455963]","[0.43559061638710916, 0.43230609046126045, 0.41709710991862464, 0.4339608547060698, 0.4201991960064213]"
324,"[0.9554749120708644, 0.9560882550037443, 0.9564352589378319, 0.9558990695926938, 0.9564266869672311]","[-22.53975750658764, -21.68127498518917, -21.230934615226683, -21.258116631465615, -21.96605508274755]","[0.22730164254110224, 0.2296400453035759, 0.2327232886667838, 0.2287089123324513, 0.2322408111571102]"
325,"[0.9527305913670461, 0.9529763496578807, 0.9531522045602102, 0.952909887366258, 0.9531306796738253]","[-22.481868616778158, -21.62407790628899, -21.174884526372963, -21.200629585589805, -21.909812413892617]","[0.38449263250508564, 0.37150538903541996, 0.35252421809869466, 0.37693257341896896, 0.35558170355648616]"
326,"[0.9622723404718325, 0.9624404399979888, 0.9624146730046192, 0.962399996887479, 0.9624533925414336]","[-21.933273014554693, -21.06669567439748, -20.608498397867905, -20.646405822275675, -21.344669263719886]","[0.5450733911966124, 0.5518473795446616, 0.5537324117064686, 0.54998112905812, 0.554324047243829]"
327,"[0.9544493365466156, 0.9548472264937042, 0.954351494636095, 0.9547855401845303, 0.9544852985104125]","[-21.883003277896115, -20.993438587045095, -20.508071568166326, -20.581736874322498, -21.248308608455066]","[0.439219135212866, 0.4649556880032272, 0.49502318007915186, 0.4554008202717337, 0.4905337778981511]"
328,"[0.9520852779423552, 0.9526689097116186, 0.9526195012538774, 0.952493959741458, 0.9526788587254285]","[-22.415083722951778, -21.544056213767956, -21.077440537609853, -21.125721212442354, -21.815096054902174]","[0.6199014141602218, 0.6198299837374593, 0.6127901949262126, 0.6203715351493408, 0.6156324419512792]"
329,"[0.9479975703939229, 0.9486018775043669, 0.9489945846639072, 0.9484001398571983, 0.94898143977594]","[-22.603240813286945, -21.74136827333684, -21.28638771070122, -21.319534957473056, -22.022247870877713]","[0.35616662744560756, 0.3637467330415155, 0.3648479598743676, 0.36111520645538764, 0.3651126680845361]"
330,"[0.9564545679170754, 0.9565029621580613, 0.9559420335374809, 0.9565255763029077, 0.9560428825503045]","[-22.033771425969665, -21.15224275639513, -20.675569910839627, -20.737612676958502, -21.414558339822094]","[0.3492858037409687, 0.34634880904937637, 0.3457962487861521, 0.3474426972477609, 0.3456533215364466]"
331,"[0.938537121777085, 0.9392376040646648, 0.9395069737787111, 0.9390344412901693, 0.9395108474453933]","[-22.931205435402124, -22.072013299304075, -21.618638370218548, -21.649320221062187, -22.354366567661373]","[0.19119602716798356, 0.20412690173984582, 0.22440091033027554, 0.19759033823290037, 0.221393246522748]"
332,"[0.940478741809394, 0.9402859702890997, 0.9394257164529104, 0.9404443570717513, 0.9396070820352954]","[-23.075643635978935, -22.21099916015738, -21.75562323654012, -21.789948769772472, -22.491330201861068]","[0.24460079614626568, 0.2432995300653004, 0.24264508680763328, 0.24379647569098506, 0.24252884399630062]"
333,"[0.9420498799599499, 0.9417132408766472, 0.9410588662922243, 0.9418700914747538, 0.9411727362350493]","[-22.516263505164837, -21.660876115474558, -21.217301980172724, -21.236287344347755, -21.951192448634895]","[0.41398864686965114, 0.4019910739200859, 0.3891241005946815, 0.40623687578197604, 0.3910442247663166]"
334,"[0.9274024601237335, 0.9282438355059298, 0.9285424480121645, 0.9279896208263134, 0.9285248518462419]","[-23.383385272293395, -22.522845850591438, -22.07007722977729, -22.10045644360949, -22.805555200163727]","[0.2731332325564138, 0.2800767936591231, 0.29150411281494304, 0.27682150587181303, 0.2897255466361542]"
335,"[0.9293409560050432, 0.9302440766384484, 0.9301223336260783, 0.9300015541114214, 0.9302022813418899]","[-22.890279146327956, -22.028499887177578, -21.575469753871147, -21.606465830901744, -22.310910424169432]","[0.3180831364987609, 0.329164907347284, 0.33583841482797183, 0.3252957087192854, 0.33580018529641814]"
336,"[0.9488869136428217, 0.9492145100218803, 0.9491983614022437, 0.9491337312024635, 0.9492331655633555]","[-22.67698734375985, -21.832136702850217, -21.40158348806817, -21.40356188696498, -22.133478405169996]","[0.14107476252871629, 0.1494784623382189, 0.16138122592894064, 0.14631791581571205, 0.15938311571489752]"
337,"[0.9379662119701799, 0.9382026194759275, 0.9377629819878577, 0.9381734363576116, 0.9378987214392314]","[-22.88878547945791, -22.03188576651258, -21.5849410393931, -21.607996725937802, -22.31944774181466]","[0.46500097740605606, 0.4635631615760683, 0.45759586565743493, 0.46333007065259657, 0.45850406835640795]"
338,"[0.9269287910624894, 0.9275555227077436, 0.9280087316117323, 0.9273517078956836, 0.9279911576137873]","[-23.555799261444324, -22.70627243807057, -22.265409147543544, -22.279864529987538, -22.999201577286794]","[0.18276334512405693, 0.18535890259600313, 0.18858966420329734, 0.18438374109540043, 0.18809341935702473]"
339,"[0.9187156032221245, 0.9189549891857691, 0.9184235337398572, 0.9189784475817575, 0.9185365332863826]","[-23.274840151369613, -22.421081334092698, -21.972694338438576, -21.996472796804074, -22.70777852416484]","[0.271741341180001, 0.2817815998867046, 0.2947553778897843, 0.2779205012481251, 0.2927296615748442]"
340,"[0.9539219001501659, 0.9538504773150795, 0.9530224854950009, 0.9539685074321103, 0.9531719709627015]","[-22.75826329091996, -21.907865063430318, -21.469905623916162, -21.481436648601775, -22.202980667284457]","[0.27752047346348974, 0.2691361722743377, 0.25794138112968407, 0.27232988891468013, 0.2596035061409303]"
341,"[0.9389594699924951, 0.9400526813480985, 0.9405511981566216, 0.9397250069961806, 0.940506812766437]","[-23.37153226181808, -22.51437349039849, -22.067535388323442, -22.090547977553893, -22.80199244594141]","[0.2670517138390203, 0.2715640663175566, 0.26630602187676544, 0.27083755178250046, 0.267097706342935]"
342,"[0.9335224996027043, 0.933980964506617, 0.9340226695909032, 0.9338770706367603, 0.9340697650732697]","[-23.376915355117376, -22.51861833987329, -22.06825005965939, -22.095413861376052, -22.803390639051514]","[0.22936154394379174, 0.23586040847686945, 0.24341554936657536, 0.2334980933923821, 0.24226073653833355]"
343,"[0.9293875020884125, 0.9290619303633066, 0.9284136969025014, 0.9292442160601089, 0.9285408366742794]","[-23.233299692451393, -22.377103096856125, -21.928251215491038, -21.953202591052072, -22.663239549602196]","[0.4263067578867588, 0.4318124373376975, 0.43831091409695677, 0.42971135420981227, 0.4374237670547652]"
344,"[0.9409778862365079, 0.9418992439945325, 0.9422530895224959, 0.9416742180887696, 0.9422503794570449]","[-22.858796222395238, -22.00378759526372, -21.55947811260308, -21.579160185794226, -22.29356804409461]","[0.33862421269703785, 0.33419551146630777, 0.32888455588385235, 0.33584922723181715, 0.32967648316827464]"
345,"[0.9062384274190592, 0.907493176731693, 0.9083052004449268, 0.9070035970885097, 0.9082144580562703]","[-23.373458158166553, -22.51616734664466, -22.063234433070058, -22.09292294809413, -22.7990263529142]","[0.23880726263256644, 0.2325762859140749, 0.2263159772965086, 0.23489334936892983, 0.22726462744064707]"
346,"[0.9411873049963541, 0.9406659918866086, 0.9397600156156053, 0.9408898726987139, 0.9399107048752435]","[-22.870647395573545, -22.019423498976238, -21.579616963855752, -21.593383025806276, -22.3130291878846]","[0.24598569605167173, 0.24050276902827003, 0.2340160726726565, 0.24255200361998336, 0.23499265740535852]"
347,"[0.9480178962163337, 0.9483907699263856, 0.9478929531393661, 0.9483542790368774, 0.9480104524941938]","[-23.201472000467984, -22.347618495487605, -21.90422552660634, -21.92259590430086, -22.63821244743988]","[0.33987318956734824, 0.3409735239701843, 0.34031150522451564, 0.34040135977264774, 0.34043852888117826]"
348,"[0.9470369517791154, 0.9470695402918583, 0.9465408969491124, 0.947127750913234, 0.9466491506867859]","[-23.19230888491565, -22.352387743140508, -21.92538723118447, -21.92217014068555, -22.656919348401818]","[0.356278947352683, 0.3684204969140079, 0.3823455455632327, 0.3636002132113674, 0.3807224655485296]"
349,"[0.9410503200136734, 0.9416423714060984, 0.9420530577620252, 0.9414509531976931, 0.942029355621068]","[-23.213027736397844, -22.365749729288492, -21.92913218655423, -21.938357349899174, -22.662171232171925]","[0.39724177991057463, 0.394481462046376, 0.39044872605328823, 0.39464570610243643, 0.39117934878940097]"
350,"[0.9108401513781067, 0.9107478653412431, 0.9105178115642706, 0.9107789523238543, 0.9105968332345907]","[-23.562495438850494, -22.70661431106792, -22.254321367283506, -22.282925354135543, -22.99008934832343]","[0.41294291772877445, 0.41412635527783903, 0.4158426603234996, 0.41362174765904114, 0.4155827110028292]"
351,"[0.9296784076988177, 0.9287832269065996, 0.9272064050347054, 0.9291490585686459, 0.927452212512027]","[-22.966387809741054, -22.118053810568796, -21.678989183067394, -21.691163710606315, -22.41247812505275]","[0.36533581686693817, 0.3553271431578955, 0.34567738282742033, 0.3585868362037311, 0.3471578942674487]"
352,"[0.9444725515449857, 0.9443792352853175, 0.9437599158264428, 0.9444440265150205, 0.9438744425663936]","[-23.04922074612631, -22.211799502206194, -21.788470056680463, -21.78058454304809, -22.519408571327016]","[0.3205019676013887, 0.32518787655710124, 0.3315467647128589, 0.32320563463436885, 0.330559736600655]"
353,"[0.9442104209235016, 0.9443163797315925, 0.944261037124002, 0.9443279712569075, 0.9442848399532299]","[-23.269912077558214, -22.429821376392415, -22.00161886975589, -21.99975220022835, -22.73341012860093]","[0.36489339511639174, 0.36445436153885113, 0.3598853179797589, 0.36454788271850025, 0.3609376809995235]"
354,"[0.9470631748698488, 0.9469938627357317, 0.9466853143640845, 0.9470442670481303, 0.9467401243647775]","[-23.188092791321143, -22.341059843483784, -21.905466292145974, -21.913510983074616, -22.638294253533502]","[0.46924743269275127, 0.47472012047819967, 0.46463878702127104, 0.4752244904563164, 0.4661433325972247]"
355,"[0.9450756194180643, 0.9452270266316144, 0.9448961397920833, 0.9451807524681494, 0.9449720451275453]","[-23.408991949926694, -22.55331351451554, -22.105739808390236, -22.12916096794328, -22.84048580243711]","[0.32866037787958247, 0.32523746842571166, 0.31999625934454656, 0.3266237269543214, 0.32104851096820175]"
356,"[0.9402986743531021, 0.9402210455151531, 0.9394658923220695, 0.9403170100924919, 0.9396029375756768]","[-23.394163234283976, -22.538236216296827, -22.090696254898905, -22.11413469091087, -22.82541643420374]","[0.273995611884073, 0.2843401069124108, 0.2963202904385203, 0.2805106515696853, 0.2945159277719914]"
357,"[0.9468581340634112, 0.9471424610543172, 0.9467112554655281, 0.9470852472774904, 0.9468625416197374]","[-23.22033678652612, -22.365196120484022, -21.919086338083073, -21.940760387936173, -22.653555118066944]","[0.17679487659597243, 0.17695277717696084, 0.17771654577791143, 0.17690326473900722, 0.17705416707347102]"
358,"[0.9442733870538852, 0.9443079352151624, 0.9434983421788812, 0.9443849679073358, 0.9436584159137846]","[-23.366221519029654, -22.51317341200112, -22.06927437026116, -22.087970771189788, -22.803436626116977]","[0.39451022906709843, 0.38276389591967397, 0.36571993792532526, 0.38759423913376206, 0.36808246057426847]"
359,"[0.9265047168240905, 0.9283494044751814, 0.9299149050234076, 0.9277252191699018, 0.9297257936717428]","[-23.411409201741446, -22.553522495036496, -22.101792903709683, -22.13033348884375, -22.837270031272656]","[0.3968436450362233, 0.3974434904647828, 0.39827778550581977, 0.39718029458819126, 0.39814348378326]"
360,"[0.9151050592295709, 0.9147989945038222, 0.9140187693890971, 0.914965951859979, 0.9141223285354313]","[-23.643721587420714, -22.787372648973548, -22.330902298320794, -22.36419831540451, -23.06754770870421]","[0.31540155462486597, 0.31910672615343805, 0.3187802889956032, 0.3176513582735327, 0.3196454228266332]"
361,"[0.93068225165671, 0.9304091316664184, 0.9297274221053059, 0.9305537461145429, 0.9298831841053824]","[-23.19779773541096, -22.349419433887732, -21.909480481796045, -21.922619404898118, -22.64316084200931]","[0.3395164418394616, 0.3292633249315453, 0.31697361232997656, 0.33314439490238124, 0.31885213996750544]"
