epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
277,"[3.84749322e-11 5.65705675e-11 6.23758298e-11 5.95973938e-11
 4.60466074e-11]",[0.08605875 0.08554994 0.08260639 0.08242935 0.08370199],[1.11530667 1.26667748 1.30663753 1.28658051 1.17322034],[0.54402038 0.54253042 0.53933102 0.53856975 0.54087243],[0.37336519 0.36916121 0.35427187 0.35354305 0.35999552],[0.31609216 0.3120376  0.30399865 0.30364451 0.30717897],[3.05426141 3.0334127  2.95529833 2.95140303 2.99022583]
278,"[4.79345565e-11 7.11153112e-11 7.56357107e-11 7.20983099e-11
 5.69231637e-11]",[0.08345563 0.08080507 0.0773367  0.07719381 0.07839741],[1.2206691  1.3895676  1.41852623 1.39601406 1.28350937],[0.55255286 0.54805862 0.54559754 0.5453275  0.5470896 ],[0.35222609 0.33984718 0.32537473 0.32501327 0.3302152 ],[0.28710844 0.27813975 0.27194218 0.27189778 0.27354801],[3.00033859 2.9532282  2.87569242 2.87251853 2.90616674]
279,"[4.22990189e-11 6.52451266e-11 7.49614230e-11 7.16919838e-11
 5.46780414e-11]",[0.08747893 0.08330508 0.07726921 0.07702779 0.07930255],[1.15314991 1.34006026 1.40833772 1.38736984 1.26036164],[0.54593911 0.54200303 0.54036178 0.54063312 0.54050512],[0.37743138 0.35601295 0.32765492 0.32655354 0.33820264],[0.3130305  0.29698462 0.27630432 0.27546751 0.28353583],[3.03979279 2.96561989 2.85155897 2.84721234 2.89478458]
280,"[5.19126796e-11 8.25903342e-11 9.35229997e-11 8.92985805e-11
 6.90335914e-11]",[0.08674979 0.08402721 0.08131824 0.08122076 0.08203747],[1.21942849 1.39404437 1.42629782 1.40586265 1.30106723],[0.5454902  0.54277948 0.53902067 0.53897916 0.54105944],[0.37414063 0.35930808 0.34652739 0.34585124 0.35027937],[0.31768562 0.30307195 0.28938815 0.2889569  0.29400192],[3.05433273 2.99926818 2.93156913 2.92914809 2.95603948]
281,"[4.83689598e-11 7.50985637e-11 8.54870233e-11 8.17024396e-11
 6.27006113e-11]",[0.08046757 0.07787977 0.07397289 0.07380735 0.07528154],[1.24657109 1.43613204 1.47947907 1.45650444 1.33549661],[0.54816486 0.54469561 0.54093365 0.54073479 0.54121855],[0.3414961  0.32752838 0.30884905 0.30825789 0.31563016],[0.28468743 0.26942826 0.25655342 0.25623933 0.25998019],[2.99105539 2.9300756  2.81418291 2.8093332  2.86055841]
282,"[5.71045333e-11 8.88577459e-11 9.64050510e-11 9.18773708e-11
 7.24188436e-11]",[0.07116487 0.0684991  0.06629651 0.06623031 0.06681066],[1.3645163  1.59433979 1.63575842 1.60860161 1.47783039],[0.54445966 0.54009831 0.54126375 0.54126446 0.54027274],[0.29598988 0.28184316 0.27013352 0.26983343 0.27316088],[0.24887654 0.23613687 0.22688309 0.22669965 0.22907343],[2.92435419 2.83122891 2.72198174 2.71829339 2.76029555]
283,"[4.06853370e-11 6.15239705e-11 6.85158105e-11 6.54484945e-11
 5.05735166e-11]",[0.08292841 0.08050809 0.0770665  0.07691959 0.07811825],[1.21124742 1.38398455 1.41027521 1.38707995 1.27321778],[0.54772067 0.54575959 0.54112794 0.5415866  0.54332743],[0.35350952 0.34015572 0.32393741 0.32356103 0.32964931],[0.29084417 0.2786037  0.27094471 0.27065177 0.27277873],[3.0517562  2.99771627 2.90302791 2.89920196 2.94017095]
284,"[3.49053802e-11 5.29398653e-11 5.96744223e-11 5.70374894e-11
 4.38110251e-11]",[0.08959012 0.08757194 0.08325074 0.08303769 0.08474518],[1.10853428 1.27419993 1.32166827 1.30118238 1.18538755],[0.55234942 0.54628428 0.54161169 0.5410879  0.5433072 ],[0.38337216 0.3736839  0.35353706 0.35285918 0.36076341],[0.31552001 0.30759978 0.29505041 0.29452832 0.30014705],[3.11097801 3.06096164 2.95661513 2.95206757 2.99938565]
285,"[3.52992835e-11 5.72848502e-11 6.89500530e-11 6.60259739e-11
 4.95720138e-11]",[0.08876196 0.0840217  0.07748354 0.07722454 0.0796567 ],[1.1042394  1.30647775 1.39907747 1.37874201 1.24061397],[0.54786244 0.5458498  0.5434586  0.54297893 0.54246563],[0.38134357 0.35821419 0.32864263 0.32733023 0.33914493],[0.30954884 0.29016343 0.2698764  0.26914258 0.27712231],[3.1385436  3.05580105 2.90868382 2.90267049 2.96678031]
286,"[5.03640883e-11 7.72295180e-11 8.44912863e-11 8.05955263e-11
 6.30563614e-11]",[0.07456129 0.07261894 0.07062835 0.07055316 0.07112222],[1.35040982 1.55911744 1.59317453 1.56695471 1.43910496],[0.55451214 0.54938709 0.54508277 0.54385425 0.54914025],[0.31381194 0.30167532 0.29330708 0.29321154 0.29544846],[0.26065968 0.2487343  0.24675704 0.24689008 0.24593601],[3.07271751 2.99754992 2.8727482  2.86775574 2.92127852]
287,"[3.88407896e-11 6.11947090e-11 7.10812714e-11 6.79843564e-11
 5.17481446e-11]",[0.0771196  0.0749676  0.07232845 0.07222014 0.07305533],[1.19147032 1.39072856 1.43621412 1.41238178 1.28799335],[0.54462364 0.54305597 0.53987371 0.53960978 0.54185277],[0.32431061 0.3121654  0.29957813 0.29934168 0.30430507],[0.27085973 0.26016102 0.24999905 0.24966504 0.25389733],[2.94548081 2.86817839 2.75464628 2.75043024 2.79683869]
288,"[4.71273893e-11 7.15711373e-11 7.78732301e-11 7.42790193e-11
 5.81816271e-11]",[0.0719763  0.07012103 0.06799397 0.06790844 0.06855957],[1.320092   1.52584828 1.54792645 1.52075811 1.39758614],[0.55073161 0.54786148 0.54407224 0.54355031 0.54499332],[0.30155777 0.29119482 0.28144662 0.28118424 0.28459861],[0.25463577 0.24868679 0.24541851 0.2454908  0.2460992 ],[2.91297687 2.8801746  2.80279888 2.79933892 2.83512189]
289,"[5.23835218e-11 8.01053421e-11 8.92803602e-11 8.52608475e-11
 6.59962878e-11]",[0.06987287 0.06897008 0.06804083 0.06799924 0.06819588],[1.34000116 1.53659593 1.55375189 1.52749762 1.40702207],[0.54745094 0.54479319 0.54085502 0.53981911 0.54310775],[0.28881058 0.28189623 0.27697761 0.27670277 0.27850319],[0.23679451 0.22813661 0.22720941 0.22720519 0.22671217],[2.89173994 2.85196633 2.77861143 2.77561277 2.80758698]
290,"[5.56494558e-11 8.20788212e-11 8.81191237e-11 8.40589555e-11
 6.59434697e-11]",[0.07640407 0.0752353  0.07313174 0.0730303  0.07380788],[1.38004286 1.560072   1.5685154  1.5428542  1.42885002],[0.54990784 0.54769841 0.53940243 0.53988116 0.54136582],[0.31533538 0.31099437 0.3049712  0.30454461 0.30651229],[0.26095363 0.25794194 0.25797566 0.25816657 0.25655611],[2.96087601 2.92542846 2.84759784 2.84421275 2.87964266]
291,"[3.41496016e-11 5.18915113e-11 5.85246130e-11 5.59367931e-11
 4.29679318e-11]",[0.09585981 0.09244946 0.08697551 0.08673543 0.08877687],[1.1001379  1.26830616 1.32405943 1.30424621 1.18744188],[0.55295183 0.54835776 0.54519433 0.54518718 0.54467395],[0.4116192  0.39580227 0.37342012 0.37260152 0.38162777],[0.33556231 0.32402074 0.3120798  0.31169105 0.31607463],[3.16124297 3.10245834 2.99612773 2.99172599 3.03838626]
292,"[4.53134774e-11 6.97664716e-11 8.07019497e-11 7.72144356e-11
 5.86567587e-11]",[0.0810873  0.07955594 0.07675295 0.0766216  0.07766538],[1.23673654 1.41821739 1.46634821 1.44428459 1.32001403],[0.5449094  0.54663781 0.54168685 0.54114514 0.54422323],[0.34378395 0.3355535  0.32288972 0.32254018 0.3276279 ],[0.28355225 0.2750441  0.26732763 0.26705119 0.26950514],[2.94132429 2.89906505 2.8182557  2.81487673 2.85057273]
293,"[4.50620471e-11 7.01355458e-11 8.03070277e-11 7.67719217e-11
 5.87575048e-11]",[0.07833502 0.07628459 0.07341592 0.07329399 0.07429334],[1.23027807 1.42388107 1.4745092  1.45147047 1.32461491],[0.54651344 0.54542602 0.53873553 0.53895038 0.54320027],[0.3333607  0.32088198 0.30811621 0.30766133 0.31250878],[0.28563465 0.27349317 0.26470006 0.26449421 0.26679831],[2.95807986 2.89001669 2.78099098 2.77671859 2.8228713 ]
294,"[4.85450166e-11 7.81635963e-11 8.99394101e-11 8.59282111e-11
 6.59949852e-11]",[0.07629065 0.07374031 0.07142988 0.07135184 0.07199546],[1.26950014 1.49281111 1.55480281 1.53077403 1.39802168],[0.54696466 0.54551107 0.54329649 0.54278713 0.5430906 ],[0.32213155 0.30849627 0.29737661 0.2971529  0.30079539],[0.27003688 0.25831047 0.2490562  0.24889802 0.25196087],[2.986529   2.9150521  2.83277053 2.82999535 2.86154155]
295,"[4.04978428e-11 6.15714414e-11 6.88941910e-11 6.58175839e-11
 5.07813562e-11]",[0.08236071 0.0797496  0.07629323 0.07615191 0.07732276],[1.20031698 1.3913851  1.44084965 1.41777576 1.29312773],[0.54999568 0.54637809 0.54467045 0.54391952 0.54565656],[0.35413361 0.33962507 0.32346841 0.32302742 0.32927385],[0.29534735 0.28419052 0.27603716 0.27581511 0.27855985],[3.03814037 2.9709435  2.86325893 2.85907941 2.9045115 ]
296,"[3.62107231e-11 5.43716585e-11 5.98937670e-11 5.71885159e-11
 4.43928323e-11]",[0.08710832 0.08534845 0.08183695 0.08166143 0.08299621],[1.11369454 1.27844486 1.32657151 1.30594572 1.18797998],[0.54881892 0.54710709 0.54603763 0.54531958 0.54515423],[0.37427123 0.36417996 0.34937117 0.34871207 0.35489911],[0.30335925 0.29200019 0.28565381 0.28556623 0.28704748],[3.07885712 3.04529109 2.97150949 2.96812599 3.00259766]
297,"[3.95622031e-11 5.89493865e-11 6.46582212e-11 6.17355558e-11
 4.79626878e-11]",[0.08424793 0.08319735 0.0808483  0.08072143 0.08157875],[1.15231791 1.31722338 1.34785341 1.32624294 1.21584775],[0.5479573  0.54469216 0.54222112 0.54271533 0.54274625],[0.36492141 0.35631752 0.3454082  0.34484638 0.34969964],[0.30715799 0.29754995 0.28844373 0.28810053 0.29188972],[3.0241383  2.98344121 2.90380852 2.90043678 2.93593629]
298,"[4.94470807e-11 7.49422131e-11 9.69321365e-11 9.33145168e-11
 6.67240802e-11]",[0.10284019 0.10201979 0.09050108 0.08991253 0.09552101],[1.30570708 1.4754741  1.65441558 1.64102067 1.45771648],[0.55149163 0.548412   0.54499045 0.54500385 0.54473306],[0.36018121 0.3514563  0.31438501 0.31311422 0.33003206],[0.28259462 0.27073318 0.24276717 0.24163671 0.25412129],[3.34001576 3.29359583 3.18923858 3.18435342 3.23364618]
299,"[8.54806900e-10 1.12452394e-09 9.83179885e-10 9.29628936e-10
 7.99609095e-10]",[0.04979844 0.05276733 0.05656766 0.05670254 0.0551704 ],[3.41088439 3.37395694 3.12848718 3.10095214 3.10656179],[0.52985533 0.52614138 0.52845638 0.52898866 0.5298441 ],[0.18287499 0.19550126 0.21218521 0.21278652 0.20592903],[0.15197716 0.16261188 0.17656252 0.17715897 0.17108072],[2.88497613 2.92338612 2.96020552 2.96128861 2.94825127]
300,"[1.08268854e-10 1.70419506e-10 1.84970667e-10 1.76231975e-10
 1.39179027e-10]",[0.09413309 0.09236381 0.09254302 0.09259333 0.09207049],[1.28270285 1.36859356 1.36478942 1.35216269 1.28983609],[0.53049277 0.52076269 0.5189242  0.5197297  0.5178876 ],[0.4067842  0.39985522 0.40117698 0.40141031 0.39996297],[0.34458352 0.34209809 0.3463556  0.3465446  0.34430973],[2.77385111 2.71124467 2.67313793 2.67262393 2.68188556]
301,"[8.66783169e-11 1.31195472e-10 1.36599087e-10 1.29968066e-10
 1.04264502e-10]",[0.09824037 0.09678201 0.09644875 0.09645971 0.09622962],[1.1422723  1.21919175 1.22319989 1.21097158 1.1443612 ],[0.52968452 0.5257587  0.52502909 0.52454112 0.52518061],[0.41722276 0.40909655 0.40896091 0.40908959 0.40781657],[0.338082   0.33037808 0.33312345 0.33347173 0.33040992],[2.65708552 2.60488308 2.61247945 2.61452179 2.59952883]
302,"[1.08881973e-10 1.65340017e-10 1.70822746e-10 1.62437664e-10
 1.30970803e-10]",[0.104106   0.10275899 0.10239748 0.10240496 0.10223349],[1.16012552 1.23173998 1.23886229 1.22872464 1.17240595],[0.52243316 0.52044782 0.52247694 0.52324725 0.5215897 ],[0.44367757 0.44032049 0.44120435 0.44111115 0.44022436],[0.36330943 0.36311065 0.36789669 0.36818115 0.365235  ],[2.55883095 2.53602522 2.56292971 2.565234   2.54542457]
303,"[8.63454297e-11 1.36000827e-10 1.48838587e-10 1.41872671e-10
 1.11544286e-10]",[0.10259691 0.09978934 0.09809029 0.09805682 0.09834523],[1.23405025 1.33107505 1.334972   1.32200857 1.25659781],[0.53373428 0.52991275 0.52918637 0.52862845 0.52889654],[0.43068986 0.42020235 0.41417196 0.41420954 0.41494894],[0.34206259 0.33311437 0.33193806 0.33201615 0.33117222],[2.8310908  2.76897359 2.74972326 2.75034123 2.74902833]
304,"[3.26040337e-11 5.16887090e-11 6.14360593e-11 5.88241140e-11
 4.42795665e-11]",[0.09583915 0.0933721  0.09223085 0.09220548 0.09208882],[1.05207422 1.18688724 1.22496883 1.20785035 1.10288539],[0.55175655 0.5409744  0.53552882 0.53578188 0.53721834],[0.419242   0.40803265 0.40195876 0.40211214 0.40269561],[0.35569594 0.34614779 0.34428794 0.34431886 0.34437725],[3.14030556 3.08143469 3.05213165 3.05207579 3.05675724]
305,"[4.74313343e-11 7.47857023e-11 8.46583465e-11 8.08527759e-11
 6.24124773e-11]",[0.07830781 0.07584483 0.07520788 0.0752224  0.07494733],[1.21468755 1.4002899  1.45774287 1.43630913 1.30782486],[0.54271343 0.53716036 0.53674444 0.53723516 0.53700758],[0.33672025 0.32264195 0.31960372 0.31970273 0.3187719 ],[0.29422045 0.28182673 0.27924292 0.27928161 0.27884831],[2.91042774 2.87636908 2.86783758 2.86829908 2.86639547]
306,"[7.11249181e-11 1.10181941e-10 1.26158726e-10 1.20619598e-10
 9.22370418e-11]",[0.08672379 0.0849085  0.08336847 0.08331942 0.0836869 ],[1.34312457 1.50413158 1.57235567 1.55523151 1.43117399],[0.53587647 0.53514899 0.53511695 0.53488099 0.53435318],[0.37076638 0.35935905 0.3474049  0.34709308 0.35121323],[0.31120239 0.29999122 0.2854006  0.2850845  0.28953444],[3.08216976 3.07139525 3.07405869 3.07444914 3.0711454 ]
307,"[4.22328715e-11 6.43391198e-11 6.93108995e-11 6.60674788e-11
 5.20670134e-11]",[0.08198943 0.07890831 0.0772193  0.07719101 0.0773093 ],[1.16804694 1.33426953 1.37969348 1.35837247 1.23608429],[0.54406824 0.54034057 0.53862603 0.53862982 0.53910106],[0.35736894 0.34015417 0.33098788 0.3309056  0.33277043],[0.3166395  0.30331507 0.2934142  0.29323521 0.29547322],[2.94178566 2.90717449 2.88438013 2.88407475 2.88964625]
308,"[8.67464630e-11 1.27267230e-10 1.33984143e-10 1.27684516e-10
 1.01150839e-10]",[0.06793961 0.06885233 0.07038422 0.07043625 0.06968455],[1.37952705 1.52073828 1.52513789 1.50356067 1.39798817],[0.53001717 0.52757222 0.52780217 0.52762281 0.52632977],[0.28089593 0.28575083 0.29399817 0.29422873 0.29043374],[0.2474308  0.25107946 0.25659193 0.25674225 0.25466049],[2.61637074 2.65503481 2.72348149 2.72637514 2.69599467]
309,"[7.88702290e-11 1.15164256e-10 1.16804278e-10 1.11079383e-10
 8.97756716e-11]",[0.06680586 0.06684651 0.06729532 0.06731078 0.06696759],[1.34839318 1.51247356 1.51020268 1.48597748 1.38253   ],[0.52999472 0.52922715 0.5277858  0.52778238 0.52595315],[0.27600995 0.27639792 0.27885606 0.27900095 0.27770058],[0.24709558 0.25001593 0.25290407 0.25293641 0.25216163],[2.68128033 2.69181683 2.70227606 2.70259231 2.69883826]
310,"[1.14637631e-10 1.75861478e-10 2.15830147e-10 2.07170863e-10
 1.52464006e-10]",[0.06676477 0.06384468 0.05951649 0.0593606  0.06102206],[1.42690633 1.62279595 1.71841938 1.69852383 1.55126113],[0.52494536 0.52340842 0.51945156 0.51943925 0.52127276],[0.27038937 0.25616678 0.23244805 0.23148577 0.24158558],[0.22119311 0.21736651 0.19820381 0.19717725 0.2073805 ],[2.75025432 2.68804647 2.56838422 2.5636114  2.61529246]
311,"[9.16435816e-11 1.32738583e-10 1.32875961e-10 1.26294913e-10
 1.02659872e-10]",[0.06447225 0.06493066 0.06597311 0.06601312 0.06543522],[1.38637226 1.5426794  1.5304654  1.50628915 1.4076056 ],[0.52729353 0.52568239 0.52723909 0.52671057 0.52701789],[0.26191307 0.26367448 0.26888029 0.26897461 0.26648216],[0.22908737 0.23038634 0.23424345 0.23431767 0.23289933],[2.66721697 2.68269856 2.7036666  2.70446211 2.69582122]
312,"[1.12973996e-10 1.60513792e-10 1.61186949e-10 1.53329516e-10
 1.23889025e-10]",[0.06637457 0.0669974  0.06834835 0.06840202 0.06770301],[1.40946718 1.54109171 1.52951716 1.50808616 1.41504264],[0.52469739 0.51999808 0.52124711 0.52179947 0.51811284],[0.26601535 0.26898885 0.27728305 0.27782675 0.27358476],[0.22759293 0.23189054 0.23921942 0.23957667 0.23662445],[2.71584591 2.75047279 2.78380193 2.78469415 2.77338422]
313,"[8.71012782e-11 1.27786244e-10 1.31849823e-10 1.25499107e-10
 1.00549325e-10]",[0.07210146 0.07155563 0.07100375 0.07097799 0.07108146],[1.27132774 1.41353389 1.4245007  1.40425937 1.30671155],[0.52262834 0.51919237 0.51763399 0.51789641 0.51844031],[0.30381429 0.30115356 0.29826087 0.29823305 0.29890495],[0.26790767 0.26858916 0.26654047 0.26643757 0.26750176],[2.80713124 2.81110208 2.81135073 2.81124876 2.81190923]
314,"[1.01556067e-10 1.51457257e-10 1.66463763e-10 1.58955147e-10
 1.23377816e-10]",[0.07332522 0.07321079 0.07289268 0.07286978 0.07294337],[1.23962694 1.37991789 1.42322903 1.40685554 1.3029952 ],[0.51823818 0.51584481 0.5166577  0.51640507 0.51548953],[0.30513388 0.3030096  0.29661806 0.29632954 0.29928082],[0.25375861 0.24824733 0.23477918 0.23426509 0.24033171],[2.79052476 2.77989891 2.76627899 2.76571063 2.77157715]
315,"[1.13508967e-10 1.60799014e-10 1.62800314e-10 1.54955803e-10
 1.24542641e-10]",[0.06866477 0.06912737 0.06963098 0.06963834 0.06938329],[1.30886886 1.4398371  1.45355056 1.43463273 1.33781323],[0.51961886 0.51743945 0.52212959 0.52214101 0.52160832],[0.27759082 0.28099299 0.2837237  0.28358685 0.2836186 ],[0.22009746 0.22320371 0.2280894  0.22816024 0.22664272],[2.71780231 2.70566885 2.69387071 2.69347777 2.69793359]
316,"[1.41012781e-10 1.95237272e-10 1.85744172e-10 1.76253136e-10
 1.46045606e-10]",[0.07162324 0.0724138  0.07303415 0.07303805 0.07279723],[1.31860907 1.41433279 1.39945985 1.38208731 1.30831798],[0.51459509 0.51297695 0.51218675 0.51191096 0.51270118],[0.28312505 0.2917534  0.30150789 0.30174249 0.29800293],[0.23307537 0.24348233 0.25523417 0.2555413  0.25104721],[2.74254051 2.75091478 2.77117195 2.77209993 2.76254044]
317,"[1.11949704e-10 1.61958760e-10 1.66652864e-10 1.58669209e-10
 1.26944640e-10]",[0.06554616 0.06685551 0.068361   0.06840223 0.06776424],[1.3699045  1.49315485 1.48120845 1.46086394 1.37082209],[0.52256154 0.51762637 0.52099283 0.52121932 0.51683367],[0.26770625 0.27483278 0.28184351 0.28229377 0.27991566],[0.23456965 0.2398109  0.24367987 0.24379145 0.24264399],[2.69922261 2.72969855 2.76388174 2.76500506 2.75202742]
318,"[1.46828413e-10 2.12703284e-10 2.17763710e-10 2.07260544e-10
 1.66340989e-10]",[0.07133885 0.07294312 0.07476171 0.07481412 0.07407094],[1.33837725 1.43926704 1.43839984 1.42293175 1.34650411],[0.51507439 0.5113634  0.51056171 0.51052605 0.51030696],[0.29486768 0.30372592 0.31344207 0.31360993 0.31000361],[0.24279744 0.24958705 0.25675661 0.25686249 0.25455401],[2.83466897 2.8633961  2.89675135 2.89786626 2.88504981]
319,"[1.39515986e-10 2.08059175e-10 2.35020388e-10 2.24764260e-10
 1.71883936e-10]",[0.06975316 0.06979321 0.06754032 0.06740757 0.06858612],[1.35502973 1.4784105  1.53771736 1.5230295  1.40816442],[0.51409583 0.51005766 0.50846953 0.50821467 0.50958238],[0.28485044 0.2874897  0.27755886 0.27681631 0.28263625],[0.23581496 0.2385966  0.23423032 0.23386973 0.23675961],[2.75231226 2.75504922 2.74770543 2.74715639 2.75199518]
320,"[1.77443239e-10 2.35409394e-10 2.13708381e-10 2.02502362e-10
 1.70685185e-10]",[0.05982149 0.06347368 0.0694444  0.06968148 0.06703836],[1.54490496 1.61239414 1.51084288 1.48907515 1.4428233 ],[0.51143907 0.50934744 0.50988357 0.51018384 0.50856472],[0.23272161 0.25453104 0.2879555  0.28940619 0.27512495],[0.20208206 0.22260026 0.25201344 0.25308108 0.24088838],[2.52255232 2.61025205 2.73239694 2.73688326 2.68712205]
321,"[1.59437748e-10 2.34253013e-10 2.41214356e-10 2.29558776e-10
 1.84187268e-10]",[0.06635713 0.06837357 0.07114441 0.07124322 0.07005344],[1.37275464 1.48102205 1.47880957 1.46273255 1.38487738],[0.51111055 0.50950863 0.50842344 0.50816047 0.50817192],[0.27000059 0.28195469 0.29702978 0.2977189  0.2914542 ],[0.22857792 0.23918228 0.25238839 0.25290902 0.24816464],[2.74557825 2.78057454 2.8286721  2.83050419 2.81060531]
322,"[1.85677082e-10 2.60793728e-10 2.51469101e-10 2.38701984e-10
 1.96907719e-10]",[0.06612406 0.06721493 0.06942637 0.06952164 0.06844954],[1.42477683 1.53015528 1.51326493 1.49587137 1.42487805],[0.51478527 0.51483223 0.51298031 0.51325826 0.5137739 ],[0.26277934 0.2697238  0.28190749 0.28231889 0.27644124],[0.20218878 0.21202565 0.22700093 0.22750081 0.22124821],[2.71473471 2.75212503 2.8167675  2.81947522 2.79093275]
323,"[1.60836548e-10 2.48631817e-10 2.73402963e-10 2.60814773e-10
 2.03800594e-10]",[0.0698745  0.06814137 0.06701899 0.06699842 0.06723641],[1.35677741 1.50298438 1.54301157 1.52751098 1.43293607],[0.50550697 0.50525537 0.50745453 0.50732054 0.50719272],[0.28499102 0.27619822 0.27187294 0.2721527  0.2728364 ],[0.23993556 0.23413885 0.23133408 0.23142896 0.23165798],[2.81761648 2.79050945 2.77476704 2.77460413 2.77809494]
324,"[1.48383823e-10 2.15318894e-10 2.31200818e-10 2.20655939e-10
 1.72509723e-10]",[0.07160589 0.07187689 0.07164627 0.07161912 0.07174801],[1.29578954 1.40728725 1.44014314 1.42597843 1.33347844],[0.51029364 0.50923455 0.50580625 0.50635347 0.50664542],[0.29564166 0.29511004 0.29124558 0.29117372 0.29299942],[0.24601938 0.24558583 0.24358677 0.24352065 0.24418858],[2.79771911 2.79560456 2.78768594 2.78719017 2.79168512]
325,"[1.79287516e-10 2.57134682e-10 2.56660782e-10 2.43983590e-10
 1.98225640e-10]",[0.06354728 0.06463073 0.06611853 0.06616964 0.06551426],[1.41459519 1.51423237 1.49612102 1.47855775 1.40340983],[0.51096102 0.50871034 0.50308099 0.50359863 0.50317262],[0.2560797  0.26213691 0.27099385 0.27124339 0.2678037 ],[0.22176793 0.2278526  0.23680351 0.2370963  0.23409925],[2.65642436 2.66881792 2.70466983 2.70651472 2.68848477]
326,"[2.40976104e-10 2.85375946e-10 2.59877702e-10 2.47458678e-10
 2.01881713e-10]",[0.050892   0.05617012 0.0611515  0.06123097 0.05978237],[1.76496226 1.75715395 1.66156    1.64124714 1.55814274],[0.51498911 0.51011185 0.50968962 0.50946708 0.50850037],[0.18819323 0.21748715 0.24405385 0.24448434 0.23669771],[0.16119448 0.18758274 0.20949538 0.20976799 0.20379939],[2.58504849 2.67239869 2.71549584 2.71529899 2.7098262 ]
327,"[1.54102428e-10 2.27575971e-10 2.47584876e-10 2.36346831e-10
 1.84111623e-10]",[0.07048935 0.07051074 0.06919589 0.06911412 0.06979355],[1.32964636 1.44993539 1.50061261 1.48660423 1.38303673],[0.50692283 0.50626197 0.50687732 0.50717388 0.50662173],[0.29216087 0.29233082 0.28581861 0.2853736  0.28885233],[0.24327035 0.24470691 0.24225557 0.24201817 0.24401628],[2.76307846 2.76541256 2.77334564 2.77365343 2.77014124]
328,"[1.70644317e-10 2.41728073e-10 2.43482507e-10 2.31679253e-10
 1.86748027e-10]",[0.07020989 0.072632   0.07533437 0.07541326 0.07436067],[1.34011311 1.41980552 1.40438814 1.38993892 1.32430003],[0.50799495 0.5101075  0.50827942 0.50800464 0.51125901],[0.29177662 0.30122499 0.31263863 0.31302896 0.30834201],[0.24202691 0.24381024 0.25115724 0.25151505 0.24788902],[2.78067752 2.8075382  2.85492985 2.85694637 2.83587823]
329,"[1.95867056e-10 2.87487920e-10 2.99125652e-10 2.84857857e-10
 2.27174162e-10]",[0.0694593  0.0702121  0.07084694 0.0708572  0.07061685],[1.34881594 1.44678842 1.47027116 1.45739313 1.37592721],[0.50294895 0.50267125 0.50262709 0.50228784 0.50227242],[0.28673238 0.29024827 0.29266816 0.29283481 0.29192753],[0.24279445 0.24344917 0.24279075 0.24273653 0.24344544],[2.70863282 2.71629247 2.75500452 2.75700551 2.7372224 ]
330,"[1.88865353e-10 2.81807109e-10 2.94552088e-10 2.80438614e-10
 2.23837498e-10]",[0.06429345 0.0642307  0.06479586 0.06482727 0.06446013],[1.43415117 1.57446449 1.60371265 1.58727686 1.49348704],[0.50976786 0.50541295 0.50442963 0.50550979 0.50390292],[0.25895474 0.2588144  0.26262858 0.26284397 0.260641  ],[0.21385972 0.21478982 0.22180752 0.22208057 0.21905879],[2.68497509 2.68991193 2.70928156 2.71026093 2.70056839]
331,"[2.81053124e-10 3.85148118e-10 3.55881809e-10 3.37191630e-10
 2.83524843e-10]",[0.05167012 0.05293576 0.05562452 0.05574777 0.05445114],[1.68414045 1.78405657 1.72831916 1.70615062 1.63393508],[0.50591568 0.50392167 0.50094777 0.50061143 0.50291636],[0.19383194 0.20147177 0.21582209 0.21655955 0.20945325],[0.17104393 0.17850533 0.19325131 0.19399523 0.18676486],[2.44581227 2.48992852 2.56880192 2.57223209 2.53667704]
332,"[2.22387850e-10 3.29547081e-10 3.65044508e-10 3.48796917e-10
 2.69233471e-10]",[0.05415736 0.05354419 0.05272066 0.05268941 0.05298869],[1.61445399 1.77363178 1.82930525 1.81001592 1.67916799],[0.50606474 0.50578417 0.50364064 0.50363012 0.50497962],[0.20807681 0.20511868 0.20035032 0.20020297 0.2021376 ],[0.187727   0.1836839  0.17784503 0.17767029 0.18013477],[2.49716028 2.48698056 2.47572269 2.47536249 2.47959818]
333,"[2.98398841e-10 4.32248655e-10 4.34769918e-10 4.13355135e-10
 3.35092792e-10]",[0.05128446 0.05145312 0.05230199 0.05234627 0.05188004],[1.72791279 1.86842437 1.87712298 1.8567359  1.75315081],[0.50498056 0.5058175  0.50498096 0.50494886 0.50391752],[0.19262251 0.19359956 0.19752264 0.19765348 0.19572449],[0.16385942 0.16456453 0.16750497 0.1676434  0.16636722],[2.50103436 2.50489431 2.52910871 2.53043101 2.51768115]
334,"[3.27941122e-10 4.34667341e-10 3.84472612e-10 3.63701894e-10
 3.11265660e-10]",[0.04917983 0.05083542 0.0537753  0.05390127 0.05254968],[1.78980618 1.86413849 1.77211365 1.74838129 1.68778236],[0.50072691 0.50003488 0.50032598 0.50141146 0.50089006],[0.18225594 0.19076164 0.20626493 0.20697343 0.19987854],[0.16166982 0.16884973 0.18616408 0.18690794 0.17894979],[2.47390445 2.51606681 2.57797406 2.58042723 2.55412958]
