epoch,hjorth_activity,hjorth_mobility,hjorth_complexity,perm_entropy,approx_entropy,sample_entropy,shannon_entropy
279,"[4.65163832e-12 1.93767825e-11 3.57220341e-11 7.03441717e-11
 1.34752829e-10]",[0.06450275 0.06988816 0.07068521 0.07300164 0.0715032 ],[0.38330958 0.7056286  0.91304574 1.21295585 1.46894144],[0.51472881 0.51604327 0.51632354 0.52024052 0.51653154],[0.28805772 0.2914757  0.29145238 0.3032014  0.29212763],[0.23175811 0.2354826  0.23548416 0.24958687 0.23622712],[2.74801112 2.75804647 2.75802285 2.79576081 2.75988587]
280,"[5.47079163e-12 2.34591648e-11 4.32445522e-11 9.25136913e-11
 1.63932761e-10]",[0.05927969 0.06285635 0.0634533  0.06335927 0.06394566],[0.40234478 0.76136536 0.98790562 1.38004196 1.60258164],[0.51392003 0.51629946 0.51631115 0.51975351 0.51550639],[0.25660222 0.25452971 0.2545445  0.25016561 0.25432469],[0.20437473 0.20299029 0.20299619 0.19881798 0.20284095],[2.68411321 2.69389902 2.69386575 2.73094158 2.69568902]
281,"[5.40508973e-12 2.30680761e-11 4.25244688e-11 8.90451913e-11
 1.61047929e-10]",[0.06629659 0.07041283 0.07109232 0.0716117  0.07167422],[0.39551578 0.74077598 0.9541708  1.30955215 1.50492524],[0.51645104 0.51532836 0.51562814 0.52244452 0.51622164],[0.29828957 0.29706968 0.29707155 0.2953063  0.29673317],[0.24612755 0.24615621 0.24616033 0.24776328 0.24614862],[2.73712008 2.74186958 2.74184199 2.76853386 2.74290477]
282,"[6.36748904e-12 2.69761082e-11 4.97290353e-11 1.01916238e-10
 1.88097393e-10]",[0.05950353 0.06324148 0.06376275 0.06553297 0.06430254],[0.42388054 0.79797744 1.03162177 1.38537564 1.64079044],[0.51591255 0.51666085 0.51640854 0.51959344 0.5168982 ],[0.25288459 0.25459404 0.25457794 0.26088955 0.25461344],[0.19811092 0.20035598 0.20035515 0.20778538 0.2007465 ],[2.66877562 2.67604741 2.67600803 2.70696403 2.67741607]
283,"[6.63889328e-12 2.78104823e-11 5.12691123e-11 1.07703924e-10
 1.93755846e-10]",[0.04803571 0.05106057 0.05147015 0.05308593 0.05191418],[0.42123404 0.80333118 1.05143695 1.49594933 1.75757495],[0.51039861 0.51116773 0.51118208 0.51817055 0.5108877 ],[0.19334468 0.19562201 0.19557878 0.20139874 0.19607182],[0.17107664 0.17238925 0.17238257 0.17430919 0.17256189],[2.52656133 2.53446547 2.53445452 2.57058503 2.53607981]
284,"[5.80040939e-12 2.43192646e-11 4.48327159e-11 9.06102555e-11
 1.69327514e-10]",[0.05910663 0.06318077 0.0637576  0.06544036 0.06435484],[0.3998586  0.75016982 0.97231376 1.31866627 1.56599826],[0.51034565 0.51130707 0.51130482 0.51967666 0.51111626],[0.25738021 0.25970569 0.25970086 0.26626673 0.26011462],[0.21377873 0.21498613 0.21498706 0.21890971 0.21519872],[2.66148422 2.66869712 2.66865764 2.69530394 2.66999523]
285,"[7.32292614e-12 3.05877058e-11 5.63900829e-11 1.10903095e-10
 2.12780155e-10]",[0.058741   0.06194407 0.06239723 0.0639568  0.06286163],[0.43509284 0.81699699 1.05421633 1.39746101 1.65929526],[0.51138212 0.51082545 0.51108061 0.51604101 0.51165403],[0.24826104 0.25011303 0.25011039 0.25726191 0.25042537],[0.20572939 0.20758059 0.20756881 0.21351223 0.20787644],[2.66218541 2.66773675 2.66772506 2.69002638 2.66877242]
286,"[5.62889093e-12 2.38861600e-11 4.40326648e-11 9.17919387e-11
 1.66634579e-10]",[0.0553526  0.05935372 0.05990605 0.06230551 0.06049979],[0.40873023 0.77371117 1.00710498 1.39646928 1.6517996 ],[0.51538801 0.51720154 0.51719184 0.52165143 0.51669279],[0.23687052 0.23898528 0.23898845 0.24627188 0.23947255],[0.19617342 0.19750103 0.19750051 0.20351276 0.19779483],[2.5917698  2.60088215 2.60086228 2.63879159 2.60263807]
287,"[6.76084297e-12 2.85690958e-11 5.26668677e-11 1.06830177e-10
 1.99113764e-10]",[0.04810378 0.05076214 0.05115897 0.0524712  0.05154411],[0.43913981 0.8431472  1.10340581 1.53934178 1.84268385],[0.51818961 0.51852028 0.51850306 0.52006864 0.51900461],[0.19389981 0.19445525 0.19444762 0.19985554 0.19455649],[0.17258039 0.17326205 0.17325687 0.17956251 0.17342315],[2.55690336 2.56720028 2.56716617 2.60965233 2.56913446]
288,"[7.97820214e-12 3.41863743e-11 6.30193445e-11 1.35583048e-10
 2.38902104e-10]",[0.05060896 0.05317666 0.05352493 0.05526978 0.05389559],[0.46413543 0.89370832 1.16193167 1.61605066 1.88182033],[0.51349768 0.51559007 0.51558344 0.51749118 0.51585789],[0.20365061 0.20502266 0.2050036  0.21131723 0.20545458],[0.17677722 0.17834655 0.17833939 0.18124859 0.17861406],[2.62756271 2.63954751 2.63950569 2.6852728  2.64178683]
289,"[7.94086892e-12 3.36972117e-11 6.21191811e-11 1.31271647e-10
 2.35140820e-10]",[0.04460252 0.04700426 0.04731604 0.04889806 0.04766348],[0.45985843 0.89268347 1.16936152 1.67023897 1.95469501],[0.51457535 0.51401406 0.51400472 0.5217057  0.51453555],[0.17173691 0.17244272 0.17242986 0.17630807 0.17270817],[0.15025609 0.15064565 0.15063896 0.15190153 0.15075485],[2.48376548 2.49403871 2.49400596 2.52643273 2.49582582]
290,"[7.59044201e-12 3.21198959e-11 5.92127102e-11 1.20376401e-10
 2.23905054e-10]",[0.05088934 0.05355519 0.0539278  0.05546903 0.05431296],[0.44824127 0.85652772 1.1147808  1.51898452 1.8136598 ],[0.51154668 0.51312048 0.51312994 0.51795281 0.51292629],[0.20583026 0.20724379 0.20724517 0.21454197 0.20747398],[0.17704379 0.17890856 0.17890895 0.18629099 0.17927638],[2.52293971 2.52863488 2.52861472 2.55565709 2.52977989]
291,"[6.82905904e-12 2.88256687e-11 5.31395736e-11 1.10609267e-10
 2.00970315e-10]",[0.05523981 0.0583558  0.05880739 0.05956108 0.05924476],[0.43549028 0.82605836 1.07198782 1.47664486 1.7286983 ],[0.51288475 0.51525701 0.51526131 0.52028665 0.51492666],[0.23091627 0.23178904 0.23177753 0.2334618  0.23203959],[0.19610495 0.19700008 0.19699674 0.19740614 0.19713322],[2.72804506 2.73577122 2.73574375 2.75266249 2.73698154]
292,"[1.23484874e-11 5.22709392e-11 9.63598666e-11 1.96762666e-10
 3.64413930e-10]",[0.04206133 0.04329435 0.04348134 0.04416133 0.04365411],[0.55044441 1.06721566 1.39044032 1.90137831 2.25374637],[0.51009682 0.51090383 0.51064938 0.51494214 0.51064309],[0.15614006 0.15593426 0.15592906 0.158751   0.15587391],[0.14350867 0.14311362 0.14311608 0.14427335 0.14308421],[2.52467802 2.51826496 2.5182814  2.5063444  2.51731775]
293,"[1.33665822e-11 5.67569101e-11 1.04629170e-10 2.14465186e-10
 3.95862506e-10]",[0.04339162 0.04555208 0.04573042 0.05001424 0.04608153],[0.5931526  1.15334193 1.49376903 1.99771979 2.36264689],[0.51725623 0.51751959 0.5175202  0.52346695 0.51776768],[0.16178553 0.16637977 0.16637851 0.18637105 0.16735041],[0.14816781 0.15159171 0.15157938 0.16481139 0.15226869],[2.54198056 2.57022125 2.57012813 2.67814057 2.57547968]
294,"[6.79516717e-12 2.88436003e-11 5.31726069e-11 1.10393828e-10
 2.01214443e-10]",[0.05137311 0.05485215 0.05527386 0.05893477 0.05580749],[0.42063022 0.80985965 1.05498987 1.48445916 1.7295149 ],[0.51145051 0.51205838 0.51179337 0.51816272 0.51285017],[0.21181826 0.21567625 0.21565648 0.22795063 0.21658025],[0.18772586 0.18972543 0.18971884 0.19563978 0.19007529],[2.592452   2.61688867 2.61679027 2.70623283 2.62136249]
295,"[4.32130742e-12 1.81481714e-11 3.34568459e-11 6.73804753e-11
 1.26378954e-10]",[0.06898491 0.07490694 0.07581822 0.0776808  0.07670983],[0.35777135 0.65873668 0.84956301 1.14573535 1.35408196],[0.51513258 0.51642463 0.51642891 0.52144325 0.51591871],[0.31781273 0.32045947 0.32047484 0.32733964 0.32070133],[0.25836314 0.26031374 0.26031072 0.26706532 0.26069977],[2.77676035 2.78485188 2.784833   2.81577001 2.78635654]
296,"[1.25335178e-11 5.55543754e-11 1.02399561e-10 2.40488299e-10
 3.90354968e-10]",[0.04135696 0.04259401 0.04276707 0.04404706 0.04294442],[0.56116103 1.12052085 1.45889196 2.1250348  2.36543527],[0.51289407 0.51418234 0.51420358 0.51536059 0.51471462],[0.15174588 0.15148465 0.15148138 0.15616911 0.15155571],[0.13498844 0.13397904 0.13398652 0.13169597 0.13384566],[2.4391607  2.44323001 2.44321052 2.47217902 2.44427203]
297,"[5.97613423e-12 2.61637003e-11 4.82271589e-11 1.08807390e-10
 1.83441419e-10]",[0.05855432 0.06135877 0.06188447 0.06050386 0.06223431],[0.40539747 0.77548955 1.00533413 1.43082922 1.62241741],[0.51499416 0.51600948 0.51576961 0.52149111 0.51604002],[0.25175817 0.24795671 0.24796876 0.23830782 0.24727641],[0.20771613 0.20415603 0.20417415 0.19690256 0.20363562],[2.69431108 2.70119266 2.70117711 2.72557058 2.70242993]
298,"[5.81618195e-12 2.47292193e-11 4.55879917e-11 9.37717592e-11
 1.72518012e-10]",[0.06077095 0.06455984 0.0651408  0.06614352 0.06568072],[0.40293116 0.75796595 0.98062439 1.32904559 1.56839801],[0.51227383 0.51228518 0.51228403 0.52155338 0.51277544],[0.26831372 0.26841771 0.26840998 0.2719549  0.26857779],[0.2329204  0.23415514 0.23415229 0.23927774 0.23445083],[2.78559035 2.79235975 2.79231966 2.81849448 2.79359941]
299,"[6.45286375e-12 2.68872587e-11 4.95694688e-11 9.70669379e-11
 1.86973507e-10]",[0.06121863 0.0647369  0.06527326 0.06613044 0.06577818],[0.41842333 0.7824911  1.01005063 1.34379452 1.59679371],[0.51134245 0.51108356 0.51134904 0.51270516 0.51103886],[0.26708659 0.26826245 0.26824152 0.27153178 0.26831737],[0.22688377 0.22806838 0.22805088 0.2322364  0.22826158],[2.72167238 2.72833228 2.72828828 2.75106654 2.72947343]
300,"[8.30933898e-12 3.40162888e-11 6.27137418e-11 1.21948510e-10
 2.36023513e-10]",[0.04815576 0.05113907 0.05147475 0.05406699 0.05192652],[0.47297451 0.89347117 1.16466864 1.55948344 1.8999118 ],[0.51298029 0.51484791 0.51511487 0.52184541 0.51536524],[0.19034543 0.19515289 0.19513593 0.20770754 0.19590652],[0.16890733 0.17378025 0.17376522 0.18589706 0.17465611],[2.59803697 2.60434491 2.60435547 2.61629915 2.60532344]
301,"[1.31190673e-11 5.54408317e-11 1.02204030e-10 2.09647286e-10
 3.86475091e-10]",[0.04159797 0.04333493 0.04350981 0.04597279 0.04377684],[0.56104215 1.09108341 1.41910131 1.94255209 2.28275091],[0.51078018 0.51110894 0.51110895 0.51523904 0.51298562],[0.15316677 0.15568944 0.15567812 0.1661072  0.15617038],[0.13707409 0.13783248 0.13782914 0.14098566 0.13796014],[2.49304762 2.5075334  2.50749602 2.55375674 2.51008121]
302,"[7.93302315e-12 3.33600671e-11 6.15003599e-11 1.21979185e-10
 2.32282862e-10]",[0.05086857 0.05350357 0.05386154 0.05585156 0.0542508 ],[0.45307674 0.86650114 1.12683635 1.52689879 1.82568233],[0.51665686 0.51619547 0.51593486 0.52094868 0.51613952],[0.20557472 0.20752736 0.20752962 0.21649298 0.20790015],[0.17885116 0.18117504 0.18117062 0.18991917 0.18159735],[2.65438865 2.67104842 2.67098523 2.73317623 2.67406542]
303,"[1.23050836e-11 5.43647738e-11 1.00208402e-10 2.32106534e-10
 3.81756626e-10]",[0.04059607 0.04155852 0.04173119 0.0422437  0.04186171],[0.55167178 1.10449882 1.44109724 2.12636281 2.35909867],[0.51015032 0.510098   0.51012695 0.51572248 0.51001672],[0.14907887 0.14786009 0.14785572 0.14946322 0.14778524],[0.13349866 0.13228564 0.13229626 0.13120081 0.1321197 ],[2.42029839 2.42907923 2.42903542 2.47398397 2.43093845]
304,"[7.86570158e-12 3.42252994e-11 6.30885807e-11 1.38645330e-10
 2.39678262e-10]",[0.05298053 0.05537062 0.05573418 0.05642768 0.05605766],[0.47001974 0.90880086 1.1783452  1.65092729 1.89018701],[0.51366589 0.51489039 0.51489789 0.51861332 0.51465822],[0.21542483 0.21479687 0.21482276 0.21547757 0.21481074],[0.18142132 0.18035642 0.1803711  0.17858552 0.18017444],[2.655079   2.65724352 2.65724645 2.67295531 2.65779486]
305,"[7.88176394e-12 3.38250992e-11 6.23527413e-11 1.33872204e-10
 2.36403547e-10]",[0.0516832  0.05417163 0.05453107 0.05553435 0.05487753],[0.46185762 0.88865831 1.15428932 1.60902936 1.86342926],[0.51601937 0.51812451 0.51812917 0.52277662 0.51862424],[0.20907538 0.20926549 0.20926866 0.21213509 0.20937296],[0.17849485 0.17837826 0.1783822  0.1798638  0.17835886],[2.63822038 2.65195382 2.65191566 2.69627796 2.65435801]
306,"[1.20139642e-11 5.16266079e-11 9.51680195e-11 2.05531265e-10
 3.60916452e-10]",[0.03878367 0.04044875 0.04062412 0.04348592 0.04088929],[0.52666    1.04500342 1.36759637 1.98170052 2.26290243],[0.51081922 0.51243109 0.51267971 0.51374335 0.51321564],[0.14111242 0.14303328 0.14302437 0.15458521 0.1434784 ],[0.13242428 0.13363837 0.13363033 0.13839787 0.13389225],[2.37437204 2.38476397 2.3847208  2.44581398 2.38714052]
307,"[5.37519440e-12 2.26426995e-11 4.17416854e-11 8.46452666e-11
 1.57750186e-10]",[0.06551814 0.07000787 0.07069463 0.07165095 0.07134255],[0.38657311 0.71800883 0.92567773 1.24168044 1.46339507],[0.51723143 0.51777648 0.51777873 0.52119799 0.51724617],[0.2960679  0.29707672 0.2970688  0.29992    0.29724092],[0.24360503 0.24458587 0.2445791  0.24856866 0.24479572],[2.73260175 2.74508777 2.74504972 2.79199371 2.7473739 ]
308,"[5.34228305e-12 2.27907553e-11 4.20128106e-11 8.90736177e-11
 1.59141017e-10]",[0.06075661 0.06481532 0.06544743 0.06584654 0.06601673],[0.38664817 0.72860379 0.94413083 1.31181101 1.52406014],[0.51053562 0.51165614 0.51191991 0.51693658 0.51137062],[0.26826435 0.26813718 0.26813844 0.26762818 0.26818031],[0.22585644 0.22666534 0.22666799 0.22688812 0.22672431],[2.76235816 2.76714542 2.76711978 2.77936872 2.76790547]
309,"[1.02465644e-11 4.39036022e-11 8.09331829e-11 1.70147376e-10
 3.06670189e-10]",[0.04241447 0.04430151 0.04452756 0.04648931 0.04480602],[0.50608881 0.98975802 1.29347954 1.80636173 2.1295139 ],[0.51228493 0.51510615 0.51510049 0.51998053 0.51520779],[0.15856117 0.16029348 0.16028362 0.16839156 0.16057849],[0.14257897 0.14408667 0.14408132 0.15049617 0.14435827],[2.42475657 2.43642628 2.43638149 2.48092347 2.43857734]
310,"[6.80006063e-12 2.89191712e-11 5.33117739e-11 1.12314827e-10
 2.01841560e-10]",[0.0568806  0.06001279 0.06047612 0.06135481 0.06091561],[0.4223864  0.80518596 1.04286046 1.45910844 1.67076849],[0.51270023 0.5113393  0.51135253 0.5141276  0.51135738],[0.24094397 0.24123351 0.2412291  0.24115814 0.24131027],[0.20401418 0.20255134 0.20256134 0.19914661 0.20245825],[2.6775295  2.68709228 2.68704754 2.71913687 2.68878263]
311,"[8.93874570e-12 3.89491266e-11 7.17947308e-11 1.63412127e-10
 2.72989184e-10]",[0.05000917 0.05196434 0.05226338 0.05236211 0.05251654],[0.47052936 0.91825475 1.19150428 1.72382646 1.91509456],[0.51128331 0.51019325 0.50992805 0.51239927 0.5099226 ],[0.19946154 0.19892292 0.19892059 0.19877249 0.19884214],[0.17550013 0.17497986 0.17498081 0.17092043 0.1748701 ],[2.50441039 2.51578724 2.51572698 2.5571926  2.51785387]
312,"[8.93369204e-12 3.81436140e-11 7.03158015e-11 1.46156160e-10
 2.66276033e-10]",[0.04923543 0.05125963 0.05156173 0.05234891 0.05184201],[0.45296342 0.87388378 1.13566249 1.56758354 1.8326528 ],[0.50699646 0.50835171 0.50834796 0.51225948 0.50779218],[0.19568895 0.19563718 0.19566199 0.19865832 0.19570385],[0.17106158 0.17128105 0.17128852 0.17400532 0.17136512],[2.45641133 2.45758953 2.45757921 2.47300233 2.45800679]
313,"[1.60613854e-11 7.01336324e-11 1.29278132e-10 2.84933352e-10
 4.91364501e-10]",[0.03425564 0.03488346 0.03499596 0.03562988 0.03508705],[0.60090657 1.19950145 1.57125579 2.27149098 2.6012212 ],[0.51090585 0.5124735  0.51250383 0.51942853 0.5133419 ],[0.11783199 0.11707786 0.11707853 0.11927864 0.11702291],[0.11220349 0.1113466  0.11134472 0.11136422 0.11121653],[2.39602252 2.39526194 2.39524855 2.40568393 2.39538454]
314,"[1.41300207e-11 5.86028080e-11 1.08038741e-10 2.10987623e-10
 4.07272987e-10]",[0.03537263 0.03670208 0.03684266 0.03862773 0.0370466 ],[0.5631318  1.10341555 1.44766175 2.03031627 2.41094342],[0.50966595 0.51066822 0.51069497 0.51446363 0.51046593],[0.12341801 0.12538148 0.12537781 0.13199265 0.12569799],[0.115142   0.11692269 0.11691935 0.12138421 0.11720884],[2.4363862  2.44033892 2.44032961 2.45886931 2.44114379]
315,"[9.24071885e-12 3.87841605e-11 7.14993129e-11 1.45524124e-10
 2.70111898e-10]",[0.04777839 0.05020479 0.05049323 0.05257101 0.05085113],[0.47707916 0.91751614 1.19347502 1.64097941 1.93078417],[0.5071377  0.50914681 0.50914949 0.5143555  0.50933209],[0.18634508 0.18940841 0.18938676 0.19895842 0.18990224],[0.16536082 0.16691819 0.1669138  0.17096803 0.16717674],[2.5368651  2.54491369 2.5448654  2.57768667 2.54643026]
316,"[1.44789895e-11 6.35444947e-11 1.17131324e-10 2.65471140e-10
 4.45695600e-10]",[0.03915925 0.03980662 0.03994906 0.03968969 0.04002524],[0.57941243 1.14770363 1.49521647 2.13346354 2.42364565],[0.50373213 0.50402694 0.50402564 0.51055214 0.50483768],[0.14052103 0.13907139 0.13907174 0.13734538 0.13891449],[0.13439739 0.13266604 0.13266826 0.12852579 0.13235768],[2.34748738 2.34671865 2.34672153 2.35286919 2.34675137]
317,"[1.89557945e-11 8.35280473e-11 1.53962867e-10 3.59028194e-10
 5.86451045e-10]",[0.02995572 0.03042611 0.03050872 0.03106552 0.03057817],[0.63392569 1.285538   1.68954875 2.52920487 2.83555946],[0.50986433 0.51055821 0.51082306 0.5142637  0.51163269],[0.09996684 0.09946933 0.09948158 0.10040564 0.09950296],[0.09547092 0.09415197 0.09416146 0.08950591 0.09394468],[2.08413133 2.0905053  2.09048228 2.1235982  2.09191488]
318,"[1.16837778e-11 4.90411922e-11 9.04086824e-11 1.79549132e-10
 3.41398111e-10]",[0.03883603 0.04011376 0.04029836 0.04118645 0.04048218],[0.51860395 1.01285764 1.32778338 1.85184752 2.2097293 ],[0.50754574 0.50982001 0.50983703 0.51330544 0.5101129 ],[0.14089321 0.14124188 0.14123683 0.1448251  0.1413973 ],[0.13342377 0.13328804 0.13328986 0.1346732  0.1333414 ],[2.43336666 2.43523163 2.4352227  2.44307022 2.43560001]
319,"[1.25952332e-11 5.38474401e-11 9.92624056e-11 2.12878416e-10
 3.76172411e-10]",[0.03904698 0.04043136 0.04060018 0.04216282 0.04080538],[0.58123133 1.14338322 1.49481243 2.10635153 2.45868717],[0.5144642  0.51442177 0.5144301  0.51968781 0.5149445 ],[0.14129025 0.14227268 0.14226264 0.14811875 0.1424359 ],[0.12527477 0.12616492 0.12616303 0.1295126  0.12630764],[2.35211345 2.36820534 2.36815542 2.42759339 2.37115203]
320,"[1.11446872e-11 4.68851412e-11 8.64337486e-11 1.72034424e-10
 3.26489284e-10]",[0.04370831 0.04512096 0.04533749 0.04616576 0.04553852],[0.48954729 0.9474875  1.23483776 1.69927679 2.00737624],[0.49997803 0.50138598 0.50137894 0.50838184 0.5015602 ],[0.16524865 0.16512979 0.16513426 0.16814902 0.1651171 ],[0.15398577 0.15383863 0.1538395  0.15630982 0.15381307],[2.51216846 2.51876878 2.51873939 2.54848105 2.52004936]
321,"[1.38505838e-11 6.02554626e-11 1.11070489e-10 2.46648648e-10
 4.22045538e-10]",[0.04033244 0.04110817 0.04126291 0.04119922 0.04136003],[0.5575046  1.10744569 1.44192639 2.11156251 2.33613165],[0.50416119 0.5062211  0.50595826 0.50905059 0.50594553],[0.14663075 0.14487359 0.14486542 0.14351374 0.14465456],[0.13507535 0.13304247 0.13304384 0.12900594 0.13271868],[2.44867666 2.44292669 2.44293362 2.43371621 2.44210552]
322,"[1.15579653e-11 4.93556379e-11 9.09836727e-11 1.89888874e-10
 3.44574886e-10]",[0.04053459 0.04163709 0.04182698 0.04185768 0.0419706 ],[0.52066755 1.01827598 1.33182183 1.86445891 2.19666507],[0.50997193 0.51103203 0.51104558 0.51645341 0.51181053],[0.14852281 0.14779239 0.14777651 0.14728059 0.14763449],[0.13641379 0.13577954 0.1357745  0.13577308 0.13564643],[2.47780994 2.47961337 2.47958046 2.48657792 2.47990934]
323,"[1.27849693e-11 5.51818587e-11 1.01719414e-10 2.23101049e-10
 3.86071194e-10]",[0.03984753 0.04106557 0.04123346 0.04225152 0.04140647],[0.54880069 1.08578577 1.41727352 2.05665509 2.31897625],[0.51288195 0.51104833 0.51077398 0.51539709 0.51291692],[0.14429996 0.14479115 0.14478646 0.14786563 0.14475185],[0.1303605  0.12979086 0.12978843 0.1271394  0.12967897],[2.42450877 2.4318506  2.43183584 2.45883036 2.43321036]
324,"[1.40448047e-11 6.01053854e-11 1.10799886e-10 2.34617100e-10
 4.19840524e-10]",[0.03725479 0.0380552  0.03819918 0.0383052  0.03830453],[0.55922467 1.10655974 1.44791898 2.07928308 2.3889937 ],[0.51108263 0.5098865  0.50962826 0.513905   0.51019546],[0.13187403 0.13086966 0.13088943 0.13074334 0.13079433],[0.12063485 0.11998218 0.11998591 0.11977551 0.11989819],[2.28566138 2.27718758 2.27721647 2.25834331 2.27589339]
325,"[1.85082905e-11 8.00652573e-11 1.47588967e-10 3.23733774e-10
 5.60311882e-10]",[0.03391728 0.0347036  0.03480194 0.03601192 0.0349221 ],[0.61529945 1.23214417 1.60879431 2.34707571 2.62676387],[0.50051944 0.5020233  0.5022995  0.50882498 0.50316273],[0.1165336  0.11679794 0.11679735 0.12168655 0.11693289],[0.10976036 0.11003871 0.11003975 0.10984878 0.11007803],[2.16618265 2.1638963  2.16391246 2.17484637 2.16386787]
326,"[1.19990563e-11 5.12129698e-11 9.44078381e-11 1.96958409e-10
 3.57517722e-10]",[0.04196868 0.0429528  0.04314325 0.04326475 0.04327433],[0.49798388 0.97764943 1.27508635 1.82850828 2.08104157],[0.50648769 0.50578852 0.50579725 0.5097824  0.50657947],[0.155771   0.15430566 0.15431311 0.15405016 0.15421899],[0.14461566 0.1436332  0.1436431  0.14105542 0.14348801],[2.44170301 2.44125472 2.44126413 2.45632207 2.44149601]
327,"[1.03541185e-11 4.43778509e-11 8.18059264e-11 1.79157198e-10
 3.10232424e-10]",[0.04171474 0.04421444 0.04443643 0.04915912 0.04484538],[0.51065155 1.01089883 1.32089888 1.90171773 2.17598298],[0.51270356 0.51350151 0.51351539 0.51902568 0.51297592],[0.15610499 0.16098173 0.16096961 0.18282888 0.16199532],[0.14480151 0.14879517 0.14878757 0.1645345  0.14964287],[2.43121955 2.46636816 2.46628042 2.6075093  2.47318028]
328,"[1.57368986e-11 6.78402869e-11 1.25055679e-10 2.66827895e-10
 4.74324780e-10]",[0.03689698 0.03819405 0.03832028 0.041218   0.03853628],[0.61641568 1.21979716 1.59049353 2.22904867 2.58143737],[0.51207439 0.51585712 0.5155903  0.52135019 0.51528348],[0.13020284 0.1318871  0.13188461 0.14459779 0.13237613],[0.12190787 0.12232242 0.12232153 0.13061874 0.12256029],[2.40049477 2.41866948 2.41860471 2.50749146 2.42245728]
329,"[7.00118124e-12 2.94776539e-11 5.43418845e-11 1.09750189e-10
 2.05343041e-10]",[0.05019541 0.05335913 0.05376272 0.0570098  0.05424861],[0.45356029 0.86601786 1.12949075 1.54789861 1.85671921],[0.51934478 0.520332   0.52034238 0.52345553 0.51981573],[0.20465182 0.20770848 0.20771097 0.22284356 0.20837907],[0.18265949 0.18494701 0.18493845 0.19612    0.1854095 ],[2.58352637 2.59258596 2.59256932 2.64514338 2.59462112]
330,"[6.07971908e-12 2.53487673e-11 4.67315422e-11 9.20979593e-11
 1.76305782e-10]",[0.05339711 0.05734463 0.05784721 0.06131906 0.05845395],[0.43149819 0.81199356 1.05786385 1.41737182 1.73518676],[0.52002008 0.52050747 0.52078657 0.52490028 0.51998472],[0.22505781 0.2294418  0.22943152 0.24611167 0.23027972],[0.19570694 0.19849994 0.19850032 0.21149419 0.19908081],[2.69615311 2.70778989 2.7077688  2.75334468 2.70996618]
331,"[4.85122359e-12 2.02739400e-11 3.73759562e-11 7.54364802e-11
 1.41109090e-10]",[0.06552936 0.07129111 0.07206782 0.07523582 0.07294229],[0.40197958 0.74150621 0.95728649 1.26840213 1.52416481],[0.52546794 0.52482049 0.52482804 0.52783317 0.52535254],[0.29021342 0.29611441 0.29608185 0.31083729 0.29690602],[0.22985322 0.23446857 0.23447195 0.24693136 0.23533099],[2.81539959 2.82509026 2.82507165 2.85660042 2.82678996]
332,"[6.52671676e-12 2.76554303e-11 5.09821708e-11 1.05163068e-10
 1.92864430e-10]",[0.0564015  0.05987455 0.06035818 0.06240514 0.06086555],[0.45898482 0.86756126 1.12511011 1.5133782  1.80976926],[0.52527552 0.52582168 0.52580888 0.52714705 0.52636127],[0.24012218 0.24234637 0.24234367 0.24974312 0.24266084],[0.2120335  0.21333922 0.21333911 0.21742008 0.21350811],[2.68736793 2.69894199 2.69892888 2.74258424 2.70107456]
333,"[6.04406316e-12 2.56310175e-11 4.72499549e-11 9.69396080e-11
 1.78745225e-10]",[0.06069139 0.06414602 0.06470462 0.06510605 0.06518871],[0.4400543  0.82644868 1.0687674  1.43595237 1.70455376],[0.52378113 0.52651808 0.52656876 0.52815157 0.52684529],[0.26489037 0.26435279 0.2643582  0.26408847 0.26439633],[0.22911318 0.22894436 0.22893746 0.22917529 0.22889372],[2.73979872 2.74522558 2.7452022  2.76732006 2.74624038]
334,"[6.31348263e-12 2.68119861e-11 4.94261767e-11 1.02938810e-10
 1.87061416e-10]",[0.05645509 0.05980855 0.06030556 0.06159379 0.06078652],[0.4666186  0.87767867 1.1391077  1.52187444 1.83848556],[0.53522024 0.53450854 0.53450549 0.53168689 0.53400277],[0.24104858 0.24194576 0.24197103 0.24724873 0.2421165 ],[0.20674289 0.20718393 0.20718645 0.21268211 0.20734045],[2.694045   2.69877704 2.69874818 2.72588167 2.69981842]
335,"[8.06885780e-12 3.48845146e-11 6.43051569e-11 1.38489354e-10
 2.44026930e-10]",[0.05045537 0.05236201 0.05270008 0.05237195 0.05294597],[0.48872933 0.93730212 1.21924558 1.66174689 1.97651863],[0.52867771 0.52867998 0.52842438 0.52866202 0.52865396],[0.20355779 0.20163203 0.20163238 0.19858115 0.20131557],[0.18087851 0.17839368 0.17840045 0.17429033 0.17803238],[2.52266809 2.52666533 2.52664236 2.54962951 2.52753938]
336,"[1.10497271e-11 4.66346500e-11 8.59696642e-11 1.75674859e-10
 3.25013965e-10]",[0.04646924 0.04820722 0.04843983 0.04962871 0.04868829],[0.57239507 1.09924862 1.42648436 1.91344724 2.27863139],[0.52623624 0.52935226 0.52908376 0.53091251 0.52902842],[0.1789538  0.17989888 0.17989774 0.18498681 0.18009497],[0.16266947 0.16312078 0.16311934 0.16492089 0.16318507],[2.51443824 2.51714047 2.51714172 2.53564196 2.51780827]
