epoch,higuchi_fd,lyapunov_exponent,hurst_exponent
220,"[0.9595970836826546, 0.9590097331017923, 0.9590066331716931, 0.9563188232791386, 0.9588713853769671]","[-24.356244532856827, -22.926731290258687, -22.315037957595067, -21.61864813339922, -20.986724391379592]","[0.5011785474683619, 0.5085449087079037, 0.5085194809895913, 0.5449976398082348, 0.5104642803744828]"
221,"[0.9577532918020663, 0.9573727290792083, 0.9573796957743713, 0.9550826860617604, 0.9572870983830318]","[-24.838434430293734, -23.390124706760766, -22.778482631415233, -22.020802213036934, -21.446835203251013]","[0.32380536157714734, 0.33397350980942947, 0.33396174645849813, 0.394895911572042, 0.33761307160843845]"
222,"[0.9589680543798695, 0.9587447761379574, 0.9587416805844711, 0.9568140292644448, 0.9586584661744463]","[-24.485151765806307, -23.068202887832967, -22.456462996426353, -21.82119421533735, -21.130724344567696]","[0.4493951438402285, 0.45388009215319813, 0.45387345975486265, 0.44506199993021117, 0.4546515251357911]"
223,"[0.9617739888145005, 0.9613066744513917, 0.9613071884035398, 0.9583263025532992, 0.961180886317846]","[-24.732736415174653, -23.301835720563226, -22.690153403038785, -21.999258065149977, -21.361779317277826]","[0.3695515239700749, 0.36555422567343565, 0.36558700491700186, 0.3584707020481485, 0.36526780657302593]"
224,"[0.964083252918032, 0.9636237963691747, 0.9636261562020397, 0.961095471007299, 0.9635301062678361]","[-23.502628215549812, -22.04490347400271, -21.433286386640063, -20.687645276991006, -20.100772472888558]","[0.7756364017222949, 0.7966489322584078, 0.796599727632922, 0.8507895568744694, 0.7999783571436176]"
225,"[0.961093730326564, 0.9606543452575229, 0.960666672130587, 0.9581307697413558, 0.9605778752638644]","[-24.579793840606072, -23.139923159116186, -22.528252589532812, -21.80686410137896, -21.198270244361645]","[0.3031384600090857, 0.3002479655638135, 0.3002614077410534, 0.29258970742867524, 0.2997884941312887]"
226,"[0.9598405516580527, 0.9592300502251384, 0.9592303538987809, 0.9568789551210919, 0.9591170564954509]","[-24.452342870475295, -23.00235012704505, -22.390709583147604, -21.6579106867348, -21.059343248238097]","[0.47011978600684623, 0.48290806779408474, 0.48287495259624624, 0.5220460538803009, 0.4851673359788833]"
227,"[0.960694858128202, 0.9598498475898699, 0.9598564888377079, 0.9567543303661697, 0.9596886339482829]","[-24.55908707745168, -23.122247122014397, -22.510571262817635, -21.80285008330106, -21.18119131988229]","[0.3020646799608645, 0.30265742749257407, 0.3026489346839992, 0.3104955039045703, 0.3028026646230612]"
228,"[0.9610529215731909, 0.9607432910907656, 0.960743881746849, 0.9593691316270193, 0.9606823402275435]","[-24.52389494788069, -23.09901234491484, -22.48729415808877, -21.82392698640844, -21.160118775381825]","[0.27407734186267385, 0.27363997504893844, 0.2736122496324566, 0.3199107666199235, 0.2758191465202601]"
229,"[0.9627399561776566, 0.9624027336996384, 0.9624029210774656, 0.9600682871629734, 0.9623131525105616]","[-24.30344859784606, -22.862059313491056, -22.250400824554486, -21.527706422855697, -20.92020654394111]","[0.4656454009221665, 0.4692718019467358, 0.46925705035295967, 0.4831915234801424, 0.469883610894309]"
230,"[0.9628916064447893, 0.9622608236230392, 0.962264526389515, 0.9596521203935757, 0.9621294560272733]","[-24.04985147979583, -22.575474414502793, -21.963926690035862, -21.103797604947342, -20.627243054363486]","[0.46529395285276415, 0.5087440901771494, 0.5085757489956293, 0.6437635331263926, 0.5176897200955156]"
231,"[0.9616023925664082, 0.9614606187459374, 0.9614552493662225, 0.9594320983567743, 0.9614306689105493]","[-24.522297872095777, -23.094429235123958, -22.482727133424564, -21.81093120622935, -21.15503873708765]","[0.28827364733585753, 0.28531500415075045, 0.28531628632552425, 0.28430976926059737, 0.2850386248383025]"
232,"[0.9628594260601689, 0.9622946815949709, 0.9623033367148992, 0.9595526781920232, 0.9621698875248049]","[-24.081094728695234, -22.654810913676297, -22.043101100686613, -21.38049336485113, -20.715771003478512]","[0.5827446983459668, 0.5834690323354628, 0.5834866313104391, 0.5851163678455974, 0.5836356067354124]"
233,"[0.9588142534358526, 0.9582951699829783, 0.9582955130732094, 0.955934714367123, 0.958179875417802]","[-24.46933520783225, -23.03062170885614, -22.418961231009416, -21.72041939904533, -21.08953559866308]","[0.3581717591410418, 0.36703708255502276, 0.36700654010948647, 0.39245938727363355, 0.36849958511748826]"
234,"[0.9586253271624715, 0.9581580512864846, 0.9581617921484225, 0.9558758257491075, 0.9580528037745661]","[-24.057382772074767, -22.607549236706095, -21.99592588274093, -21.240767689763537, -20.664145600397735]","[0.5078572093088046, 0.4936349556273605, 0.4936698035038208, 0.46564798181572775, 0.491437321919643]"
235,"[0.9628443373100677, 0.9623349130508188, 0.9623355518832393, 0.9591496052189362, 0.9622233144745137]","[-24.507237456268474, -23.051418732178227, -22.43981103962129, -21.672960278396395, -21.107103811328752]","[0.2899919651100113, 0.30150311799135754, 0.3014647998737142, 0.3509547316075104, 0.3034066580893055]"
236,"[0.9635116056980524, 0.9632532959961108, 0.9632519864139222, 0.9612973421135944, 0.9631830375320475]","[-23.676541515591925, -22.205352583544354, -21.593772967514294, -20.806755844244307, -20.258934539850017]","[0.4627513024117402, 0.4674674007602559, 0.4674501947283438, 0.479184845297854, 0.4681700841623044]"
237,"[0.9647986225344977, 0.9641921414359761, 0.964194327586622, 0.961412818218993, 0.964057900773001]","[-23.99596167395273, -22.530725128317158, -21.91912422819424, -21.150688803546593, -20.585321751941102]","[0.2441989773305175, 0.2542571680033018, 0.25422828464146274, 0.2803988842524009, 0.2558941192781593]"
238,"[0.9652157301887144, 0.9641340566594083, 0.9641369430317639, 0.9606223645656091, 0.9639571434640036]","[-23.761098775102706, -22.320343958993124, -21.708677211487302, -20.996507592887703, -20.378759745141117]","[0.45655254303884085, 0.4327852008757454, 0.43285398198247393, 0.3793825092657267, 0.429102337494411]"
239,"[0.9653117188215543, 0.9647385418967009, 0.9647378635334481, 0.9620938441786032, 0.9646376831867159]","[-23.920779884555937, -22.506766972658536, -21.895034901383692, -21.26376588347703, -20.569711170795735]","[0.2703740604890175, 0.26583176792082225, 0.2658471582955373, 0.26059677387558167, 0.26531460517834377]"
240,"[0.9636145259778287, 0.9630083240193755, 0.9630180137207105, 0.9600224860376381, 0.9628640960373114]","[-24.249054118054943, -22.820723911090983, -22.209035616508103, -21.539904251598156, -20.881339101379016]","[0.3710359428633586, 0.37200670967201604, 0.3720111600323252, 0.36582824477165615, 0.37160934988542155]"
241,"[0.9653150332349296, 0.9651126906172304, 0.9651182925439781, 0.9632762124598555, 0.9650611935380128]","[-23.428550893613725, -21.968002003940857, -21.35638797754435, -20.59197931118734, -20.02319829266277]","[0.5485430238231113, 0.5601310438247089, 0.5600887889985294, 0.5849721404633227, 0.5620551277418977]"
242,"[0.9617832335704992, 0.960896065423322, 0.960901390270402, 0.9574313666649301, 0.9607307254997478]","[-23.979590788323716, -22.528571382519633, -21.91694680792154, -21.180203741283368, -20.585374193907498]","[0.29954758813938803, 0.29878613169275015, 0.29877908632866906, 0.29353852859611457, 0.2987170985003465]"
243,"[0.9672187887863272, 0.9666632129376943, 0.9666700301482414, 0.9627966075340839, 0.9665135052826404]","[-23.843797350620257, -22.40057259150617, -21.78891056960338, -21.073573718666317, -20.45864569333065]","[0.5454127720901257, 0.5615953973923002, 0.5615613254479193, 0.6078884363889786, 0.5643906682019293]"
244,"[0.9669743361533972, 0.9666524863202108, 0.9666510086211164, 0.9641423113125462, 0.9665695568316656]","[-24.10941259159545, -22.700629388930405, -22.088870475957457, -21.461817581601405, -20.76425456873155]","[0.1489998284578307, 0.1526096158569128, 0.1526003083434658, 0.17508511185444203, 0.15338715957634905]"
245,"[0.9640863219161133, 0.963650437530901, 0.9636493015152275, 0.9615734502310505, 0.9635499759021768]","[-23.796047552637788, -22.35819461059102, -21.746536548924762, -21.0352691702336, -20.41696422554231]","[0.49937381527231733, 0.49366353531702817, 0.49368399227002957, 0.5050351546945918, 0.4929288701686358]"
246,"[0.9663029493714084, 0.965430530129169, 0.9654318978434089, 0.9609656465430315, 0.9652442578426809]","[-23.695164581174613, -22.26348093182422, -21.651796731106213, -20.955278264148678, -20.323231361948007]","[0.641919926423814, 0.6318810575270385, 0.6319072092084533, 0.6060682024415178, 0.6306429085398266]"
247,"[0.9651644136414916, 0.9644314362408534, 0.9644300666315785, 0.9609456166332614, 0.9642602506050769]","[-23.609036541876918, -22.17011970028035, -21.558446071654007, -20.85948203514097, -20.2289792003649]","[0.5192468359478724, 0.5208793993105748, 0.5208738438765907, 0.5206109848637553, 0.5211333018790294]"
248,"[0.968703865465253, 0.967859297504023, 0.9678641552010476, 0.9643667794811798, 0.9677006101725587]","[-23.869853076702782, -22.450138350540524, -21.838416493405955, -21.19699101046543, -20.51223189851683]","[0.3356527962048283, 0.33959295860158845, 0.3395849149156803, 0.35232997701138624, 0.340283886973428]"
249,"[0.9637075886966103, 0.9631275913431024, 0.9631230355284984, 0.9603659896628023, 0.963054333874635]","[-23.731828771799893, -22.282145416106953, -21.670516175693123, -20.92519112588959, -20.33893410922074]","[0.3096769377181335, 0.29733819861048005, 0.2973759189727943, 0.2883811055329992, 0.2953709996912251]"
250,"[0.9517027349775772, 0.951176098996738, 0.9511807014489019, 0.9486827363170437, 0.9510471575919327]","[-24.508049499727715, -23.109920854869184, -22.498213911489458, -21.643006042910592, -21.170576149247243]","[0.17673850885816547, 0.15482881246745012, 0.154835971130226, 0.2075870634902091, 0.15432169262877848]"
251,"[0.8819416831468829, 0.8819440428785481, 0.8819414068403659, 0.8870069868137581, 0.8820838775437921]","[-22.778450707878243, -21.388284523502094, -20.776628470988513, -19.706078080048105, -19.444899921574226]","[0.10625983747019493, 0.11883216662277102, 0.11878958910640293, 0.18482094631596116, 0.12123009381481983]"
252,"[0.9136667361502144, 0.913304486823948, 0.9133079978662926, 0.9118779751508369, 0.9132395646666408]","[-25.020156051998026, -23.5473723271484, -22.935824349741818, -22.05969909989858, -21.598984873131787]","[0.21998548188019612, 0.22689365917666265, 0.22686885077898059, 0.2509660597614135, 0.2282365299636901]"
253,"[0.9336745561879707, 0.9332684875655942, 0.9332712730914412, 0.9297543278941341, 0.9331976743103771]","[-25.12300840690403, -23.654597437697973, -23.043019268808433, -22.21990235650407, -21.707771964849428]","[0.09195978237478115, 0.09989741406929038, 0.09987445548158834, 0.1239370009198717, 0.10118679682484383]"
254,"[0.93769259858834, 0.9378734480023191, 0.9378710835127461, 0.9360232888638059, 0.9378731313691065]","[-25.31560722088787, -23.867724378897357, -23.25609907304982, -22.503061962289227, -21.92458279198638]","[0.3916623796276621, 0.3956366109791408, 0.3956287168489119, 0.40650301066460465, 0.39629693479834127]"
255,"[0.9371942407027585, 0.9375610602862741, 0.9375615400205454, 0.9367434076933003, 0.9375845757367436]","[-25.40321375430714, -23.96181012615338, -23.350177025738933, -22.606698733975502, -22.019595265084245]","[0.48193028420168277, 0.5015957127373716, 0.5015432250569725, 0.5449601659224754, 0.5044096479707186]"
256,"[0.9413513574761968, 0.9410961973759969, 0.941092997925375, 0.9391142346703751, 0.9410395000453816]","[-25.18642837244278, -23.750168462628483, -23.138476794467007, -22.42004629891768, -21.80896909904941]","[0.5106607381343607, 0.5036744378533398, 0.5036920079772812, 0.46942875360817043, 0.5025628163320524]"
257,"[0.9436138248455854, 0.9436731891602501, 0.9436720239830338, 0.9426973363504202, 0.9436713567840099]","[-24.628312633561887, -23.201521839365505, -22.58981743958634, -21.922074740612356, -21.262335353698063]","[0.25741675397644626, 0.24955497400753998, 0.2495792670852955, 0.22972633269751802, 0.24817144359452825]"
258,"[0.9429302420191512, 0.9432576904271401, 0.9432550308540653, 0.942112020558529, 0.9432752211456402]","[-24.920797872765707, -23.480239679249987, -22.868585681113267, -22.145136303850503, -21.538484647543374]","[0.21668857658722998, 0.21229033045354592, 0.2123034349732276, 0.21254324387362755, 0.2119771196538984]"
259,"[0.9422421911074721, 0.9416278096303277, 0.9416371396086517, 0.9383959893683822, 0.9414972733607487]","[-24.89242931791974, -23.454475966748138, -22.842817311465865, -22.140188715424554, -21.513387309130284]","[0.13578911742987934, 0.13866908150342117, 0.13866477383833067, 0.1403459831740363, 0.13915635283590977]"
260,"[0.9394888757266939, 0.9391513990013759, 0.9391552013528149, 0.9377164296468401, 0.9391104086372666]","[-25.112259069053007, -23.684637812460345, -23.072931291955037, -22.401378691786235, -21.74528894170008]","[0.3985578174996241, 0.39150145713076767, 0.3915186908085172, 0.37116893609334456, 0.39032197488790527]"
261,"[0.9341294719520483, 0.9343787454198925, 0.9343900538329838, 0.9348507223526851, 0.934418217555347]","[-25.187346212675543, -23.746172160679215, -23.134513158696095, -22.405850441720478, -21.804236964754267]","[0.21916829024314272, 0.22476746911673587, 0.2247484031594821, 0.27232037862605146, 0.22572438751535898]"
262,"[0.9390134636539645, 0.9385587877368651, 0.9385677339591456, 0.9368683923395453, 0.9384860307198333]","[-24.870234755582064, -23.43740857108578, -22.825730895763677, -22.148042105910616, -21.49736146391485]","[0.6194299789978465, 0.6295602137228968, 0.6294965381832016, 0.5881929819031233, 0.6312988495620584]"
263,"[0.934496895146159, 0.9346581584646644, 0.9346632969053962, 0.9333955400604629, 0.9346437932058398]","[-24.90630395477824, -23.457694853710557, -22.846073573360236, -22.1092516577556, -21.514789237842773]","[0.2907392316420256, 0.2934574043254925, 0.29344809272141253, 0.29421963514743776, 0.29386525899755184]"
264,"[0.9393167166486678, 0.9386843933643096, 0.9386838039267813, 0.9352530670199651, 0.9385012856137889]","[-24.54480004149793, -23.117849952800608, -22.506152587683395, -21.814056698292376, -21.178223040544886]","[0.46402924493947983, 0.4725219856488811, 0.4724982336175082, 0.4947297548514602, 0.4740118546967791]"
265,"[0.937162868504862, 0.9363657984099412, 0.9363592746688585, 0.9336593694089862, 0.9362246076671725]","[-24.679283062712624, -23.230747682567046, -22.619093998312543, -21.888572010576173, -21.287934349161507]","[0.470827969458866, 0.48061259267797934, 0.4805816261692193, 0.5234699062372825, 0.4827830250499914]"
266,"[0.9358282355891785, 0.9359977621034301, 0.9360027114547755, 0.9357159249317567, 0.9360134297621943]","[-25.002371087333835, -23.570497701625328, -22.95880898736862, -22.278107788454932, -21.630494934816426]","[0.1113589957149305, 0.1099511260469894, 0.10995230939181186, 0.11316644658121953, 0.11001881204823004]"
267,"[0.9444918816981075, 0.9443090353262262, 0.9443112244956058, 0.9423673499255022, 0.9442173649607325]","[-24.598046808929972, -23.153662490432662, -22.542015015339256, -21.82126603031685, -21.21151282562154]","[0.46889011118547264, 0.46081588311927035, 0.4608440735223707, 0.4338250709145496, 0.4593813293393682]"
268,"[0.9429259576695016, 0.942519503523961, 0.9425189304825887, 0.9396412543878971, 0.9424153021147571]","[-24.777940693585364, -23.34222077013267, -22.730540949087672, -22.043137057788552, -21.40165566006826]","[0.5166259209954248, 0.5072486920053403, 0.5072507900170257, 0.44110909790853264, 0.5072215137661301]"
269,"[0.9392430446810295, 0.9390301737035938, 0.939034700878944, 0.937453902906977, 0.9389859969743801]","[-25.058872739110452, -23.62150118408225, -23.009839784038327, -22.303019888949674, -21.680396028270007]","[0.5205300215571481, 0.5257885562537107, 0.525786079094833, 0.5238886168138915, 0.5264307630145925]"
270,"[0.9501902444250871, 0.9499822587201445, 0.9499898973977502, 0.9488151172806004, 0.9499459561905267]","[-24.958998142329477, -23.50434585117006, -22.89274639307805, -22.118433021040776, -21.56003255626177]","[0.5460416450002868, 0.5593651207422943, 0.5593429796658668, 0.5973019131429945, 0.5615749337690326]"
271,"[0.9481652829252505, 0.9475039936836152, 0.9475085607091022, 0.9446529137543609, 0.9473864376289218]","[-24.813401345980026, -23.350682253869795, -22.73909715033851, -21.941449338082894, -21.405006777537068]","[0.49456719246884145, 0.5064108720151967, 0.5064030334717462, 0.5440255145927586, 0.5084747129895968]"
272,"[0.9497348045366385, 0.9493882279742489, 0.9493943509657976, 0.9477631743723325, 0.9493445492674881]","[-24.783512093799843, -23.334280986648128, -22.722642965243733, -21.981926570095915, -21.39120744821355]","[0.48034441548727136, 0.4885914313285008, 0.4885692120728375, 0.4804060248541018, 0.48999898472800063]"
273,"[0.9503730609782503, 0.950032416735212, 0.9500331177948724, 0.9475673669469472, 0.949935030984515]","[-25.069758052622024, -23.62426764770201, -23.01261488176145, -22.268715815390188, -21.68156977243863]","[0.24608036660525873, 0.24520262513823693, 0.24522885198969469, 0.24711418570972501, 0.24510276355326124]"
274,"[0.952851994091458, 0.9528696738245513, 0.952866757392736, 0.9514123368644107, 0.9528392326500656]","[-25.146282408729572, -23.699653248652464, -23.08801092250939, -22.35932211293412, -21.757100111496598]","[0.35037559956156866, 0.3514180923372703, 0.3514145439519539, 0.31271435222631855, 0.3495649538329987]"
275,"[0.9494849413091446, 0.9492062369210154, 0.9492050280593537, 0.9472201527089947, 0.9491145373615218]","[-25.007162700558883, -23.569400827454068, -22.957754958570806, -22.251411869899425, -21.628287485148515]","[0.2707844245356662, 0.26545156144225623, 0.26546273113287333, 0.2474736882670772, 0.26449683599630314]"
276,"[0.9508603517922104, 0.9507153246833744, 0.9507194232534079, 0.9482624874591739, 0.9506446518614182]","[-24.930423017762976, -23.49742539399069, -22.88574671141822, -22.182779069843814, -21.55690100945662]","[0.3445882541119174, 0.336427713338595, 0.3364393627890986, 0.3434506445271392, 0.3352704423166664]"
277,"[0.9587989212995307, 0.9583242688002243, 0.958326949304095, 0.9548862020680472, 0.9581854579416867]","[-24.75774394620974, -23.300847055066324, -22.689240004968877, -21.930151123919046, -21.35656597147505]","[0.2909244612392855, 0.291680713383724, 0.2916777884420044, 0.3090488208236551, 0.2917946049410685]"
278,"[0.9588095962624597, 0.9580251909422729, 0.9580244074810249, 0.9547843820709309, 0.9578881248590554]","[-24.574903795467474, -23.11662838492695, -22.50501916621709, -21.746803085384343, -21.172215141924358]","[0.5468664923934449, 0.5492064890827969, 0.5492095133807063, 0.5590467696362762, 0.5495928719459313]"
279,"[0.9594396294107024, 0.9588204460618185, 0.9588172753965372, 0.9554958153872979, 0.9586682762917652]","[-24.99877253012581, -23.572006169043526, -22.96031364983012, -22.282945136980512, -21.632654562227593]","[0.39343023044759223, 0.38562108242236576, 0.38562845875539015, 0.3706359040158981, 0.3844075679789424]"
280,"[0.9613252422121207, 0.9606818191231815, 0.9606811620870042, 0.9569589364238835, 0.9605216350868756]","[-24.836308821037786, -23.380446554931453, -22.768836533605327, -22.0082779737703, -21.436247251721184]","[0.18276294903386264, 0.17763406293485695, 0.17764823306849187, 0.16800251497158716, 0.1769834266683041]"
281,"[0.959920182523469, 0.9594741604817447, 0.9594787738908697, 0.9561530198148809, 0.9593650535965279]","[-24.849072518532246, -23.397873932310745, -22.78624415008543, -22.047011722093483, -21.454608228645917]","[0.36974240654857476, 0.3805265017186239, 0.3804955260279387, 0.4066835139227756, 0.38223919793307387]"
282,"[0.9607841143294727, 0.9605081712903625, 0.9605115635920909, 0.9577076519098232, 0.9604197053603875]","[-24.68386250606263, -23.240145416918452, -22.62850780510067, -21.911084002403832, -21.298142818398702]","[0.2786571633118169, 0.285481861169268, 0.285500411016391, 0.23787131956494315, 0.2837175222437659]"
283,"[0.9636983194603361, 0.9631180370555121, 0.9631270732953238, 0.9586094906777974, 0.9629600607015087]","[-24.641187503064884, -23.20874866998277, -22.597073159600175, -21.854855141794175, -21.26756770858664]","[0.5647665562617, 0.5383385644531895, 0.5384279729694122, 0.5166340184511363, 0.5333656471814269]"
284,"[0.9617599060797591, 0.9611183279638421, 0.9611168908592005, 0.9577117620028653, 0.9609653432602626]","[-24.77744121480342, -23.34415617909818, -22.73248678781429, -22.029003569239265, -21.403599302250026]","[0.4924628779371161, 0.49388802168780505, 0.49390229549509407, 0.4817782216106695, 0.49411423664467974]"
285,"[0.9635515388907822, 0.9632568290895475, 0.9632562960605561, 0.9607942248379258, 0.9631862289414074]","[-24.544477243856107, -23.1150323274537, -22.50333681155874, -21.827436662331994, -21.175395728461456]","[0.29490669789372387, 0.2936134742926241, 0.29362004076857173, 0.28784725169498415, 0.2933532042086947]"
286,"[0.9604984607611787, 0.9596828315536915, 0.9596832132894277, 0.9554469027020631, 0.9595096287820553]","[-24.808657785169675, -23.363470663910363, -22.75183752554519, -22.017801017296197, -21.420999599050287]","[0.25210302725254913, 0.23597384766762247, 0.23602461514739956, 0.20406169834705687, 0.233568257240832]"
287,"[0.9601163493446694, 0.9593584007336228, 0.9593538534117111, 0.9557558371048647, 0.9592177104713496]","[-24.624450194160126, -23.18327557427692, -22.571614453875203, -21.864373867867325, -21.24172522305718]","[0.1567046189727977, 0.16394364668298322, 0.16392988220953503, 0.1829032736718717, 0.1651089544297675]"
288,"[0.9615057608143499, 0.9609222843232151, 0.9609205904252895, 0.9587053361252292, 0.960824488959259]","[-24.458800964591067, -23.0035704568916, -22.391956322155075, -21.625536026954173, -21.05932546927334]","[0.5000279060021989, 0.5162618596643797, 0.5162249966557998, 0.5560237938155898, 0.5185405420656888]"
289,"[0.9623151270910465, 0.9614323668383191, 0.9614373716517413, 0.9573349045991705, 0.9612884380561252]","[-24.46398867161418, -23.018362951186475, -22.406723965548903, -21.657869155829292, -21.075554962000055]","[0.16225975657461517, 0.1578759575684734, 0.15788886672753039, 0.165353327457844, 0.1571417763119868]"
290,"[0.9624087052153943, 0.9616718526022402, 0.9616673428751594, 0.9585216251403758, 0.9615221059620404]","[-24.507488702174392, -23.064916189744924, -22.453255476672542, -21.74384460284338, -21.12317260872497]","[0.3647494176106638, 0.37384761790616566, 0.3738162438040411, 0.41645472895538826, 0.3754101733559233]"
291,"[0.960753469680653, 0.9601815589982833, 0.9601826662597727, 0.9567762906458104, 0.9600138024325564]","[-24.614668670206612, -23.1745976564269, -22.562941968016343, -21.829788376721986, -21.232706246919204]","[0.6122862603508612, 0.611948541992845, 0.6119548182986851, 0.6235753231712732, 0.6127908750626152]"
292,"[0.9629611949511093, 0.9626329049088677, 0.9626328687330743, 0.9601743249238516, 0.9625464216860962]","[-24.021271514012142, -22.578443373672222, -21.966793910723258, -21.25311284038012, -20.636606644961166]","[0.28821714373840246, 0.2916024061898499, 0.2915973949681532, 0.3017998417417931, 0.2921793488554289]"
293,"[0.961553458891133, 0.9601414626195458, 0.960145554343176, 0.9550966281784649, 0.959865613311553]","[-23.941149523710397, -22.49526302799173, -21.88361764496729, -21.166388744990787, -20.55299771648575]","[0.20570523806633506, 0.17836516926094945, 0.17844315208647415, 0.12013139664310062, 0.1739483906705347]"
294,"[0.9643203336959439, 0.9631422244027262, 0.963144084373104, 0.9585385427261144, 0.9629192446383723]","[-24.618216076738165, -23.172610652561577, -22.56095517546377, -21.830749880357093, -21.230141325467212]","[0.5255214263677779, 0.5276253001294471, 0.5276072447724275, 0.551384554611024, 0.5288231543674717]"
295,"[0.9605945229560477, 0.9598941811743198, 0.959896076572973, 0.956741539251839, 0.9597418508211442]","[-25.073129715602082, -23.63817914079776, -23.026492385033954, -22.32658195664406, -21.697474521925717]","[0.3447289044694311, 0.361000952259035, 0.3609597088118341, 0.40244451034782963, 0.3633794397906082]"
296,"[0.9632413973329275, 0.9628223453208543, 0.9628307504399629, 0.960243777078335, 0.962706140625368]","[-24.005227943395607, -22.516302891287765, -21.904782617821578, -21.051165618065387, -20.566615516404415]","[0.6773842486673853, 0.6807481091122927, 0.6807749204946071, 0.6469361755340453, 0.679747125060435]"
297,"[0.9617590038832449, 0.9612380552865826, 0.9612455379057421, 0.9584830086883261, 0.9611453485995138]","[-24.747168454122214, -23.27056138799795, -22.65901207522043, -21.84544004678153, -21.32303980150415]","[0.23690683742782787, 0.22330711278230447, 0.22333447889066693, 0.20763891321730216, 0.22182802534797472]"
298,"[0.9611324175968884, 0.9606792021251865, 0.9606801036912938, 0.9576691014803388, 0.9605849785119934]","[-24.774498415011625, -23.327163511302594, -22.71550460756646, -21.99435531223501, -21.38464936516038]","[0.608712439731402, 0.607626231719443, 0.6076646305679879, 0.6004903494595137, 0.60733428355082]"
299,"[0.9625112464278439, 0.9621662201575462, 0.9621711690909408, 0.959446250014977, 0.9620715104804262]","[-24.6705693574031, -23.243451281937478, -22.63172859021298, -21.9597578958693, -21.304138913205414]","[0.45489385008384003, 0.4602893670817605, 0.46027861605482323, 0.42693603184212586, 0.45976543139467024]"
300,"[0.9633374385761618, 0.9626680315711821, 0.9626693060568522, 0.9589970627393383, 0.9625301432890354]","[-24.41667715739818, -23.00729217593598, -22.395550925193422, -21.730730756968267, -21.0702125933753]","[0.5710330798415867, 0.5422893342069688, 0.5423662314562046, 0.4606277361639509, 0.537627824322991]"
301,"[0.9642763434999668, 0.9635664317473193, 0.9635691089272377, 0.9602758448250828, 0.9634310779148223]","[-23.960027573903957, -22.518806517312363, -21.907151667337462, -21.188795371868693, -20.57706055742573]","[0.6285878575911762, 0.628945657505112, 0.6289495367755414, 0.6185063507558209, 0.6291183427937664]"
302,"[0.9623231670745406, 0.9617447310090241, 0.9617467700172573, 0.958257536576135, 0.9616120345669402]","[-24.46365529445665, -23.02733950418247, -22.4156560204364, -21.73092741011401, -21.086745665985415]","[0.1923433407485796, 0.19139974961145362, 0.1913997166663411, 0.18913036394314395, 0.19124831973337206]"
303,"[0.9645649014209013, 0.9633716412056608, 0.963376132830581, 0.9586644023837743, 0.9631298087204757]","[-24.02341231880762, -22.537687450279336, -21.92615183259243, -21.086223715094285, -20.588618582260562]","[0.517087989631411, 0.5333134913135376, 0.5332762069366267, 0.5915640487882581, 0.535938060727871]"
304,"[0.960516417620391, 0.9599654795408378, 0.959963919220001, 0.9570044895162998, 0.9598523793455606]","[-24.471825943261706, -23.00136418935078, -22.389789561125273, -21.60246318331257, -21.05503197811129]","[0.6025065394190768, 0.593914947280653, 0.5939312033120598, 0.5722286430070137, 0.59294071334669]"
305,"[0.9608231028984526, 0.9599346954411021, 0.9599335421169809, 0.9563461850531321, 0.9597668989141762]","[-24.469889700616225, -23.01328714208694, -22.401682493032215, -21.63777878838158, -21.068958805279916]","[0.4209997074364693, 0.4282075163053502, 0.4281787260841396, 0.4484224157418657, 0.4294474273742315]"
306,"[0.9663544515120919, 0.9650931242546992, 0.9650969845913543, 0.9607045071401811, 0.9648493281817556]","[-24.047419071137252, -22.58947392739549, -21.977867070324187, -21.208050960332404, -20.64486976131434]","[0.4732180607426124, 0.46702543465458807, 0.4670398276246226, 0.4540161337448352, 0.46605254251472034]"
307,"[0.9612719790506228, 0.9607369126829968, 0.9607388973829899, 0.9581189638603808, 0.960635873963184]","[-24.853842267683977, -23.415817820815715, -22.804154961227287, -22.097307922699926, -21.474646965389603]","[0.4357067928291749, 0.43881079927649713, 0.43880091772311347, 0.44952033456858503, 0.4394413893320201]"
308,"[0.9629810889366156, 0.9621758254087299, 0.9621766254606824, 0.9586333584080265, 0.9620209518821453]","[-24.861542119661703, -23.41072479892377, -22.799105525147912, -22.04721644511507, -21.46726844836659]","[0.4601123148180267, 0.49167024126602704, 0.49158501535782606, 0.5215027623052669, 0.49480124947632087]"
309,"[0.9629844167765126, 0.9623803816945125, 0.9623739791700636, 0.9587045692203662, 0.9622351085615763]","[-24.207962972852144, -22.753003407082343, -22.141375598849002, -21.39860806380252, -20.809242678996636]","[0.3496723239805245, 0.35364057227009554, 0.35363077817147653, 0.36439561563007145, 0.35428126437713475]"
310,"[0.9631135087458013, 0.9624324356054413, 0.9624350056053715, 0.9592965445062975, 0.9623205671983174]","[-24.6180412702538, -23.170510120819817, -22.558857495638243, -21.81388218903588, -21.227539901366196]","[0.30734923186445245, 0.3118842353888558, 0.3118736226831506, 0.30783275049121767, 0.31232233450275637]"
